method,MAE,RMSE,MAPE_percent,R2,test_loss
direct_net_load,1.1086180210113525,1.4914964603659573,61.425453424453735,0.9257333278656006,0.0008789624364845021
indirect_gc_minus_gg,1.096251368522644,1.4795701009548436,63.220590353012085,0.9268960356712341,
