epoch,train_loss,val_loss,val_r2
1,0.07080205216567848,0.012278001896130548,0.17833435535430908
2,0.0054037713894308365,0.0026005934284060958,0.8259636759757996
3,0.002074595891215754,0.0015450232065148898,0.8966042995452881
4,0.001476225625180449,0.0013357387959576086,0.9106099605560303
5,0.001309666858952533,0.001310587878471426,0.9122931361198425
6,0.0012418253480688608,0.0010842807161625502,0.9274380207061768
7,0.0012229997254633717,0.0012706200146039286,0.9149678349494934
8,0.0011588128772928247,0.0011772063042354778,0.9212192893028259
9,0.0011621016611352225,0.0009867897091845898,0.9339622855186462
10,0.0011376859829036938,0.0011681967317377796,0.921822190284729
11,0.0010958559499525664,0.0009873174519861281,0.9339269399642944
12,0.0010823478573115503,0.0010122140919808617,0.9322608113288879
13,0.0010663043781356703,0.001003143010997719,0.9328678846359253
14,0.001069836353437155,0.000947854820405841,0.9365679025650024
15,0.001061030366620603,0.0010770163836157458,0.9279241561889648
16,0.0010486666559047415,0.001178054686578899,0.921162486076355
17,0.0010677669275359623,0.0009095170124755814,0.9391335248947144
18,0.0010341325221935893,0.0009180756826287933,0.9385607242584229
19,0.0010433329677301808,0.0008986959093649958,0.9398576617240906
20,0.0010277534821034053,0.0009154392101577992,0.938737154006958
