component,MAE,MSE,RMSE,MAPE_percent,R2
gc_model_regional,3.4227921962738037,20.833362579345703,4.564357849615399,4.356800392270088,0.9785178303718567
gg_model_regional,1.8043322563171387,12.27066421508789,3.502950786849266,144758450.0,0.9915798306465149
indirect_net_load_regional,4.282488822937012,35.59134292602539,5.965848047513898,23.854856193065643,0.9873157739639282
