client_id,client_name,warmup_local_epochs,warmup_train_loss,warmup_val_loss
1,client_1,1,0.015157545191921029,0.0021944915897864725
2,client_2,1,0.030173408411381025,0.002472491414232401
3,client_3,1,0.013134014338575705,0.0026657332394917637
4,client_4,1,0.010036071366919157,0.003158746407774955
5,client_5,1,0.009723735633434082,0.003050963179430133
6,client_6,1,0.024379212764407313,0.003339096204862227
7,client_7,1,0.01211659140635374,0.0028422435345169285
8,client_8,1,0.022114155693508594,0.0033799692533279025
