round,global_round,pair_index,pair_id,direction,receiver_id,sender_id,selected_sender_id,selected_model,receiver_local_update_executed,receiver_local_train_loss,receiver_local_val_loss,sender_local_train_loss,sender_local_val_loss,val_loss_receiver_loc,val_loss_local_continue,val_loss_teacher_guided,val_loss_same_origin_merge,selected_val_loss,best_alpha,delta_local_continue_vs_loc,delta_teacher_guided_vs_loc,delta_teacher_guided_vs_local_continue,delta_same_origin_merge_vs_loc,delta_same_origin_merge_vs_local_continue,delta_same_origin_merge_vs_teacher_guided,rollback_to_local,accept_local_continue,accept_teacher_guided,accept_same_origin_merge,teacher_guided_teacher_better_ratio_avg,teacher_guided_teacher_worse_ratio_avg,teacher_guided_positive_active_ratio_avg,teacher_guided_repulsion_active_ratio_avg,teacher_guided_positive_loss_avg,teacher_guided_repulsion_loss_avg,teacher_guided_total_loss_avg,local_continue_pred_loss_avg,local_continue_total_loss_avg,local_continue_num_batches,teacher_guided_pred_loss_avg,teacher_guided_teacher_better_ratio_min,teacher_guided_teacher_better_ratio_max,teacher_guided_teacher_better_ratio_std,teacher_guided_teacher_worse_ratio_min,teacher_guided_teacher_worse_ratio_max,teacher_guided_teacher_worse_ratio_std,teacher_guided_positive_active_ratio_min,teacher_guided_positive_active_ratio_max,teacher_guided_positive_active_ratio_std,teacher_guided_repulsion_active_ratio_min,teacher_guided_repulsion_active_ratio_max,teacher_guided_repulsion_active_ratio_std,teacher_guided_positive_weight_mean_avg,teacher_guided_negative_weight_mean_avg,teacher_guided_num_batches,idle_client_ids
3,3,3,8-4,Client4 -> Client8,8,4,4,same_origin_merge,,,,,,0.0023324026723862885,0.002454149617034834,0.0027116827011160944,0.0023214439606573556,0.0023214439606573556,0.35,0.00012174694464854542,0.00037928002872980593,0.0002575330840812605,-1.0958711728932882e-05,-0.0001327056563774783,-0.0003902387404587388,False,False,False,True,0.6407960653305054,0.35920390486717224,0.6357144117355347,0.35362353920936584,0.0003510867990755055,0.001435816915298525,0.0024549279404869314,0.0023888471089592487,0.0023888471089592487,329,0.002437216249366983,0.390625,0.921875,0.10288529843091965,0.078125,0.609375,0.10288529843091965,0.390625,0.921875,0.10390280932188034,0.078125,0.5859375,0.10128504782915115,0.5618696808815002,0.3058200180530548,329,
3,3,3,8-4,Client8 -> Client4,4,8,8,same_origin_merge,,,,,,0.0029466253903436554,0.002943413010493673,0.003090236769305341,0.002933167676285704,0.002933167676285704,0.2,-3.212379849982464e-06,0.00014361137896168547,0.00014682375881166793,-1.3457714057951362e-05,-1.0245334207968897e-05,-0.00015706909301963683,False,False,False,True,0.3258952796459198,0.6741047501564026,0.3212818205356598,0.6697354316711426,0.00055544299828811,0.0014029568502742585,0.002561169746299181,0.0025655306981768517,0.0025655306981768517,329,0.0025374916775801307,0.171875,0.5625,0.07366140931844711,0.4375,0.828125,0.07366140931844711,0.171875,0.5625,0.07300475239753723,0.4296875,0.8203125,0.07362629473209381,0.26002657413482666,0.6241040825843811,329,
3,3,4,2-3,Client3 -> Client2,2,3,3,same_origin_merge,,,,,,0.001994168025625909,0.002112425367184901,0.001939284191199678,0.001930227216978875,0.001930227216978875,0.8,0.00011825734155899211,-5.4883834426231164e-05,-0.00017314117598522328,-6.394080864703406e-05,-0.00018219815020602617,-9.056974220802896e-06,False,False,False,True,0.5765078663825989,0.4234921634197235,0.5707783102989197,0.4185766875743866,0.0003435537408690275,0.0015050427885350002,0.0021632951849737034,0.0021448221660554205,0.0021448221660554205,329,0.0021454633578832276,0.3515625,0.921875,0.12419912964105606,0.078125,0.6484375,0.12419912964105606,0.3359375,0.921875,0.12567248940467834,0.078125,0.6484375,0.12330751866102219,0.4935298562049866,0.36526158452033997,329,
3,3,4,2-3,Client2 -> Client3,3,2,2,same_origin_merge,,,,,,0.002342490805741925,0.002377107139678418,0.0026931469590529855,0.002315016280856313,0.002315016280856313,0.3,3.461633393649294e-05,0.00035065615331106043,0.0003160398193745675,-2.747452488561196e-05,-6.20908588221049e-05,-0.0003781306781966724,False,False,False,True,0.6309645771980286,0.36903542280197144,0.626524031162262,0.3641912043094635,0.00031944714268691805,0.0015035215751511089,0.0024253840296849767,0.002425614526863939,0.002425614526863939,329,0.0024082830095120203,0.3984375,0.953125,0.09914602339267731,0.046875,0.6015625,0.09914602339267731,0.3984375,0.953125,0.1001552864909172,0.046875,0.6015625,0.09769272804260254,0.5514736771583557,0.31447309255599976,329,
4,4,1,1-5,Client5 -> Client1,1,5,5,same_origin_merge,,,,,,0.001849765135540077,0.0018949532103311034,0.001872650614951783,0.0018473278976270202,0.0018473278976270202,0.6,4.5188074791026496e-05,2.288547941170613e-05,-2.2302595379320366e-05,-2.4372379130567588e-06,-4.7625312704083255e-05,-2.5322717324762888e-05,False,False,False,True,0.6360535621643066,0.36394643783569336,0.6308330297470093,0.3587460219860077,0.00024481067275731723,0.001486824349306386,0.0020598864013100567,0.002088347275576312,0.002088347275576312,329,0.00204510795565585,0.421875,0.8984375,0.10230755805969238,0.1015625,0.578125,0.10230755805969238,0.40625,0.8984375,0.1034068837761879,0.09375,0.578125,0.10165952146053314,0.558735191822052,0.3090117871761322,329,
4,4,1,1-5,Client1 -> Client5,5,1,1,receiver_loc,,,,,,0.0026498189876208124,0.0030379590394829315,0.0027961072279989283,0.002676279423731579,0.0026498189876208124,0.6,0.0003881400518621191,0.0001462882403781159,-0.00024185181148400322,2.646043611076671e-05,-0.0003616796157513524,-0.0001198278042673492,True,False,False,False,0.6364743113517761,0.36352571845054626,0.6316300630569458,0.35856276750564575,0.0003191731572954232,0.0015889476187442696,0.002645241749237487,0.0026665985776804318,0.0026665985776804318,329,0.002627721830290842,0.421875,0.8515625,0.09060230851173401,0.1484375,0.578125,0.09060230851173401,0.421875,0.84375,0.09119289368391037,0.1484375,0.5703125,0.09053707867860794,0.5582194328308105,0.30656543374061584,329,
4,4,2,6-4,Client4 -> Client6,6,4,4,same_origin_merge,,,,,,0.002902066516194895,0.002990839702260937,0.0028001299386234955,0.0027896859429087156,0.0027896859429087156,0.8,8.87731860660418e-05,-0.00010193657757139951,-0.00019070976363744132,-0.00011238057328617941,-0.00020115375935222122,-1.0443995714779896e-05,False,False,False,True,0.6807639598846436,0.31923598051071167,0.6757772564888,0.31489044427871704,0.00024224780592429482,0.0014877978457033824,0.002319468987637179,0.002278808659830332,0.002278808659830332,329,0.0023047625614548623,0.46875,0.90625,0.08467455953359604,0.09375,0.53125,0.08467455953359604,0.46875,0.90625,0.08612764626741409,0.09375,0.53125,0.08384979516267776,0.6021522879600525,0.2672103941440582,329,
4,4,2,6-4,Client6 -> Client4,4,6,6,local_continue,,,,,,0.002933167676285704,0.0029124948318537975,0.0035421346298881292,0.0029124948318537975,0.0029124948318537975,0.0,-2.067284443190657e-05,0.0006089669536024252,0.0006296397980343317,-2.067284443190657e-05,0.0,-0.0006296397980343317,False,True,False,False,0.3151315748691559,0.6848684549331665,0.3100973665714264,0.6801429390907288,0.000495463050332321,0.001509244805989533,0.002555813804988045,0.00249880960502613,0.00249880960502613,329,0.0025334036882061297,0.1640625,0.5546875,0.07304714620113373,0.4453125,0.8359375,0.07304714620113373,0.15625,0.5390625,0.07254281640052795,0.4453125,0.8359375,0.07319755852222443,0.24346193671226501,0.6290414929389954,329,
4,4,3,7-3,Client3 -> Client7,7,3,3,same_origin_merge,,,,,,0.002476046273974168,0.0024771750442733917,0.0024720852802253973,0.002456516180772065,0.002456516180772065,0.6,1.1287702992236921e-06,-3.960993748770673e-06,-5.0897640479943655e-06,-1.953009320210296e-05,-2.0658863501326653e-05,-1.5569099453332288e-05,False,False,False,True,0.5852360725402832,0.4147639274597168,0.5794657468795776,0.40894612669944763,0.00023242500815289898,0.0015850679608702797,0.0022404445374496085,0.002228631365993664,0.002228631365993664,329,0.0022255464445584084,0.375,0.8671875,0.1153942346572876,0.1328125,0.625,0.1153942346572876,0.375,0.859375,0.11619041115045547,0.1328125,0.625,0.11388320475816727,0.4970991611480713,0.3534567952156067,329,
4,4,3,7-3,Client7 -> Client3,3,7,7,same_origin_merge,,,,,,0.002315016280856313,0.0024751397501194725,0.0024534419612900764,0.0022663694568115286,0.0022663694568115286,0.5,0.00016012346926315944,0.00013842568043376333,-2.169778882939611e-05,-4.864682404478451e-05,-0.00020877029330794395,-0.00018707250447854784,False,False,False,True,0.6135731935501099,0.38642680644989014,0.6086747646331787,0.38146382570266724,0.00022608323052955917,0.001480001600551435,0.002315404648218784,0.0023519530679168895,0.0023519530679168895,329,0.0023012221371818166,0.43589743971824646,0.859375,0.08036430925130844,0.140625,0.5641025900840759,0.08036430925130844,0.41025641560554504,0.859375,0.0813758447766304,0.140625,0.5641025900840759,0.07932058721780777,0.534810483455658,0.3294439911842346,329,
4,4,4,8-2,Client2 -> Client8,8,2,2,local_continue,,,,,,0.0023214439606573556,0.0022580519321842314,0.0023476256044126505,0.0022580519321842314,0.0022580519321842314,0.0,-6.339202847312425e-05,2.6181643755294852e-05,8.95736722284191e-05,-6.339202847312425e-05,0.0,-8.95736722284191e-05,False,True,False,False,0.5204235911369324,0.4795764088630676,0.5148669481277466,0.4734973907470703,0.0003397252712567433,0.0016056147891145994,0.0023592284553320235,0.002334687386590349,0.002334687386590349,329,0.002341008622103135,0.3046875,0.890625,0.12808659672737122,0.109375,0.6953125,0.12808659672737122,0.2890625,0.890625,0.1280772089958191,0.109375,0.6875,0.1268453598022461,0.4297889769077301,0.41379812359809875,329,
4,4,4,8-2,Client8 -> Client2,2,8,8,receiver_loc,,,,,,0.001930227216978875,0.001978144021585049,0.001992688073227627,0.001978144021585049,0.001930227216978875,0.0,4.7916804606174066e-05,6.246085624875188e-05,1.4544051642577816e-05,4.7916804606174066e-05,0.0,-1.4544051642577816e-05,True,False,False,False,0.37224483489990234,0.6277551651000977,0.3663320243358612,0.6221035718917847,0.0004257028173252019,0.0013859803227732033,0.0020957765168510886,0.002072716403062135,0.002072716403062135,329,0.0020760755325297604,0.1640625,0.9296875,0.14406591653823853,0.0703125,0.8359375,0.14406591653823853,0.1640625,0.9296875,0.14355437457561493,0.0703125,0.8359375,0.14481964707374573,0.2902584969997406,0.5631032586097717,329,
