epoch,train_loss,val_loss,val_MAE,val_MSE,val_RMSE,val_MAPE_percent,val_R2,best_val_RMSE
1,0.014038139737241287,0.002129351115037407,0.4261101484298706,0.7068772912025452,0.8407599486194292,171350987.5,0.9747251868247986,0.8407599486194292
2,0.0021732134395115545,0.0019527584147307864,0.40651002526283264,0.6482540965080261,0.8051422833934547,199192262.5,0.9768213033676147,0.8051422833934547
3,0.0020996264842733747,0.002088546970010417,0.4567957818508148,0.6933316588401794,0.8326653942852311,285788300.0,0.9752095341682434,0.8051422833934547
4,0.002018958617077478,0.0018895817867730787,0.39106109738349915,0.6272814273834229,0.7920110020595817,164359212.5,0.9775711894035339,0.7920110020595817
5,0.0019680112728507225,0.001983512338243548,0.4236636757850647,0.6584634184837341,0.8114575888385875,161074737.5,0.9764562845230103,0.7920110020595817
6,0.0020013204297102296,0.001933012198148064,0.4191065728664398,0.6416988968849182,0.8010611068357508,203140475.0,0.9770556688308716,0.7920110020595817
7,0.001971516837289355,0.0018740964839664776,0.3850022554397583,0.6221408843994141,0.7887590788063323,117172262.5,0.9777550101280212,0.7887590788063323
8,0.0019443858327774272,0.0019310823264345027,0.4084221124649048,0.6410583257675171,0.8006611803800139,176896425.0,0.9770786166191101,0.7887590788063323
9,0.0019374107894779623,0.002129219483243342,0.44041094183921814,0.7068336009979248,0.8407339656502079,87043618.75,0.9747267961502075,0.7887590788063323
10,0.0019596985002099665,0.0018846657790492587,0.3858397305011749,0.6256495714187622,0.7909801333906954,115161075.0,0.977629542350769,0.7887590788063323
