round,selected_clients,avg_local_train_loss,avg_local_val_loss,avg_local_train_task_loss,avg_local_train_rc_loss,avg_local_train_weighted_rc_loss,avg_local_train_total_loss,avg_local_train_rc_to_task_ratio,round_rc_to_task_ratio,global_rc_norm,avg_client_rc_rg_l2_norm,min_client_rc_rg_l2_norm,max_client_rc_rg_l2_norm,avg_personalized_head_ratio,avg_num_personalized_head_params,avg_num_head_params,avg_head_importance_mean,head_personalization_enabled_this_round,head_personalization_warmup_rounds,head_mask_update_interval,head_mask_updated_this_round,head_param_prefixes,head_param_exact_names,head_personalization_tau,use_head_importance_ema,head_importance_ema_beta,regional_val_loss,regional_val_MAE,regional_val_MSE,regional_val_RMSE,regional_val_MAPE_percent,regional_val_R2,avg_client_val_MAE,avg_client_val_MSE,avg_client_val_RMSE,avg_client_val_R2,regional_val_samples,head_mask_jaccard_mean,head_mask_hamming_change_rate_mean,head_selected_importance_mean_avg,head_unselected_importance_mean_avg,head_importance_gap_mean_ratio_avg,head_importance_gap_boundary_ratio_avg,head_importance_selected_share_avg
11,9,0.0009424517907639181,0.0008075580045530683,0.0009424517907639181,3.0349656459643386e-05,3.0349656459643386e-05,0.0009728014466069875,0.032727795011330524,0.03220287416806769,1.1751118898391724,0.016334719335039456,0.004929279908537865,0.032245345413684845,0.049999999999999996,16.0,320.0,2.1833277072700082e-07,True,5,1,True,,fc1.weight,0.05,True,0.8,0.0007418305315043646,3.5044972896575928,23.13321304321289,4.809699891179583,4.5548174530267715,0.9735515713691711,0.8892479803827074,1.4587473670641582,1.1888580225458238,0.8859509229660034,5211,0.9230210602759623,0.004166666728754838,2.7115836462125267e-06,8.71090429646828e-08,35.32345209957369,1.1061276217960951,0.6174908195578966
12,9,0.0009319495750144192,0.0007382876030156272,0.0009319495750144192,2.9445201771906285e-05,2.9445201771906285e-05,0.0009613947761666744,0.03207117133257566,0.03159527353167733,1.1767691373825073,0.011825741786095832,0.005521626211702824,0.021939266473054886,0.049999999999999996,16.0,320.0,2.1247246214291712e-07,True,5,1,True,,fc1.weight,0.05,True,0.8,0.0007306161018147201,3.460642099380493,22.433679580688477,4.7364205451678885,4.517512768507004,0.9743513464927673,0.8893466459380256,1.4297807150416904,1.1782127779003169,0.8879070215755038,5211,0.8617895501280436,0.007638889054457347,2.6128623211718605e-06,8.613614978234314e-08,34.55504712920106,1.0631283248979164,0.6133140996205549
13,9,0.0009121845251649298,0.0007619898828917709,0.0009121845251649298,2.6355731741942973e-05,2.6355731741942973e-05,0.0009385402557002946,0.029255269292167336,0.02889298270904637,1.175481915473938,0.013177745044231415,0.005898977629840374,0.031126519665122032,0.049999999999999996,16.0,320.0,2.0753799390149652e-07,True,5,1,True,,fc1.weight,0.05,True,0.8,0.0007298355192871981,3.5023036003112793,22.765661239624023,4.771337468637491,4.562973603606224,0.9739718437194824,0.8881678647465177,1.4264051053259108,1.177057486302663,0.8878255287806193,5211,0.8838053740014525,0.0062500000931322575,2.534559296268273e-06,8.50631886922074e-08,34.756645924765536,1.0515953157415954,0.6105483514848308
14,9,0.000909255029589925,0.0008039223618038776,0.000909255029589925,2.633397062941054e-05,2.633397062941054e-05,0.0009355889995748563,0.029448652895349838,0.028962139051708132,1.1746612787246704,0.012797595570898719,0.0049391635693609715,0.02325006015598774,0.049999999999999996,16.0,320.0,2.0138134320606898e-07,True,5,1,True,,fc1.weight,0.05,True,0.8,0.0007419063865076659,3.6742632389068604,23.781139373779297,4.876590958218589,4.916191473603249,0.9728108048439026,0.9034653239780002,1.4449735018942091,1.1853565913870026,0.8861635327339172,5211,0.8632419829530252,0.007638889054457347,2.424586998333527e-06,8.437052111643764e-08,33.791238410534774,1.1163186233032871,0.6063690833302444
15,9,0.0008925735488830816,0.0008049080259059059,0.0008925735488830816,2.409764143521724e-05,2.409764143521724e-05,0.0009166711900026749,0.027819615117587324,0.026997933602641258,1.1743906736373901,0.01680404579059945,0.006479863077402115,0.029126141220331192,0.049999999999999996,16.0,320.0,2.0347458789476352e-07,True,5,1,True,,fc1.weight,0.05,True,0.8,0.0007225821152569658,3.3693714141845703,21.023115158081055,4.5850970718274935,4.389990866184235,0.9759640693664551,0.8767139845424228,1.412044604619344,1.1710198028504863,0.8890026675330268,5211,0.888162672476398,0.0062500000931322575,2.460944204961556e-06,8.466038499967396e-08,34.91327408099016,1.1173912253757354,0.6120791639979973
16,9,0.0008967203173886022,0.0007419530406149943,0.0008967203173886022,2.3748025180219374e-05,2.3748025180219374e-05,0.000920468342652958,0.027025127075651523,0.026483201833649033,1.1748560667037964,0.011961839058332972,0.005701209884136915,0.019039727747440338,0.049999999999999996,16.0,320.0,1.920744618170526e-07,True,5,1,True,,fc1.weight,0.05,True,0.8,0.0007177312478370585,3.3786869049072266,20.608976364135742,4.539711044123375,4.396694526076317,0.9764375686645508,0.873896426624722,1.4029728637801275,1.1671336608861684,0.8899998863538107,5211,0.9230210602759623,0.004166666728754838,2.2991181707096884e-06,8.117742529512284e-08,34.01625412897642,1.1079679624335625,0.6084466190067892
17,9,0.0008912053641707771,0.0007741352508053811,0.0008912053641707771,2.35592024228302e-05,2.35592024228302e-05,0.0009147645663998094,0.026760751289684782,0.02643521161737583,1.175025224685669,0.01083672558888793,0.00602576183155179,0.030248813331127167,0.049999999999999996,16.0,320.0,1.9211444800425346e-07,True,5,1,True,,fc1.weight,0.05,True,0.8,0.000736187883124195,3.578174114227295,23.014646530151367,4.797358286614767,4.751935973763466,0.9736871719360352,0.8936450282732645,1.4156694279776678,1.1756290295111382,0.8864507145351834,5211,0.860566448801743,0.0076388890027172035,2.315608742580682e-06,8.035159035518086e-08,34.24409271289522,1.067843620901777,0.6113406484848878
18,9,0.000885259340983176,0.0008140679653949329,0.000885259340983176,2.3401520383435367e-05,2.3401520383435367e-05,0.0009086608610695496,0.027317086010192226,0.02643464945652062,1.174149990081787,0.015447396215879254,0.006392580922693014,0.029700009152293205,0.049999999999999996,16.0,320.0,1.8620905785206156e-07,True,5,1,True,,fc1.weight,0.05,True,0.8,0.0007180243014653741,3.36535382270813,20.197235107421875,4.494133410060484,4.429585859179497,0.9769083261489868,0.8754766450987922,1.3903424541155498,1.1637406531000272,0.8894076347351074,5211,0.9477124183006538,0.002777777819169892,2.2499079881141724e-06,7.759332577110427e-08,34.41260555401026,1.0936378886571063,0.6140428699604389
19,9,0.0008786662043645415,0.0006881699673299217,0.0008786662043645415,2.266637314409687e-05,2.266637314409687e-05,0.0009013325774598362,0.02647616019388678,0.02579634109712121,1.171149492263794,0.008672870229929686,0.004574545193463564,0.012344946153461933,0.049999999999999996,16.0,320.0,1.8342738014906797e-07,True,5,1,True,,fc1.weight,0.05,True,0.8,0.0007162529291386329,3.2966201305389404,19.751510620117188,4.444267163449694,4.324193671345711,0.9774179458618164,0.8727472490734525,1.3831930624114142,1.1611680458470974,0.8893584940168593,5211,0.8983297022512711,0.005555555638339784,2.213603168815186e-06,7.657602806290337e-08,34.92397638011918,1.0634876721695585,0.6119667105211674
20,9,0.0008681399763890171,0.0007135267574986137,0.0008681399763890171,2.0795470494150875e-05,2.0795470494150875e-05,0.0008889354456654968,0.0243941751069538,0.02395405238299761,1.1712559461593628,0.012450096249166463,0.00727393664419651,0.022405611351132393,0.049999999999999996,16.0,320.0,1.7725650201959473e-07,True,5,1,True,,fc1.weight,0.05,True,0.8,0.0007445775844114017,3.7216248512268066,23.25702667236328,4.822553957434098,5.058831721544266,0.9734100103378296,0.903261489338345,1.4227965937720404,1.1791986190698518,0.8847547438409593,5211,0.8852578068264343,0.0062500000931322575,2.1220749913829372e-06,7.489763361396481e-08,34.00373454778057,1.0655612055694401,0.6053654708829428
