round,client_id,client_name,tau,head_prefixes,num_head_params,num_selected_params,selected_ratio,mask_jaccard_with_prev_round,mask_hamming_change_rate,selected_importance_mean,unselected_importance_mean,selected_importance_median,unselected_importance_median,selected_importance_min,selected_importance_max,unselected_importance_min,unselected_importance_max,importance_threshold,importance_gap_mean_ratio,importance_gap_median_ratio,importance_gap_boundary_ratio,importance_selected_total,importance_unselected_total,importance_selected_share,importance_top10_mean,importance_bottom10_mean
1,1,client_1,0.2,"fc1,fc2",353,71,0.20113314447592068,,,5.2816009128049774e-05,2.25645884835404e-06,3.149599433527328e-05,2.7340507813278236e-07,1.3950917491456494e-05,0.00032248307252302766,0.0,1.3778603715763893e-05,1.3950917491456494e-05,23.406580518849506,115.19858867211043,1.0125058218337202,0.0037499365862458944,0.0006363213760778308,0.8549284190764619,8.385135879507288e-05,0.0
1,2,client_2,0.2,"fc1,fc2",353,71,0.20113314447592068,,,6.87811022838963e-05,1.8153438924536854e-06,2.5144230676232837e-05,2.0412957013604682e-07,1.1937326235056389e-05,0.000971528934314847,0.0,1.187487032439094e-05,1.1937326235056389e-05,37.88872437949203,123.1771932027377,1.0052594178883578,0.004883458372205496,0.0005119269480928779,0.9051176294912546,0.00011879530211444944,0.0
1,3,client_3,0.2,"fc1,fc2",353,71,0.20113314447592068,,,6.667405853823113e-05,1.657424411208398e-06,2.4864433726179413e-05,2.1497116620139423e-07,1.0474323971720878e-05,0.000573792087379843,0.0,1.0072413715533912e-05,1.0474323971720878e-05,40.227486611068855,115.66350270148672,1.039901976590294,0.00473385863006115,0.00046739369281567633,0.9101382388871881,0.00011501518019940704,0.0
1,4,client_4,0.2,"fc1,fc2",353,71,0.20113314447592068,,,8.500062609579197e-05,2.0955357800097767e-06,3.149756958009675e-05,2.1130912841726968e-07,1.3754089195572305e-05,0.0009699626825749874,0.0,1.3257124010124244e-05,1.3754089195572305e-05,40.56269825786375,149.0584943372859,1.0374865730743685,0.006035044323652983,0.000590941053815186,0.9108146153271767,0.00014852180902380496,0.0
1,5,client_5,0.2,"fc1,fc2",353,71,0.20113314447592068,,,4.031734372379298e-05,1.3403558740230591e-06,2.235364263469819e-05,5.7725181079604226e-08,1.0295838364982046e-05,0.00019969443383160979,0.0,9.667607628216501e-06,1.0295838364982046e-05,30.079559037721896,387.2357778851261,1.0649829508956283,0.0028625314589589834,0.00037798035191372037,0.8833578228201908,6.481221498688683e-05,0.0
1,6,client_6,0.2,"fc1,fc2",353,71,0.20113314447592068,,,7.393705405954446e-05,1.7043481987698844e-06,3.1100953492568806e-05,2.3595202947035432e-07,1.2485758816183079e-05,0.0013643905986100435,0.0,1.2439524653018452e-05,1.2485758816183079e-05,43.38139984042507,131.809935063692,1.0037166339339803,0.0052495310083031654,0.00048062618589028716,0.9161233853595772,0.0001266827603103593,0.0
1,7,client_7,0.2,"fc1,fc2",353,71,0.20113314447592068,,,5.917358768630025e-05,1.4689657905796929e-06,2.202875657530967e-05,1.9411069729358132e-07,9.694947948446497e-06,0.0009644277160987258,0.0,9.46180534810992e-06,9.694947948446497e-06,40.28245435211561,113.48495161521672,1.0246402845037248,0.0042013246566057205,0.0004142483521718532,0.9102498536380391,0.00010301571455784142,0.0
1,8,client_8,0.2,"fc1,fc2",353,71,0.20113314447592068,,,4.0398803372534555e-05,1.5444859128260256e-06,2.1394804207375273e-05,2.0037541048623098e-07,9.017103366204537e-06,0.00023834935564082116,0.0,8.912882549338974e-06,9.017103366204537e-06,26.156779340146578,106.77306852367951,1.0116931648762868,0.002868315204977989,0.00043554502190090716,0.8681708689654434,6.62062520859763e-05,0.0
1,9,client_9,0.2,"fc1,fc2",353,71,0.20113314447592068,,,2.978200077898653e-05,1.091560138131259e-06,1.5646715837647207e-05,4.782348206333609e-08,7.91038473835215e-06,0.0002188586222473532,0.0,7.586585979879601e-06,7.91038473835215e-06,27.28385954631272,327.1695826611476,1.0426802934351498,0.002114522038027644,0.0003078199806623161,0.8729246410456462,4.751484448206611e-05,0.0
