method,MAE,RMSE,MAPE_percent,R2,test_loss
direct_net_load,1.1469697952270508,1.5635255118528126,56.71913027763367,0.9427956938743591,0.0007419179359239508
indirect_gc_minus_gg,1.0822988748550415,1.4796218261323768,59.02780294418335,0.9487401247024536,
