round,client_id,client_name,tau,head_prefixes,head_exact_names,num_head_params,num_selected_params,selected_ratio,mask_jaccard_with_prev_round,mask_hamming_change_rate,use_head_importance_ema,head_importance_ema_beta,selected_importance_mean,unselected_importance_mean,selected_importance_median,unselected_importance_median,selected_importance_min,selected_importance_max,unselected_importance_min,unselected_importance_max,importance_threshold,importance_gap_mean_ratio,importance_gap_median_ratio,importance_gap_boundary_ratio,importance_selected_total,importance_unselected_total,importance_selected_share,importance_top10_mean,importance_bottom10_mean
6,1,client_1,0.1,fc1,,336,34,0.10119047619047619,,,True,0.3,1.0019673020585341e-05,8.890952051765836e-08,2.9289448093550163e-06,4.6636410662090344e-11,7.862389566071215e-07,0.00014788334374316037,0.0,7.77108994043374e-07,7.862389566071215e-07,112.69389676551664,61485.42194187413,1.0117473235883232,0.0003406688920222223,2.6850675567402504e-05,0.9269408247554182,1.0019673027272802e-05,0.0
6,2,client_2,0.1,fc1,,336,34,0.10119047619047619,,,True,0.3,3.0229674974477533e-06,6.56129602643264e-09,4.179420614036644e-07,2.2911030169402158e-12,6.525258555711844e-08,7.646075391676277e-05,0.0,5.931087088129061e-08,6.525258555711844e-08,460.6569842737013,126991.4856060115,1.1001606354268918,0.00010278089030180126,1.98151155927917e-06,0.9810856518639923,3.0229675758164376e-06,0.0
6,3,client_3,0.1,fc1,,336,34,0.10119047619047619,,,True,0.3,5.341081219131304e-06,5.1548942781052385e-08,8.010935346192127e-07,1.8500182635827755e-10,4.2340170125498844e-07,0.00013826304348185658,0.0,4.2006942635453015e-07,4.2340170125498844e-07,103.60983797433938,4306.912197067048,1.007930277142735,0.00018159675528295338,1.5567780792480335e-05,0.9210416740079165,5.341081305232365e-06,0.0
6,4,client_4,0.1,fc1,,336,34,0.10119047619047619,,,True,0.3,4.7718793150111466e-06,1.239004016542746e-08,1.1451449495325505e-06,6.370022564983202e-12,1.956601067831798e-07,8.803262608125806e-05,0.0,1.873551411790686e-07,1.956601067831798e-07,385.1072429193864,155378.75758663443,1.0443218223424795,0.0001622439012862742,3.741792170330882e-06,0.9774571345887333,4.771879048348637e-06,0.0
6,5,client_5,0.1,fc1,,336,34,0.10119047619047619,,,True,0.3,5.035581033459547e-06,6.99523534727272e-08,1.1616714914453041e-06,6.948933008871228e-11,5.870289214726654e-07,8.129280467983335e-05,0.0,5.614647875518131e-07,5.870289214726654e-07,71.98484109018128,16480.104009831226,1.0455292815477084,0.0001712097437120974,2.1125608327565715e-05,0.8901626300433222,5.0355806706647854e-06,0.0
6,6,client_6,0.1,fc1,,336,34,0.10119047619047619,,,True,0.3,1.7833528866450411e-06,2.735868731180204e-08,6.480265426489495e-07,5.1610375695343436e-11,2.384731487836689e-07,2.440888601995539e-05,0.0,2.2244192621201364e-07,2.384731487836689e-07,65.18177149911224,12317.466546932616,1.0720644294904509,6.0633996326942e-05,8.262323717644904e-06,0.880075966432259,1.7833527863331256e-06,0.0
6,7,client_7,0.1,fc1,,336,34,0.10119047619047619,,,True,0.3,4.258419700838257e-06,1.2892998046932236e-08,5.197573500481667e-07,9.515158626294262e-12,1.585673743420557e-07,0.00010262656724080443,0.0,1.573340995264516e-07,1.585673743420557e-07,330.26371536107285,49429.33991965263,1.007832167261552,0.00014478627417702228,3.893685061484575e-06,0.9738116283106448,4.258419721736573e-06,0.0
6,8,client_8,0.1,fc1,,336,34,0.10119047619047619,,,True,0.3,2.2021042733613555e-06,2.5780565523170732e-08,3.596529865035336e-07,1.1540260413944736e-10,2.180061642320652e-07,5.5321299441857263e-05,0.0,1.9901327164006943e-07,2.180061642320652e-07,85.41390829747141,3089.733165013031,1.0954298022723912,7.487153925467283e-05,7.785731213516556e-06,0.9058070503027325,2.202104042225983e-06,0.0
6,9,client_9,0.1,fc1,,336,34,0.10119047619047619,,,True,0.3,6.470433239555592e-06,2.0423510871340252e-08,8.721379458620504e-07,1.1215337686332205e-11,2.48657528345575e-07,5.6722445151535794e-05,0.0,2.406912926744553e-07,2.48657528345575e-07,316.7974636119647,71396.95751824278,1.0330930233893818,0.00021999471937306225,6.1679002101300284e-06,0.9727280255498224,6.470432708738372e-06,0.0
7,1,client_1,0.1,fc1,,336,34,0.10119047619047619,0.8888888888888888,0.011904762126505375,True,0.3,1.3230035437693326e-05,8.289390701853493e-08,4.610398264048854e-06,2.477764521335857e-10,8.627091006019327e-07,0.00016103686357382685,0.0,8.463282483717194e-07,8.627091006019327e-07,159.6000998557746,18532.293649614414,1.0193539952231676,0.00044982117833569646,2.5033958081621677e-05,0.9472808502867244,1.3230034710431937e-05,0.0
7,2,client_2,0.1,fc1,,336,34,0.10119047619047619,0.7894736842105263,0.02380952425301075,True,0.3,3.378997327901596e-06,9.820138483307529e-09,5.975729777674132e-07,9.393488157455332e-12,1.0945906581127929e-07,6.80153607390821e-05,0.0,1.0558760976664416e-07,1.0945906581127929e-07,344.05352634470023,57494.93997727504,1.0366559996687996,0.00011488590098451823,2.965681687783217e-06,0.9748354447571141,3.378997234904091e-06,0.0
7,3,client_3,0.1,fc1,,336,34,0.10119047619047619,0.7894736842105263,0.02380952425301075,True,0.3,4.0744097965310124e-06,4.594911677828624e-08,6.252255388972117e-07,1.7837940846643363e-10,3.9441894728042826e-07,0.00010613445192575455,0.0,3.814611204688845e-07,3.9441894728042826e-07,88.67028164891146,3485.4922548939444,1.0339662213265568,0.00013852994015906006,1.3876633602194488e-05,0.9089498952132985,4.074409389431821e-06,0.0
7,4,client_4,0.1,fc1,,336,34,0.10119047619047619,0.8888888888888888,0.011904762126505375,True,0.3,3.1065759274310145e-06,1.128623440849798e-08,9.983224060761131e-07,1.1766598546208984e-11,1.4272671933213132e-07,3.3730135328369215e-05,0.0,1.378167411303366e-07,1.4272671933213132e-07,275.2291495862018,78197.99474877065,1.035619348869985,0.00010562357783783227,3.408443035368691e-06,0.9687390550334604,3.1065762868820457e-06,0.0
7,5,client_5,0.1,fc1,,336,34,0.10119047619047619,0.8888888888888888,0.011904762126505375,True,0.3,3.4622880993056777e-06,5.058161681222521e-08,7.580039209642564e-07,1.4778816365135228e-10,4.0424845337838633e-07,5.352603693609126e-05,0.0,4.037615042307152e-07,4.0424845337838633e-07,68.44818076847467,5094.517617278,1.0012035519459566,0.00011771780555136502,1.5275649275281467e-05,0.8851398350367489,3.4622880775714293e-06,0.0
7,6,client_6,0.1,fc1,,336,34,0.10119047619047619,0.7894736842105263,0.02380952425301075,True,0.3,1.7705696284806168e-06,3.3561674288665574e-08,6.080110210859857e-07,1.1273110223086746e-10,2.538318710776366e-07,2.7202690034755506e-05,0.0,2.535248029289505e-07,2.538318710776366e-07,52.75412838834939,5346.039993982992,1.001207246541181,6.019936699885875e-05,1.0135625416296534e-05,0.8558949688603713,1.7705696109260316e-06,0.0
7,7,client_7,0.1,fc1,,336,34,0.10119047619047619,0.7435897435897436,0.02976190485060215,True,0.3,2.934742520424419e-06,1.6657443787961482e-08,7.548540565949224e-07,5.0119228212075484e-11,1.930934274696483e-07,5.60081098228693e-05,0.0,1.9163525166732143e-07,1.930934274696483e-07,176.17146942292786,14766.538599982408,1.0076038629938167,9.978124580811709e-05,5.030548436479876e-06,0.9520039760339932,2.9347424970183056e-06,0.0
7,8,client_8,0.1,fc1,,336,34,0.10119047619047619,0.7435897435897436,0.02976190485060215,True,0.3,3.0470104047206885e-06,2.3460278196084116e-08,5.974107466499845e-07,1.1541891054012154e-10,2.0636475994706416e-07,7.059515337459743e-05,0.0,2.0372542053337384e-07,2.0636475994706416e-07,129.87401535647192,5131.56104861588,1.0129504038149932,0.00010359835141571239,7.085003744577989e-06,0.9359885262756438,3.047010523005156e-06,0.0
