epoch,train_loss,val_loss,val_r2
1,0.016081889214103095,0.005032098400779176,0.5304433107376099
2,0.0020852047665455508,0.002453195802689405,0.7710866928100586
3,0.0010539892162616201,0.0011391078763998148,0.8937072157859802
4,0.0008235264973684873,0.0009478529485564867,0.911553680896759
5,0.0007492383415644437,0.0008117869067009566,0.9242503046989441
6,0.0007205474648005424,0.0007658409676063292,0.9285376071929932
7,0.0006801586817101131,0.000751548880853997,0.9298712611198425
8,0.0006603298539056131,0.0017634171016179733,0.8354514837265015
9,0.000664895701201533,0.0009842486431469383,0.908157467842102
10,0.0006425444638448362,0.0006813091765987777,0.9364254474639893
11,0.0006176617498395517,0.0007066040670145692,0.9340651631355286
12,0.0005919945288583142,0.0006481687329957775,0.9395178556442261
13,0.0005977410796722654,0.0008806387730190508,0.9178255796432495
14,0.000597718937809379,0.0006887030722107827,0.9357355237007141
15,0.0005861710457976888,0.0006691958438067116,0.9375557899475098
16,0.0005821558803436527,0.0006287185637599543,0.9413328170776367
17,0.0005694406658330887,0.0007978163703717041,0.9255539178848267
18,0.0005838264926698216,0.0006332024919899741,0.9409143924713135
19,0.0005603576099051142,0.0008306278324126768,0.9224922060966492
20,0.0005691982423749362,0.0005934134004200622,0.9446272253990173
