client_name,personalized_MAE,personalized_RMSE,personalized_R2,client_order,nonpersonalized_MAE,nonpersonalized_RMSE,nonpersonalized_R2
client_1,1.165946605346611,1.557910631640446,0.9432057923671904,1,1.1177228689193726,1.47935077255775,0.9488043785095216
client_2,1.213419399974065,1.7571656093483918,0.9572535287326512,2,1.734131097793579,2.1490419959237976,0.9360818266868592
client_3,1.1312809061482825,1.4089817574935,0.9296915599815154,3,0.9310135841369628,1.270628798029262,0.9428377747535706
client_4,0.8532640468882231,1.1748187810102473,0.941956180435132,4,0.9456786513328552,1.2174366941971753,0.937690496444702
client_5,1.0644298417831557,1.426035309278181,0.9442303655390116,5,1.1306928396224976,1.524607126252385,0.936269223690033
client_6,1.2072814141473327,1.614533738924248,0.9360353251193017,6,1.452959060668945,1.87577136385472,0.9136679768562316
client_7,1.1134224180313868,1.5186439432041496,0.9445449943672368,7,1.1381844282150269,1.543446836163339,0.9427371025085448
client_8,1.3072633816631036,1.6387333542567757,0.9103466951823288,8,1.1329307556152344,1.5367718996244106,0.9211669564247132
client_9,1.3632129609408583,1.84069217270536,0.9130093390284544,9,1.5689197778701782,1.9622101320631324,0.90117347240448
