epoch,train_loss,val_loss,val_r2
1,0.006049830786107334,0.002271091341684608,0.7599713802337646
2,0.001923506532291559,0.0016425918419594298,0.826396644115448
3,0.0016615381130211414,0.0016356534398979602,0.8271299600601196
4,0.00150526757952373,0.0011370918816096711,0.8798222541809082
5,0.0014310164021187606,0.0014728097617688744,0.8443406820297241
6,0.001365554911346364,0.0010202480508447068,0.892171323299408
7,0.0013391902527944068,0.0010151886327145361,0.892706036567688
8,0.0012860274284339183,0.0009184861259463108,0.9029263854026794
9,0.001260563582280109,0.0009249617739758758,0.9022420048713684
10,0.0012628046059585836,0.0008953687034041902,0.9053696393966675
11,0.0012379167669227138,0.0008672476630687221,0.9083417654037476
12,0.0012567019816350842,0.000876926489044256,0.9073187708854675
13,0.0012407479044052416,0.0009375610898844533,0.9009103775024414
14,0.0012376833732065462,0.0008716612563995211,0.9078752994537354
15,0.0012281963499839812,0.0008862174955266202,0.9063368439674377
16,0.0012083648787984374,0.0008792613177100774,0.9070720076560974
17,0.0011798432350651668,0.0008401816250932245,0.9112023115158081
18,0.0011928157132212952,0.0008921190718799397,0.9057130813598633
19,0.001185470736555018,0.0008980225626408919,0.9050891995429993
20,0.0012045995937090767,0.0011871223767507678,0.8745346069335938
