round,selected_clients,avg_local_train_loss,avg_local_val_loss,avg_local_train_task_loss,avg_local_train_rc_loss,avg_local_train_weighted_rc_loss,avg_local_train_total_loss,avg_local_train_rc_to_task_ratio,round_rc_to_task_ratio,global_rc_norm,avg_client_rc_rg_l2_norm,min_client_rc_rg_l2_norm,max_client_rc_rg_l2_norm,avg_personalized_head_ratio,avg_num_personalized_head_params,avg_num_head_params,avg_head_importance_mean,head_personalization_enabled_this_round,head_personalization_warmup_rounds,head_mask_update_interval,head_mask_updated_this_round,head_param_prefixes,head_personalization_tau,regional_val_loss,regional_val_MAE,regional_val_MSE,regional_val_RMSE,regional_val_MAPE_percent,regional_val_R2,avg_client_val_MAE,avg_client_val_MSE,avg_client_val_RMSE,avg_client_val_R2,regional_val_samples,head_mask_jaccard_mean,head_mask_hamming_change_rate_mean,head_selected_importance_mean_avg,head_unselected_importance_mean_avg,head_importance_gap_mean_ratio_avg,head_importance_gap_boundary_ratio_avg,head_importance_selected_share_avg
11,9,0.0009528618803414394,0.0008109549023269783,0.0009528618803414394,3.2375027030725336e-05,3.2375027030725336e-05,0.000985236907627766,0.0349002224908188,0.03397662102418008,1.1770106554031372,0.01706073210678167,0.005058032926172018,0.03261122107505798,0.10119047619047618,34.0,336.0,1.4067431663988827e-07,True,5,1,True,fc1,0.1,0.0007520364503318827,3.49007511138916,22.8911190032959,4.78446642827556,4.543634131550789,0.9738283753395081,0.8956696324878268,1.4668835798899333,1.1930566722253235,0.8846102688047621,5211,0.5324946401572982,0.06283069008754359,1.1160173833725084e-06,3.08674877020536e-08,48.49659330973521,1.0226292793429699,0.8106332129428249
12,9,0.0009305830888447131,0.0007324578064330723,0.0009305830888447131,2.8435718027046638e-05,2.8435718027046638e-05,0.0009590188068251545,0.03129162131080063,0.030556882386280758,1.1779948472976685,0.012835797284626298,0.005958263296633959,0.024738315492868423,0.10119047619047618,34.0,336.0,1.4014624443663908e-07,True,5,1,True,fc1,0.1,0.0007539311426763507,3.3959951400756836,21.757522583007812,4.664495962374478,4.405881091952324,0.9751244187355042,0.8967691328790452,1.4552572237120733,1.1898407250305856,0.8832618196805319,5211,0.5295001435979018,0.06283069029450417,1.1379721594727503e-06,2.7808232157099212e-08,52.32629544922668,1.0350380595758375,0.8199233272091663
13,9,0.0009189180718173449,0.000768337545982625,0.0009189180718173449,2.65409549464712e-05,2.65409549464712e-05,0.0009454590264254902,0.02924066262429137,0.028882830506421864,1.1763944625854492,0.01332054002624419,0.007132570259273052,0.03031250275671482,0.10119047619047618,34.0,336.0,1.63313370333324e-07,True,5,1,True,fc1,0.1,0.0007641729899303083,3.450667381286621,22.305879592895508,4.7229100767318775,4.481449723243713,0.9744974970817566,0.9040775100390116,1.4664419094721477,1.195052224598068,0.8807623717519972,5211,0.5666905140447439,0.056216932419273585,1.3738605885182506e-06,2.702659577345045e-08,60.787766493887176,1.0291548651300853,0.8452597695839501
14,9,0.0009168240763415428,0.0007899904963923853,0.0009168240763415428,2.7058468542050733e-05,2.7058468542050733e-05,0.0009438825444152369,0.029714406906414883,0.029513261279645354,1.175667405128479,0.01206729912923442,0.005561296362429857,0.02343948371708393,0.10119047619047618,34.0,336.0,1.4046869425657053e-07,True,5,1,True,fc1,0.1,0.0007603960833924798,3.527529716491699,22.374874114990234,4.730208675628406,4.671633616089821,0.974418580532074,0.9068334632449679,1.4619145856963263,1.1931006352932496,0.8834977414872911,5211,0.5263806481148613,0.06349206508861648,1.139399264262938e-06,2.800631348430201e-08,52.327115170379756,1.0228312417223036,0.8339697069057828
15,9,0.0008946471311688138,0.0007799863299345895,0.0008946471311688138,2.3736003284582914e-05,2.3736003284582914e-05,0.0009183831334145456,0.027265680891747388,0.026531134378133894,1.1753299236297607,0.013825261499732733,0.006808865815401077,0.02515912801027298,0.10119047619047618,34.0,336.0,2.0186319381486504e-07,True,5,1,True,fc1,0.1,0.0007368461258880349,3.4088149070739746,21.1304988861084,4.59679223873653,4.469827562570572,0.9758412837982178,0.8868983255492316,1.4425941970613267,1.182425001601163,0.885859853691525,5211,0.4772965582075312,0.07208994941578971,1.6918454287898992e-06,3.411685552374068e-08,69.48007967017514,1.058582617401048,0.8524616813400653
16,9,0.0009028857238998304,0.0007250598820650495,0.0009028857238998304,2.4906441985350264e-05,2.4906441985350264e-05,0.0009277921650503154,0.028324194928457905,0.027585375755180403,1.175455927848816,0.011656861597051224,0.005379542242735624,0.019518112763762474,0.10119047619047618,34.0,336.0,1.1954965610054083e-07,True,5,1,True,fc1,0.1,0.000740710275625408,3.3819148540496826,20.67669677734375,4.547163596940817,4.4090386480093,0.9763601422309875,0.8893598583009508,1.4469237128893535,1.1845113304490276,0.8853616648250155,5211,0.5356178574022743,0.06283068946666187,9.538070980582998e-07,2.562663612852315e-08,44.99622741249596,1.0433430955044256,0.8089519867135722
17,9,0.0008929575553220138,0.0007623438398700051,0.0008929575553220138,2.3426366685179537e-05,2.3426366685179537e-05,0.0009163839215105941,0.026750616447216404,0.0262345802656847,1.1752536296844482,0.01269611514483889,0.007721221540123224,0.030777156352996826,0.10119047619047618,34.0,336.0,1.6173566387401985e-07,True,5,1,True,fc1,0.1,0.0007632353782909174,3.5203914642333984,22.270313262939453,4.719143276373313,4.677492380142212,0.9745381474494934,0.9062805242008634,1.456089158852895,1.1911695360757966,0.8792095912827386,5211,0.5205553589824419,0.06481481716036797,1.342731791630235e-06,2.8775831668622098e-08,66.91745995442261,1.0551639068348928,0.8449342522685793
18,9,0.0008826589886235166,0.0008384440716104695,0.0008826589886235166,2.237702549095758e-05,2.237702549095758e-05,0.0009050360139162698,0.025852929397137417,0.025351835481222624,1.1737403869628906,0.017053479018310707,0.006703618913888931,0.029478179290890694,0.10119047619047618,34.0,336.0,1.3861256715270227e-07,True,5,1,True,fc1,0.1,0.0007379400258186945,3.3923912048339844,20.468202590942383,4.524179769962991,4.470238834619522,0.9765985012054443,0.8917574485143026,1.4288198947906494,1.1788823422448387,0.8851723141140408,5211,0.5617838693332305,0.057539684077103935,1.1550217061883686e-06,2.4182397626496e-08,63.91902737574836,1.0421947633927031,0.8553078478518336
19,9,0.0008705209491144414,0.0006789115456615793,0.0008705209491144414,2.0584910584827103e-05,2.0584910584827103e-05,0.0008911058586762503,0.02415028201686805,0.023646657305744275,1.1715853214263916,0.008974796885417568,0.006031869910657406,0.015265924856066704,0.10119047619047618,34.0,336.0,1.6176710854804494e-07,True,5,1,True,fc1,0.1,0.0007578290436931853,3.408060312271118,20.438947677612305,4.5209454406807765,4.510843381285667,0.9766319990158081,0.9000116520457797,1.4723803533448114,1.1949884670235433,0.8810956411891513,5211,0.5038938756280887,0.06746031923426522,1.3587639266223562e-06,2.7005880290551794e-08,74.46137387350609,1.0288271317298328,0.8378105771219639
20,9,0.0008687253076879141,0.0007143851239719192,0.0008687253076879141,2.0207860606956794e-05,2.0207860606956794e-05,0.0008889331670182641,0.023645093950346533,0.02326150787235368,1.1719087362289429,0.012058875937428739,0.006851378362625837,0.0204208642244339,0.10119047619047618,34.0,336.0,1.4366329518603985e-07,True,5,1,True,fc1,0.1,0.0007856649282567727,3.651642084121704,22.694446563720703,4.763868865084418,4.9382284283638,0.9740532636642456,0.9209215707249112,1.4785558117760553,1.201008903049231,0.8746868239508735,5211,0.5322256097923782,0.06349206467469533,1.1632573894638766e-06,2.8874553408950285e-08,52.19538262334697,1.052966754467691,0.8160592047629738
