method,MAE,RMSE,MAPE_percent,R2
direct_net_load,4.595512699615495,6.465630990762895,24.581702670345212,0.9850051568147664
indirect_gc_minus_gg,4.430286619777742,6.077115468403052,24.425737548245145,0.986834620416669
