experiment,tau,save_dir,regional_MAE,regional_MSE,regional_RMSE,regional_MAPE_percent,regional_R2,avg_client_MAE,avg_client_MSE,avg_client_RMSE,avg_client_MAPE_percent,avg_client_R2
fedavg_gc_rc_head_fc1_fc2_tau1p0_lambda1p0,1.0,runs/gc_head_compare\results\fedavg_gc_rc_head_fc1_fc2_tau1p0_lambda1p0,3.5437710285186768,21.786088943481445,4.6675570637627395,4.559824243187904,0.9775354266166687,1.201294634077284,2.3887394534216986,1.5272464938385535,15.042110118601057,0.8315041131443448
fedavg_gc_rc_head_fc1_fc2_tau0p2_lambda1p0,0.2,runs/gc_head_compare\results\fedavg_gc_rc_head_fc1_fc2_tau0p2_lambda1p0,3.737255334854126,24.700490951538086,4.969958848072898,4.742232337594032,0.9745302796363831,1.0704431136449177,2.01736401187049,1.4022931886519,12.887507428725561,0.8559663958019681
