epoch,train_loss,train_loss_next,train_weighted_loss_next,train_loss_ste,train_loss_seq,train_loss_weighted_seq,train_loss_fourier,train_weighted_loss_ste,train_loss_trend_smooth,train_weighted_loss_trend_smooth,train_loss_ae_y,train_weighted_loss_ae_y,train_loss_ae_resid,train_weighted_loss_ae_resid,train_loss_ru_mean,train_weighted_loss_ru_mean,train_loss_rw_ae,train_weighted_loss_rw_ae,val_loss,val_loss_next,val_weighted_loss_next,val_loss_ste,val_loss_seq,val_loss_weighted_seq,val_loss_fourier,val_weighted_loss_ste,val_loss_trend_smooth,val_weighted_loss_trend_smooth,val_loss_ae_y,val_weighted_loss_ae_y,val_loss_ae_resid,val_weighted_loss_ae_resid,val_loss_ru_mean,val_weighted_loss_ru_mean,val_loss_rw_ae,val_weighted_loss_rw_ae,val_MAE,val_MSE,val_RMSE,val_MAPE_percent,val_R2,best_val_RMSE,val_share_S_abs,val_share_S_dyn_abs,val_share_S_energy,val_share_Rw_abs,val_share_Rw_dyn_abs,val_share_Rw_energy,val_share_Ru_abs,val_share_Ru_dyn_abs,val_share_Ru_energy
12,0.001979396777589388,0.0010373694383441396,0.0010373694383441396,0.0009420273445494535,0.00036170721703926174,0.00036170721703926174,0.006164908483607605,0.0009420273445494535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001576093813767814,0.0009042898910270343,0.0009042898910270343,0.0006718039256019858,0.0002580794180581023,0.0002580794180581023,0.004395324550855178,0.0006718039256019858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1100245540382636,2.400918339586628,1.5494897029624393,74.28063490958992,0.9362406665804468,1.5494897029624393,0.9483944628076476,0.8147324165416013,0.9903713741439975,0.051605537192294174,0.18526758345819852,0.009628625855999145,0.0,0.0,0.0
13,0.001918934182622429,0.0010319018314024636,0.0010319018314024636,0.0008870323490730581,0.0003392561674232082,0.0003392561674232082,0.00581701792293859,0.0008870323490730581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001890624270698602,0.001074899544781317,0.001074899544781317,0.000815724725917285,0.0002741580377043169,0.0002741580377043169,0.005689824769665386,0.000815724725917285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2067842745670851,2.853892431048664,1.6893467468369732,69.429078259085,0.9242113835966199,1.5494897029624393,0.944318704309071,0.7871502204193421,0.9885369315448971,0.055681295690871185,0.21284977958046422,0.011463068455099493,0.0,0.0,0.0
14,0.0018806010159346806,0.0010285003445884922,0.0010285003445884922,0.0008521006663877889,0.00032275292864440567,0.00032275292864440567,0.005616230271002845,0.0008521006663877889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015685150565038766,0.0009058051328274912,0.0009058051328274912,0.0006627099303823371,0.00024091378516448195,0.00024091378516448195,0.004458875280551716,0.0006627099303823371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1103686076529569,2.404941378244277,1.5507873413992896,73.24839839683467,0.9361338298509739,1.5494897029624393,0.9546512069575726,0.8295624892637851,0.9920913774199543,0.045348793042369995,0.17043751073601163,0.007908622580042263,0.0,0.0,0.0
15,0.0018255767073175316,0.0010209003497707514,0.0010209003497707514,0.0008046763596756695,0.00030546765101338065,0.00030546765101338065,0.005297554709109706,0.0008046763596756695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001571685132984009,0.0009351969480560306,0.0009351969480560306,0.0006364881944951362,0.0002362935894763329,0.0002362935894763329,0.004238239608951108,0.0006364881944951362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.135314388139719,2.482977581731758,1.5757466743521173,75.62233535397439,0.9340614826849262,1.5494897029624393,0.9520187621191278,0.8206685382209102,0.9917212009385145,0.04798123788081498,0.17933146177888823,0.008278799061482323,0.0,0.0,0.0
16,0.0017764183094349662,0.001006041438999191,0.001006041438999191,0.0007703768704537933,0.00029166462122190304,0.00029166462122190304,0.005078787072878464,0.0007703768704537933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001557587042233453,0.0009734811531859071,0.0009734811531859071,0.0005841058814474674,0.00022909251121198257,0.00022909251121198257,0.0037792261894477584,0.0005841058814474674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1658845729899006,2.584623373985889,1.6076763896959765,79.53506768163179,0.9313621539105283,1.5494897029624393,0.9484824153127742,0.8051764382161586,0.9905161420911489,0.05151758468716859,0.19482356178364243,0.009483857908847721,0.0,0.0,0.0
17,0.0017404402399731334,0.000998944554959292,0.000998944554959292,0.0007414956892536022,0.00027939994980817146,0.00027939994980817146,0.0049003573351156,0.0007414956892536022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014430239564880798,0.0008919489722500073,0.0008919489722500073,0.0005510750047135783,0.0002216854817031907,0.0002216854817031907,0.0035155806819208756,0.0005510750047135783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.106640847571582,2.368152856096145,1.5388803904449966,74.79774902806027,0.9371107942112276,1.5388803904449966,0.9550894692245332,0.8332165941929524,0.9926722347863712,0.044910530775409165,0.16678340580684195,0.007327765213625437,0.0,0.0,0.0
18,0.0017107854497024192,0.0009998869257462838,0.0009998869257462838,0.0007108985257121918,0.00026672071071343875,0.00026672071071343875,0.004708498851466774,0.0007108985257121918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016143023096863323,0.0009956497909320938,0.0009956497909320938,0.0006186525130318264,0.0002195767405542678,0.0002195767405542678,0.00421033443606955,0.0006186525130318264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.187453182581374,2.643481778875926,1.6258787712729157,81.04591821840575,0.9297990967252627,1.5388803904449966,0.9542319983665487,0.8243655229352497,0.9927136195607145,0.045768001633394326,0.1756344770645478,0.007286380439282245,0.0,0.0,0.0
19,0.001680891689137616,0.0009975333345141773,0.0009975333345141773,0.0006833583524585135,0.00025560695202771027,0.00025560695202771027,0.004533120969958694,0.0006833583524585135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015844328274604179,0.0010416762798362213,0.0010416762798362213,0.000542756546640657,0.00020274777533955008,0.00020274777533955008,0.0036028354155463373,0.000542756546640657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2185672925935798,2.765683595633334,1.6630344541329665,86.09487653679568,0.9265538774895047,1.5388803904449966,0.9524984682978457,0.815919984807677,0.9920513923358293,0.04750153170209752,0.1840800151921221,0.007948607664167351,0.0,0.0,0.0
20,0.0016498166524256297,0.0009934126003140304,0.0009934126003140304,0.000656404052857265,0.00024430278908732056,0.00024430278908732056,0.004365315418007868,0.000656404052857265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013539034144712551,0.0008585785269542681,0.0008585785269542681,0.0004953248932393991,0.00018175344956847773,0.00018175344956847773,0.003317467828986511,0.0004953248932393991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0749228988265034,2.279553228767711,1.5098189390677648,67.00387503057836,0.9394636660630267,1.5098189390677648,0.9541355654276431,0.8292214264779545,0.9922570916507353,0.045864434572299106,0.17077857352184095,0.007742908349261318,0.0,0.0,0.0
21,0.0016123909509164662,0.0009837752411131547,0.0009837752411131547,0.0006286157126598486,0.00023068413514597326,0.00023068413514597326,0.004209999902260851,0.0006286157126598486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001389468804762889,0.0008945201060265452,0.0008945201060265452,0.0004949487025810895,0.0001815461190438868,0.0001815461190438868,0.003315571930185075,0.0004949487025810895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.106675858949749,2.374979281582279,1.5410967787852516,75.27965804496714,0.9369295101036185,1.5098189390677648,0.9536691179432468,0.8247279206629315,0.9924063738011283,0.046330882056695256,0.17527207933686473,0.007593626198868249,0.0,0.0,0.0
22,0.0015892154041187714,0.000985846625817276,0.000985846625817276,0.0006033687815128475,0.00021772313966797425,0.00021772313966797425,0.004074179568948956,0.0006033687815128475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013300501619867649,0.0008860723305595166,0.0008860723305595166,0.00044397783330491473,0.00016003828294115275,0.00016003828294115275,0.0029994337129250694,0.00044397783330491473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1051361603261476,2.352550170572165,1.533802520069701,71.63629382175098,0.9375251426762133,1.5098189390677648,0.9576335085542783,0.8425260228032296,0.9929911357162149,0.04236649144566413,0.15747397719656236,0.007008864283781789,0.0,0.0,0.0
23,0.001546710209218602,0.0009794907313021666,0.0009794907313021666,0.0005672194782352143,0.00020278477187379292,0.00020278477187379292,0.0038471318499286953,0.0005672194782352143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013678160709931233,0.0009033343747198101,0.0009033343747198101,0.0004644816915344407,0.0001611480950832098,0.0001611480950832098,0.0031944841014853636,0.0004644816915344407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.111346421748437,2.398381415723064,1.5486708545469126,73.28607614839434,0.9363080377074902,1.5098189390677648,0.950085771033129,0.816301770156131,0.9904352702932323,0.04991422896681399,0.1836982298436679,0.00956472970676449,0.0,0.0,0.0
24,0.0015282880159635003,0.000984865785934101,0.000984865785934101,0.0005434222317854558,0.0001910030428034915,0.0001910030428034915,0.0037151949037012165,0.0005434222317854558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012850760936110456,0.0008797852004865347,0.0008797852004865347,0.00040529087787964733,0.00013970270531699804,0.00013970270531699804,0.0027955844186492457,0.00040529087787964733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0998625561386641,2.3358576098663355,1.5283512717521242,72.07948975184428,0.937968434114377,1.5098189390677648,0.9557613771786165,0.8378112826861513,0.9922669613878841,0.04423862282132604,0.1621887173136422,0.007733038612112707,0.0,0.0,0.0
25,0.0015049581421495235,0.0009863304334402395,0.0009863304334402395,0.0005186277126122477,0.0001787558699640456,0.0001787558699640456,0.003577474284374737,0.0005186277126122477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012542880415636044,0.0008762262864596283,0.0008762262864596283,0.0003780617465203579,0.00013571583365748984,0.00013571583365748984,0.002559174988819386,0.0003780617465203579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1047817086381286,2.3264085717577276,1.5252568871366317,72.15853459379156,0.9382193649191976,1.5098189390677648,0.9599327280402252,0.851590267500155,0.9936726560441164,0.04006727195971728,0.14840973249963518,0.006327343955880369,0.0,0.0,0.0
26,0.0014563885195124492,0.0009682624542701807,0.0009682624542701807,0.00048812606843560253,0.0001660843247434349,0.0001660843247434349,0.0033865017346194843,0.00048812606843560253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011997078825253277,0.0008380541405547553,0.0008380541405547553,0.00036165373195635124,0.00012959137382302305,0.00012959137382302305,0.0024502149728711942,0.00036165373195635124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0652195631813481,2.2250603360322794,1.4916636135644925,68.57997570920162,0.9409107917147523,1.4916636135644925,0.9573898191163664,0.8432984694844164,0.993073639055325,0.04261018088357564,0.15670153051537608,0.0069263609446716294,0.0,0.0,0.0
27,0.0014486026690561362,0.0009795782424406718,0.0009795782424406718,0.0004690244301636134,0.00015654408192432098,0.00015654408192432098,0.0032813475452639625,0.0004690244301636134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012240869437663397,0.0008786777341087419,0.0008786777341087419,0.00034540920250458263,0.00011316725092592396,0.00011316725092592396,0.0024355867254932605,0.00034540920250458263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0905565890816042,2.3329172402619234,1.5273890271512112,65.05583536840159,0.9380465192382621,1.4916636135644925,0.9556352554240657,0.8245363365840928,0.9924306598612396,0.0443647445758765,0.17546366341570413,0.0075693401387570336,0.0,0.0,0.0
28,0.0014092926100961497,0.0009670447260746554,0.0009670447260746554,0.00044224788439432714,0.00014421587647084528,0.00014421587647084528,0.0031245359279751814,0.00044224788439432714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001232673489158192,0.0009007622171679767,0.0009007622171679767,0.0003319112662678032,0.00010557983333887618,0.00010557983333887618,0.002368894138497897,0.0003319112662678032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1230871593642813,2.391552250965217,1.5464644357259616,77.22757332703726,0.9364893945598217,1.4916636135644925,0.9587111434229628,0.8418624430834196,0.9938566333138259,0.04128885657697994,0.15813755691637255,0.006143366686170774,0.0,0.0,0.0
29,0.0013897908070257365,0.0009680955292585656,0.0009680955292585656,0.0004216952779445783,0.00013348517042641232,0.00013348517042641232,0.0030155862286958064,0.0004216952779445783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011868510184632171,0.0008696349226467643,0.0008696349226467643,0.0003172161017623966,9.94877188019247e-05,9.94877188019247e-05,0.0022767715502284274,0.0003172161017623966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1016374993780678,2.3089083136767306,1.519509234482216,73.47983662965214,0.9386841057525349,1.4916636135644925,0.9539736280684361,0.8226438220310881,0.9918107475508864,0.04602637193150736,0.177356177968709,0.008189252449110286,0.0,0.0,0.0
30,0.0013578775772052007,0.0009664187405704951,0.0009664187405704951,0.00039145883344137155,0.00012280549588493766,0.00012280549588493766,0.0028093388266703548,0.00039145883344137155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014817127078119237,0.0010755386084787398,0.0010755386084787398,0.0004061740793047413,0.00010661304285798076,0.00010661304285798076,0.0031022234017261162,0.0004061740793047413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2479171078024125,2.8555891451156263,1.689848852742643,86.58091202204781,0.9241663252720075,1.4916636135644925,0.960165077368545,0.8416037634711203,0.9944988485583702,0.03983492263139802,0.15839623652867327,0.005501151441626564,0.0,0.0,0.0
31,0.0013540066028431442,0.0009842724127671102,0.0009842724127671102,0.0003697341911494876,0.00011460821510756017,0.00011460821510756017,0.0026658679591053842,0.0003697341911494876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012261190061126986,0.0009412367259704446,0.0009412367259704446,0.0002848822854176026,8.751734899955668e-05,8.751734899955668e-05,0.0020611667079270205,0.0002848822854176026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.135213380632892,2.4990133663573673,1.5808267983423634,81.15001104845764,0.9336356327417064,1.4916636135644925,0.9525510869522356,0.8173053422191349,0.9921082541790089,0.04744891304770705,0.18269465778066302,0.007891745820987731,0.0,0.0,0.0
32,0.0013014646932487332,0.0009649545177583832,0.0009649545177583832,0.0003365101728562652,0.00010547522041447259,0.00010547522041447259,0.0024158247295535287,0.0003365101728562652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013412042142188151,0.0010641719577276075,0.0010641719577276075,0.00027703226053713177,8.456280879301166e-05,8.456280879301166e-05,0.0020092573165664657,0.00027703226053713177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2421016168481624,2.8254103139494258,1.6808956880036983,88.36227969256701,0.9249677611754333,1.4916636135644925,0.9562113992858682,0.8285921548867538,0.993231625447848,0.04378860071407547,0.17140784511304233,0.006768374552148871,0.0,0.0,0.0
33,0.0012894502635664678,0.0009674952361380413,0.0009674952361380413,0.0003219550281560744,9.992849065011857e-05,9.992849065011857e-05,0.002320193848162971,0.0003219550281560744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001136993862740043,0.0008497535573503148,0.0008497535573503148,0.0002872403187345722,7.563790525800618e-05,7.563790525800618e-05,0.0021916619976252868,0.0002872403187345722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.072569845978217,2.2561226639538012,1.5020395014625285,67.53495952568947,0.940085893470576,1.4916636135644925,0.958300224503793,0.832792018650079,0.9936701389637058,0.04169977549614939,0.16720798134971554,0.0063298610362907785,0.0,0.0,0.0
34,0.0012742631241719907,0.0009664015970955813,0.0009664015970955813,0.00030786152618937217,9.480655458726935e-05,9.480655458726935e-05,0.0022253562589512076,0.00030786152618937217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001196740403307885,0.000858245523876801,0.000858245523876801,0.00033849486896979944,8.51108610125569e-05,8.51108610125569e-05,0.0026189509061052135,0.00033849486896979944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0880386917285234,2.2786691244123745,1.5095261257799995,75.89431104314744,0.9394871445393415,1.4916636135644925,0.9580800101101622,0.8422682195796869,0.9932264365315757,0.041919989889780254,0.15773178042010488,0.006773563468420972,0.0,0.0,0.0
35,0.0012573998775946109,0.000960409548065975,0.000960409548065975,0.00029699033168455207,9.093380946031649e-05,9.093380946031649e-05,0.0021514990202727126,0.00029699033168455207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001242028875133386,0.0009409969708504593,0.0009409969708504593,0.0003010318952522451,7.696546588329808e-05,7.696546588329808e-05,0.002317629734157211,0.0003010318952522451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1522031992936494,2.498376794179758,1.5806254439872078,80.1273319973574,0.933652537697218,1.4916636135644925,0.9613557222117748,0.8473075669839525,0.9941854666120113,0.03864427778816792,0.15269243301583807,0.005814533387985507,0.0,0.0,0.0
36,0.0012488177602108185,0.0009643380077939242,0.0009643380077939242,0.00028447975568091425,8.715754596305713e-05,8.715754596305713e-05,0.0020603796473843343,0.00028447975568091425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010664627132486672,0.0008332045469325774,0.0008332045469325774,0.0002332581822986081,6.330092497583595e-05,6.330092497583595e-05,0.0017628734875913886,0.0002332581822986081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0646962757715515,2.2121845190290292,1.4873414265154552,69.79563618313442,0.9412527248391837,1.4873414265154552,0.9621050218453789,0.8611689480104114,0.9944720578866798,0.03789497815456251,0.13883105198937531,0.005527942113316758,0.0,0.0,0.0
