epoch,train_loss,val_loss,val_r2
1,0.04680887853387087,0.008951990030001047,-0.11661124229431152
2,0.007961326076931499,0.0031118873024278564,0.6118440628051758
3,0.0021936327831052088,0.0020233909414058495,0.7476158142089844
4,0.0014989282817844001,0.0013082254073102542,0.8368207216262817
5,0.0011934803678586917,0.001069941697626569,0.866542637348175
6,0.0010688150169084426,0.0011306903753955095,0.858965277671814
7,0.0009735118657705756,0.0009263210590446957,0.8844569325447083
8,0.0009307601548787354,0.0008666275095009958,0.8919026851654053
9,0.0009035742097343134,0.000776063860867675,0.9031990170478821
10,0.0008579616972411027,0.0008197726236340505,0.8977470397949219
11,0.0008581627303885856,0.0007376567735114212,0.9079896211624146
12,0.0008501360881519142,0.0007747510399664405,0.9033627510070801
13,0.0008268045373244131,0.0007374767900510337,0.9080120921134949
14,0.0008141818149227843,0.0007689535918238431,0.9040858745574951
15,0.0007990843797845847,0.0007146523019244043,0.9108590483665466
16,0.000814076113816385,0.0007525390465706308,0.9061332941055298
17,0.0008070773947201765,0.0007074034843386339,0.9117632508277893
18,0.0007927282418637787,0.0006996099461583845,0.9127353429794312
19,0.0007931228745170022,0.0007022484045818332,0.9124062061309814
20,0.0007827653722938062,0.0007143800719102301,0.9108930230140686
