round,client_id,client_name,alpha,distance_avg,gamma,ref_client_ids,train_loss,val_loss,meta_loss
1,1,client_1,0.5,0.0,0.1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.008868649516761425,0.0015586493784807318,1.9133597612380981
1,2,client_2,0.5,0.0,0.1,"[2, 1, 3, 4, 5, 6, 7, 8, 9]",0.01176757102732158,0.0016282827555988504,2.218435525894165
1,3,client_3,0.5,0.0,0.1,"[3, 1, 2, 4, 5, 6, 7, 8, 9]",0.012952317239337697,0.0014956545496580727,2.2250421047210693
1,4,client_4,0.5,0.0,0.1,"[4, 1, 2, 3, 5, 6, 7, 8, 9]",0.012160137819601605,0.0018401835122588228,1.8883540630340576
1,5,client_5,0.5,0.0,0.1,"[5, 1, 2, 3, 4, 6, 7, 8, 9]",0.008179296670477728,0.002196172051558604,1.8645339012145996
1,6,client_6,0.5,0.0,0.1,"[6, 1, 2, 3, 4, 5, 7, 8, 9]",0.014645933337345122,0.0021110138923520977,1.8690966367721558
1,7,client_7,0.5,0.0,0.1,"[7, 1, 2, 3, 4, 5, 6, 8, 9]",0.009416858265351276,0.001595677823632365,2.0555038452148438
1,8,client_8,0.5,0.0,0.1,"[8, 1, 2, 3, 4, 5, 6, 7, 9]",0.012701198748024162,0.001718588186201599,2.0268149375915527
1,9,client_9,0.5,0.0,0.1,"[9, 1, 2, 3, 4, 5, 6, 7, 8]",0.008160353711317184,0.0020625974865221175,1.4344525337219238
2,1,client_1,0.6924218535423279,8.114660337234909,0.1,"[1, 7, 9, 5, 8]",0.0013816486225036095,0.0012772028041937206,3.6890790462493896
2,2,client_2,0.79874587059021,13.784742949020346,0.1,"[2, 8, 7, 5, 9]",0.001596872279658916,0.0010659768841773769,3.2089667320251465
2,3,client_3,0.8863472938537598,20.53961222206708,0.1,"[3, 5, 9, 1, 6]",0.0017519979377978651,0.0014358243809257298,1.7420334815979004
2,4,client_4,0.8436708450317383,16.857983468649035,0.1,"[4, 3, 9, 7, 2]",0.0016847272483117184,0.0011598625729337508,2.2846295833587646
2,5,client_5,0.7934167385101318,13.456451094327019,0.1,"[5, 7, 3, 9, 2]",0.0012571380106589569,0.0012362724422601218,2.3687636852264404
2,6,client_6,0.8122377395629883,14.646169265524804,0.1,"[6, 7, 9, 4, 3]",0.0018953340334820958,0.0014291771605042152,1.7416365146636963
2,7,client_7,0.7971221804618835,13.684044227606586,0.1,"[7, 3, 9, 5, 8]",0.0014307298365762932,0.0010253419423419743,2.315546989440918
2,8,client_8,0.8030317425727844,14.053516139327893,0.1,"[8, 7, 3, 9, 2]",0.0017861388393476782,0.0011607206413737545,2.295916795730591
2,9,client_9,0.7982181906700134,13.75194898284198,0.1,"[9, 3, 7, 2, 1]",0.001359418006914481,0.0010339501844670797,2.193204641342163
3,1,client_1,0.7128560543060303,9.092961102316622,0.1,"[1, 7, 9, 5, 8]",0.0010725728808749395,0.0009327158481215961,5.271984577178955
3,2,client_2,0.6764032244682312,7.372911469862447,0.1,"[2, 7, 8, 5, 9]",0.0012856934431685586,0.000942704448890355,4.239786148071289
3,3,client_3,0.6327452063560486,5.440120179626684,0.1,"[3, 5, 9, 8, 2]",0.0015063882916151613,0.0011076812688322036,2.4432425498962402
3,4,client_4,0.6608572006225586,6.6711654414539225,0.1,"[4, 3, 9, 7, 2]",0.0012329544053035484,0.0009970003078061487,3.939649820327759
3,5,client_5,0.6257977485656738,5.142307869104843,0.1,"[5, 7, 3, 9, 2]",0.0009505149473643748,0.0011059254352434058,4.598902225494385
3,6,client_6,0.6472365856170654,6.069141928470344,0.1,"[6, 7, 9, 3, 4]",0.0015760372041634222,0.001172834097925517,2.917508363723755
3,7,client_7,0.6050675511360168,4.2662532315713175,0.1,"[7, 9, 3, 5, 8]",0.0010750918914532261,0.0008893387879159554,5.0877251625061035
3,8,client_8,0.6473727226257324,6.075105950813304,0.1,"[8, 3, 7, 9, 2]",0.0013582841476332203,0.001075970236527639,4.322042465209961
3,9,client_9,0.6474591493606567,6.078893434963538,0.1,"[9, 3, 6, 5, 4]",0.001062058574348782,0.0010266764491769329,4.544506549835205
4,1,client_1,0.5887928009033203,3.589772990108031,0.1,"[1, 7, 9, 8, 5]",0.0008948047346901071,0.0009057000257979884,6.074705600738525
4,2,client_2,0.59989333152771,4.050204829760332,0.1,"[2, 7, 8, 9, 5]",0.0011360225598961323,0.0009636005019413236,4.5953168869018555
4,3,client_3,0.5676767230033875,2.7237854650826194,0.1,"[3, 9, 7, 4, 5]",0.0014149226186448366,0.0008235908131247572,2.5415308475494385
4,4,client_4,0.5655884146690369,2.638740706021781,0.1,"[4, 3, 9, 7, 2]",0.0010814189638094023,0.0008636965653000318,4.570614337921143
4,5,client_5,0.5744040012359619,2.998423781828751,0.1,"[5, 3, 7, 9, 2]",0.0008118311212890733,0.0008861020861663221,5.3665852546691895
4,6,client_6,0.5741731524467468,2.98898349972078,0.1,"[6, 3, 7, 9, 4]",0.001461614226218787,0.0010369971478404378,3.9859933853149414
