round,selected_clients,avg_local_train_loss,avg_local_val_loss,avg_local_train_task_loss,avg_local_train_rc_loss,avg_local_train_weighted_rc_loss,avg_local_train_total_loss,avg_local_train_rc_to_task_ratio,round_rc_to_task_ratio,global_rc_norm,avg_personalized_head_ratio,avg_num_personalized_head_params,avg_num_head_params,avg_head_importance_mean,regional_val_loss,regional_val_MAE,regional_val_MSE,regional_val_RMSE,regional_val_MAPE_percent,regional_val_R2,avg_client_val_MAE,avg_client_val_MSE,avg_client_val_RMSE,avg_client_val_R2,regional_val_samples
1,9,0.00145081084002898,0.0012226855195987757,0.00145081084002898,0.0,0.0,0.00145081084002898,0.0,0.0,1.299442172050476,0.20113314447592062,71.0,353.0,1.4645289512474039e-05,0.00228769272123598,12.182618141174316,219.52117919921875,14.816247136141417,17.712320387363434,0.7490195035934448,1.6844200558132596,4.793834567070007,2.1093942198483973,0.6641435556941562,5211
2,9,0.0011283159386958571,0.000931334210316842,0.0011283159386958571,6.564683577065272e-05,6.564683577065272e-05,0.0011939627736641397,0.059191343166535466,0.05818125354884921,1.3012065887451172,0.20113314447592062,71.0,353.0,9.386613884190512e-06,0.0010123822263558558,4.580766201019287,44.84644317626953,6.696748701890308,5.775946378707886,0.9487266540527344,1.0238286919063992,2.040483911832174,1.39643544067802,0.8467244108517965,5211
3,9,0.0009831034802414292,0.0008051470805922611,0.0009831034802414292,5.0676632733950894e-05,5.0676632733950894e-05,0.0010337801117808667,0.05253804861462599,0.05154760785706728,1.3020577430725098,0.20113314447592062,71.0,353.0,2.4359998620740144e-06,0.0009884698669399413,3.8336076736450195,27.802701950073242,5.272826751380443,5.041345953941345,0.968212902545929,1.0346192320187886,1.9016941520902846,1.360609948980348,0.8453297548823886,5211
4,9,0.0009157290283856738,0.0007871462720221922,0.0009157290283856738,3.967843466326915e-05,3.967843466326915e-05,0.0009554074631981915,0.04426577663514427,0.04332988623270777,1.3056405782699585,0.20113314447592062,71.0,353.0,1.3569443240157852e-06,0.0010257005605538011,3.5739893913269043,24.45899772644043,4.9456038788443655,4.622069746255875,0.972035825252533,1.0694475372632344,1.9837347666422527,1.3859975872257777,0.8425827953550551,5211
5,9,0.0008887087556086405,0.0007890295613476259,0.0008887087556086405,3.540515245671353e-05,3.540515245671353e-05,0.0009241139076682966,0.040574098377893074,0.039838869813572514,1.3073232173919678,0.20113314447592062,71.0,353.0,9.298520480014203e-07,0.0010641093751729645,3.4501492977142334,23.064353942871094,4.802536199017254,4.447625949978828,0.9736303091049194,1.0939313371976216,2.029458416832818,1.404910283949243,0.8347304066022238,5211
6,9,0.0008655623109521135,0.0007178384901266113,0.0008655623109521135,2.9526716060329485e-05,2.9526716060329485e-05,0.0008950890267135081,0.034675719277838656,0.03411275612698237,1.307557463645935,0.20113314447592062,71.0,353.0,7.902138210940595e-07,0.0010064740485017888,3.3806216716766357,21.70119857788086,4.65845452675894,4.376236721873283,0.9751888513565063,1.050747811794281,1.8748695585462782,1.3529751212809586,0.8412302202648587,5211
7,9,0.0008601367122687393,0.0007408265758549555,0.0008601367122687393,2.800774858881145e-05,2.800774858881145e-05,0.0008881444606141414,0.03323794151491526,0.032561973180257414,1.312506079673767,0.20113314447592062,71.0,353.0,8.03034011040735e-07,0.0010487649388389085,3.3593690395355225,21.360124588012695,4.621701481923372,4.3433815240859985,0.975578784942627,1.0730855067571003,1.9564330908987257,1.3779231697731187,0.8340063095092773,5211
8,9,0.0008474605663017225,0.0007096625408675454,0.0008474605663017225,2.4354315698470686e-05,2.4354315698470686e-05,0.00087181488243649,0.029349132727065113,0.028737992820142375,1.3141601085662842,0.20113314447592062,71.0,353.0,6.0466170579174e-07,0.0011197774829813003,3.3266565799713135,20.761566162109375,4.556486163932617,4.303321614861488,0.9762631058692932,1.1077724761433072,2.0528724988301597,1.411702424228184,0.820522215631273,5211
9,9,0.0008415654833276328,0.0007049422750186047,0.0008415654833276328,2.315478026814776e-05,2.315478026814776e-05,0.0008647202638501096,0.028205760730142877,0.02751393765471172,1.3108046054840088,0.20113314447592062,71.0,353.0,6.357103580335711e-07,0.000981214818883047,3.305771827697754,20.997303009033203,4.58228141966785,4.197823628783226,0.9759935736656189,1.0329628321859572,1.8566936519410875,1.3409384603002472,0.8491521543926663,5211
10,9,0.0008351901454868971,0.0007093797429092984,0.0008351901454868971,2.1319417303311068e-05,2.1319417303311068e-05,0.0008565095620800991,0.026167106508654534,0.025526423405481995,1.308570384979248,0.20113314447592062,71.0,353.0,7.402294386338326e-07,0.00104872655898924,3.2643978595733643,19.73792839050293,4.442738838881139,4.211697354912758,0.977433443069458,1.077907727824317,1.9546038442187839,1.3806738479417264,0.8378370536698235,5211
11,9,0.0008297008065386603,0.0006688194245257654,0.0008297008065386603,1.9142036164725075e-05,1.9142036164725075e-05,0.0008488428421181065,0.023677475117942035,0.023071010647212297,1.307482123374939,0.20113314447592062,71.0,353.0,5.22584413273661e-07,0.0010839221302001928,3.212756872177124,19.392196655273438,4.403657190934989,4.105323553085327,0.9778287410736084,1.0998409986495972,2.0363676812913685,1.4011966215207226,0.8305344250467088,5211
12,9,0.0008220087690910912,0.0007218647672497017,0.0008220087690910912,1.8422448686140092e-05,1.8422448686140092e-05,0.0008404312172241376,0.02297285989454564,0.022411498947996142,1.3080357313156128,0.20113314447592062,71.0,353.0,6.610716683199927e-07,0.0010996529795787148,3.4146366119384766,21.6275577545166,4.6505438127725025,4.449969530105591,0.9752730131149292,1.086472796069251,1.9789848658773634,1.3862546492303212,0.8245810204082065,5211
