client_name,direct_MAE,direct_RMSE,client_order,indirect_MAE,indirect_RMSE
client_1,1.1177228689193726,1.47935077255775,1,1.1425522565841677,1.496156536806692
client_2,1.734131097793579,2.1490419959237976,2,1.255335807800293,1.7388917686647098
client_3,0.9310135841369628,1.270628798029262,3,0.8672459721565247,1.2106923008902788
client_4,0.9456786513328552,1.2174366941971753,4,0.8301296830177307,1.13056675842654
client_5,1.1306928396224976,1.524607126252385,5,1.0541614294052124,1.4740902018334834
client_6,1.452959060668945,1.87577136385472,6,1.4186949729919434,1.81355616611014
client_7,1.1381844282150269,1.543446836163339,7,1.0942972898483276,1.5025673194567728
client_8,1.1329307556152344,1.5367718996244106,8,1.119548201560974,1.5289749059919446
client_9,1.5689197778701782,1.9622101320631324,9,1.2568126916885376,1.7058624526114683
