round,client_id,client_name,num_samples,local_rc_norm,global_rc_norm,rc_rg_l2_norm,rc_rg_mean_abs,use_rc_regularization,rc_lambda
1,1,client_1,42023,0.6369830965995789,1.1808428764343262,0.7683780789375305,0.12808898091316223,True,1.0
1,2,client_2,42023,1.4793227910995483,1.1808428764343262,0.3162686228752136,0.0562247708439827,True,1.0
1,3,client_3,42023,1.3835079669952393,1.1808428764343262,0.23960427939891815,0.03993593156337738,True,1.0
1,4,client_4,42023,1.394057035446167,1.1808428764343262,0.2547553479671478,0.04841335117816925,True,1.0
1,5,client_5,42023,1.0386589765548706,1.1808428764343262,0.2729475796222687,0.045031510293483734,True,1.0
1,6,client_6,42023,1.2312318086624146,1.1808428764343262,0.24113215506076813,0.042701415717601776,True,1.0
1,7,client_7,42023,1.2031549215316772,1.1808428764343262,0.1631506234407425,0.029679086059331894,True,1.0
1,8,client_8,42023,1.4156063795089722,1.1808428764343262,0.2733967900276184,0.049531109631061554,True,1.0
1,9,client_9,42023,1.0668526887893677,1.1808428764343262,0.1995345801115036,0.03530564531683922,True,1.0
2,1,client_1,42023,1.1847457885742188,1.1797940731048584,0.015476386062800884,0.0027750045992434025,True,1.0
2,2,client_2,42023,1.1768251657485962,1.1797940731048584,0.0257329810410738,0.0046759117394685745,True,1.0
2,3,client_3,42023,1.1788177490234375,1.1797940731048584,0.025122523307800293,0.004598713014274836,True,1.0
2,4,client_4,42023,1.1748849153518677,1.1797940731048584,0.012669805437326431,0.0022451241966336966,True,1.0
2,5,client_5,42023,1.189347267150879,1.1797940731048584,0.016851380467414856,0.0033062235452234745,True,1.0
2,6,client_6,42023,1.1820266246795654,1.1797940731048584,0.010331589728593826,0.001811272231861949,True,1.0
2,7,client_7,42023,1.1709398031234741,1.1797940731048584,0.05111376941204071,0.009336689487099648,True,1.0
2,8,client_8,42023,1.1831790208816528,1.1797940731048584,0.015910204499959946,0.003067419398576021,True,1.0
2,9,client_9,42023,1.1794036626815796,1.1797940731048584,0.008349855430424213,0.001459162449464202,True,1.0
3,1,client_1,42023,1.1702181100845337,1.176733136177063,0.010677683167159557,0.0020173736847937107,True,1.0
3,2,client_2,42023,1.1881366968154907,1.176733136177063,0.04256465658545494,0.00806676410138607,True,1.0
3,3,client_3,42023,1.1685038805007935,1.176733136177063,0.01518457755446434,0.003064731601625681,True,1.0
3,4,client_4,42023,1.1808879375457764,1.176733136177063,0.010062824003398418,0.0018327046418562531,True,1.0
3,5,client_5,42023,1.177190899848938,1.176733136177063,0.04052407294511795,0.007472867611795664,True,1.0
3,6,client_6,42023,1.1833478212356567,1.176733136177063,0.028267621994018555,0.00539777334779501,True,1.0
3,7,client_7,42023,1.1812376976013184,1.176733136177063,0.00950815249234438,0.001810483867302537,True,1.0
3,8,client_8,42023,1.1673325300216675,1.176733136177063,0.022801047191023827,0.004383850377053022,True,1.0
3,9,client_9,42023,1.1758666038513184,1.176733136177063,0.010022507049143314,0.0016979801002889872,True,1.0
4,1,client_1,42023,1.1773627996444702,1.1770695447921753,0.011892342008650303,0.002068034838885069,True,1.0
4,2,client_2,42023,1.1754778623580933,1.1770695447921753,0.030979013070464134,0.005145248956978321,True,1.0
4,3,client_3,42023,1.174100637435913,1.1770695447921753,0.018441729247570038,0.0033354118932038546,True,1.0
4,4,client_4,42023,1.1728274822235107,1.1770695447921753,0.013300556689500809,0.0025638057850301266,True,1.0
4,5,client_5,42023,1.1817243099212646,1.1770695447921753,0.012861263006925583,0.0020860224030911922,True,1.0
4,6,client_6,42023,1.1724144220352173,1.1770695447921753,0.008597244508564472,0.0015223308000713587,True,1.0
