round,selected_clients,avg_local_train_loss,avg_local_val_loss,avg_local_train_task_loss,avg_local_train_rc_loss,avg_local_train_weighted_rc_loss,avg_local_train_total_loss,avg_local_train_rc_to_task_ratio,round_rc_to_task_ratio,global_rc_norm,avg_client_rc_rg_l2_norm,min_client_rc_rg_l2_norm,max_client_rc_rg_l2_norm,avg_personalized_head_ratio,avg_num_personalized_head_params,avg_num_head_params,avg_head_importance_mean,head_mask_jaccard_mean,head_mask_hamming_change_rate_mean,head_selected_importance_mean_avg,head_unselected_importance_mean_avg,head_importance_gap_mean_ratio_avg,head_importance_gap_boundary_ratio_avg,head_importance_selected_share_avg,regional_val_loss,regional_val_MAE,regional_val_MSE,regional_val_RMSE,regional_val_MAPE_percent,regional_val_R2,avg_client_val_MAE,avg_client_val_MSE,avg_client_val_RMSE,avg_client_val_R2,regional_val_samples
1,9,0.004114608693936944,0.0015319983535343263,0.004114608693936944,0.0,0.0,0.004114608693936944,0.0,0.0,1.1796603202819824,0.30052908923890853,0.1603451818227768,0.7623670697212219,1.0,353.0,353.0,1.3518690391518046e-05,,,1.3518690642211098e-05,,,,0.9999999997675801,0.00270137603561604,10.695733070373535,219.7114715576172,14.82266749129917,12.658366560935974,0.7488019466400146,1.704442924923367,5.809646778636509,2.284161255034766,0.6101679934395684,5211
