datetime_utc_start,datetime_utc_end,datetime_nem_start,datetime_nem_end,REGION,rrp_aud_per_mwh,total_demand_mw,SETTLEMENTDATE,PERIODTYPE
2012-02-16 09:00:00+00:00,2012-02-16 09:30:00+00:00,2012-02-16 19:00:00+10:00,2012-02-16 19:30:00+10:00,NSW1,28.44,9367.38,2012-02-16 19:30:00,TRADE
2012-02-16 09:30:00+00:00,2012-02-16 10:00:00+00:00,2012-02-16 19:30:00+10:00,2012-02-16 20:00:00+10:00,NSW1,28.58,9264.18,2012-02-16 20:00:00,TRADE
2012-02-16 10:00:00+00:00,2012-02-16 10:30:00+00:00,2012-02-16 20:00:00+10:00,2012-02-16 20:30:00+10:00,NSW1,26.18,8910.51,2012-02-16 20:30:00,TRADE
2012-02-16 10:30:00+00:00,2012-02-16 11:00:00+00:00,2012-02-16 20:30:00+10:00,2012-02-16 21:00:00+10:00,NSW1,26.29,8553.88,2012-02-16 21:00:00,TRADE
2012-02-16 11:00:00+00:00,2012-02-16 11:30:00+00:00,2012-02-16 21:00:00+10:00,2012-02-16 21:30:00+10:00,NSW1,26.21,8504.36,2012-02-16 21:30:00,TRADE
2012-02-16 11:30:00+00:00,2012-02-16 12:00:00+00:00,2012-02-16 21:30:00+10:00,2012-02-16 22:00:00+10:00,NSW1,24.74,8301.14,2012-02-16 22:00:00,TRADE
2012-02-16 12:00:00+00:00,2012-02-16 12:30:00+00:00,2012-02-16 22:00:00+10:00,2012-02-16 22:30:00+10:00,NSW1,28.46,8202.92,2012-02-16 22:30:00,TRADE
2012-02-16 12:30:00+00:00,2012-02-16 13:00:00+00:00,2012-02-16 22:30:00+10:00,2012-02-16 23:00:00+10:00,NSW1,25.64,8014.27,2012-02-16 23:00:00,TRADE
2012-02-16 13:00:00+00:00,2012-02-16 13:30:00+00:00,2012-02-16 23:00:00+10:00,2012-02-16 23:30:00+10:00,NSW1,25.63,7784.98,2012-02-16 23:30:00,TRADE
2012-02-16 13:30:00+00:00,2012-02-16 14:00:00+00:00,2012-02-16 23:30:00+10:00,2012-02-17 00:00:00+10:00,NSW1,27.17,7637.18,2012-02-17 00:00:00,TRADE
2012-02-16 14:00:00+00:00,2012-02-16 14:30:00+00:00,2012-02-17 00:00:00+10:00,2012-02-17 00:30:00+10:00,NSW1,25.0,7427.95,2012-02-17 00:30:00,TRADE
2012-02-16 14:30:00+00:00,2012-02-16 15:00:00+00:00,2012-02-17 00:30:00+10:00,2012-02-17 01:00:00+10:00,NSW1,23.08,7201.78,2012-02-17 01:00:00,TRADE
2012-02-16 15:00:00+00:00,2012-02-16 15:30:00+00:00,2012-02-17 01:00:00+10:00,2012-02-17 01:30:00+10:00,NSW1,22.08,6926.69,2012-02-17 01:30:00,TRADE
2012-02-16 15:30:00+00:00,2012-02-16 16:00:00+00:00,2012-02-17 01:30:00+10:00,2012-02-17 02:00:00+10:00,NSW1,16.17,6628.69,2012-02-17 02:00:00,TRADE
2012-02-16 16:00:00+00:00,2012-02-16 16:30:00+00:00,2012-02-17 02:00:00+10:00,2012-02-17 02:30:00+10:00,NSW1,16.27,6463.91,2012-02-17 02:30:00,TRADE
2012-02-16 16:30:00+00:00,2012-02-16 17:00:00+00:00,2012-02-17 02:30:00+10:00,2012-02-17 03:00:00+10:00,NSW1,13.73,6407.5,2012-02-17 03:00:00,TRADE
2012-02-16 17:00:00+00:00,2012-02-16 17:30:00+00:00,2012-02-17 03:00:00+10:00,2012-02-17 03:30:00+10:00,NSW1,14.7,6395.93,2012-02-17 03:30:00,TRADE
2012-02-16 17:30:00+00:00,2012-02-16 18:00:00+00:00,2012-02-17 03:30:00+10:00,2012-02-17 04:00:00+10:00,NSW1,16.02,6464.81,2012-02-17 04:00:00,TRADE
2012-02-16 18:00:00+00:00,2012-02-16 18:30:00+00:00,2012-02-17 04:00:00+10:00,2012-02-17 04:30:00+10:00,NSW1,17.97,6679.22,2012-02-17 04:30:00,TRADE
2012-02-16 18:30:00+00:00,2012-02-16 19:00:00+00:00,2012-02-17 04:30:00+10:00,2012-02-17 05:00:00+10:00,NSW1,19.57,6936.4,2012-02-17 05:00:00,TRADE
2012-02-16 19:00:00+00:00,2012-02-16 19:30:00+00:00,2012-02-17 05:00:00+10:00,2012-02-17 05:30:00+10:00,NSW1,27.13,7519.64,2012-02-17 05:30:00,TRADE
2012-02-16 19:30:00+00:00,2012-02-16 20:00:00+00:00,2012-02-17 05:30:00+10:00,2012-02-17 06:00:00+10:00,NSW1,26.73,7985.31,2012-02-17 06:00:00,TRADE
2012-02-16 20:00:00+00:00,2012-02-16 20:30:00+00:00,2012-02-17 06:00:00+10:00,2012-02-17 06:30:00+10:00,NSW1,27.21,8445.67,2012-02-17 06:30:00,TRADE
2012-02-16 20:30:00+00:00,2012-02-16 21:00:00+00:00,2012-02-17 06:30:00+10:00,2012-02-17 07:00:00+10:00,NSW1,27.56,8858.29,2012-02-17 07:00:00,TRADE
2012-02-16 21:00:00+00:00,2012-02-16 21:30:00+00:00,2012-02-17 07:00:00+10:00,2012-02-17 07:30:00+10:00,NSW1,25.68,9050.18,2012-02-17 07:30:00,TRADE
2012-02-16 21:30:00+00:00,2012-02-16 22:00:00+00:00,2012-02-17 07:30:00+10:00,2012-02-17 08:00:00+10:00,NSW1,27.19,9207.99,2012-02-17 08:00:00,TRADE
2012-02-16 22:00:00+00:00,2012-02-16 22:30:00+00:00,2012-02-17 08:00:00+10:00,2012-02-17 08:30:00+10:00,NSW1,27.22,9453.04,2012-02-17 08:30:00,TRADE
2012-02-16 22:30:00+00:00,2012-02-16 23:00:00+00:00,2012-02-17 08:30:00+10:00,2012-02-17 09:00:00+10:00,NSW1,28.7,9596.99,2012-02-17 09:00:00,TRADE
2012-02-16 23:00:00+00:00,2012-02-16 23:30:00+00:00,2012-02-17 09:00:00+10:00,2012-02-17 09:30:00+10:00,NSW1,26.93,9754.57,2012-02-17 09:30:00,TRADE
2012-02-16 23:30:00+00:00,2012-02-17 00:00:00+00:00,2012-02-17 09:30:00+10:00,2012-02-17 10:00:00+10:00,NSW1,30.87,9879.58,2012-02-17 10:00:00,TRADE
2012-02-17 00:00:00+00:00,2012-02-17 00:30:00+00:00,2012-02-17 10:00:00+10:00,2012-02-17 10:30:00+10:00,NSW1,29.42,9882.99,2012-02-17 10:30:00,TRADE
2012-02-17 00:30:00+00:00,2012-02-17 01:00:00+00:00,2012-02-17 10:30:00+10:00,2012-02-17 11:00:00+10:00,NSW1,28.38,9863.26,2012-02-17 11:00:00,TRADE
2012-02-17 01:00:00+00:00,2012-02-17 01:30:00+00:00,2012-02-17 11:00:00+10:00,2012-02-17 11:30:00+10:00,NSW1,30.08,9984.87,2012-02-17 11:30:00,TRADE
2012-02-17 01:30:00+00:00,2012-02-17 02:00:00+00:00,2012-02-17 11:30:00+10:00,2012-02-17 12:00:00+10:00,NSW1,27.84,10014.78,2012-02-17 12:00:00,TRADE
2012-02-17 02:00:00+00:00,2012-02-17 02:30:00+00:00,2012-02-17 12:00:00+10:00,2012-02-17 12:30:00+10:00,NSW1,28.22,10054.76,2012-02-17 12:30:00,TRADE
2012-02-17 02:30:00+00:00,2012-02-17 03:00:00+00:00,2012-02-17 12:30:00+10:00,2012-02-17 13:00:00+10:00,NSW1,33.04,10147.36,2012-02-17 13:00:00,TRADE
2012-02-17 03:00:00+00:00,2012-02-17 03:30:00+00:00,2012-02-17 13:00:00+10:00,2012-02-17 13:30:00+10:00,NSW1,30.28,10201.17,2012-02-17 13:30:00,TRADE
2012-02-17 03:30:00+00:00,2012-02-17 04:00:00+00:00,2012-02-17 13:30:00+10:00,2012-02-17 14:00:00+10:00,NSW1,29.24,10166.09,2012-02-17 14:00:00,TRADE
2012-02-17 04:00:00+00:00,2012-02-17 04:30:00+00:00,2012-02-17 14:00:00+10:00,2012-02-17 14:30:00+10:00,NSW1,26.67,9999.74,2012-02-17 14:30:00,TRADE
2012-02-17 04:30:00+00:00,2012-02-17 05:00:00+00:00,2012-02-17 14:30:00+10:00,2012-02-17 15:00:00+10:00,NSW1,27.28,9936.39,2012-02-17 15:00:00,TRADE
2012-02-17 05:00:00+00:00,2012-02-17 05:30:00+00:00,2012-02-17 15:00:00+10:00,2012-02-17 15:30:00+10:00,NSW1,25.78,9921.55,2012-02-17 15:30:00,TRADE
2012-02-17 05:30:00+00:00,2012-02-17 06:00:00+00:00,2012-02-17 15:30:00+10:00,2012-02-17 16:00:00+10:00,NSW1,30.97,9913.57,2012-02-17 16:00:00,TRADE
2012-02-17 06:00:00+00:00,2012-02-17 06:30:00+00:00,2012-02-17 16:00:00+10:00,2012-02-17 16:30:00+10:00,NSW1,26.55,9662.07,2012-02-17 16:30:00,TRADE
2012-02-17 06:30:00+00:00,2012-02-17 07:00:00+00:00,2012-02-17 16:30:00+10:00,2012-02-17 17:00:00+10:00,NSW1,26.16,9459.92,2012-02-17 17:00:00,TRADE
2012-02-17 07:00:00+00:00,2012-02-17 07:30:00+00:00,2012-02-17 17:00:00+10:00,2012-02-17 17:30:00+10:00,NSW1,26.16,9167.13,2012-02-17 17:30:00,TRADE
2012-02-17 07:30:00+00:00,2012-02-17 08:00:00+00:00,2012-02-17 17:30:00+10:00,2012-02-17 18:00:00+10:00,NSW1,25.74,8992.89,2012-02-17 18:00:00,TRADE
2012-02-17 08:00:00+00:00,2012-02-17 08:30:00+00:00,2012-02-17 18:00:00+10:00,2012-02-17 18:30:00+10:00,NSW1,26.12,8763.78,2012-02-17 18:30:00,TRADE
2012-02-17 08:30:00+00:00,2012-02-17 09:00:00+00:00,2012-02-17 18:30:00+10:00,2012-02-17 19:00:00+10:00,NSW1,26.98,8774.41,2012-02-17 19:00:00,TRADE
2012-02-17 09:00:00+00:00,2012-02-17 09:30:00+00:00,2012-02-17 19:00:00+10:00,2012-02-17 19:30:00+10:00,NSW1,29.1,8819.42,2012-02-17 19:30:00,TRADE
2012-02-17 09:30:00+00:00,2012-02-17 10:00:00+00:00,2012-02-17 19:30:00+10:00,2012-02-17 20:00:00+10:00,NSW1,30.14,8739.82,2012-02-17 20:00:00,TRADE
2012-02-17 10:00:00+00:00,2012-02-17 10:30:00+00:00,2012-02-17 20:00:00+10:00,2012-02-17 20:30:00+10:00,NSW1,29.38,8604.32,2012-02-17 20:30:00,TRADE
2012-02-17 10:30:00+00:00,2012-02-17 11:00:00+00:00,2012-02-17 20:30:00+10:00,2012-02-17 21:00:00+10:00,NSW1,25.94,8361.61,2012-02-17 21:00:00,TRADE
2012-02-17 11:00:00+00:00,2012-02-17 11:30:00+00:00,2012-02-17 21:00:00+10:00,2012-02-17 21:30:00+10:00,NSW1,27.3,8411.56,2012-02-17 21:30:00,TRADE
2012-02-17 11:30:00+00:00,2012-02-17 12:00:00+00:00,2012-02-17 21:30:00+10:00,2012-02-17 22:00:00+10:00,NSW1,24.8,8096.84,2012-02-17 22:00:00,TRADE
2012-02-17 12:00:00+00:00,2012-02-17 12:30:00+00:00,2012-02-17 22:00:00+10:00,2012-02-17 22:30:00+10:00,NSW1,31.98,8180.76,2012-02-17 22:30:00,TRADE
2012-02-17 12:30:00+00:00,2012-02-17 13:00:00+00:00,2012-02-17 22:30:00+10:00,2012-02-17 23:00:00+10:00,NSW1,27.12,8032.52,2012-02-17 23:00:00,TRADE
2012-02-17 13:00:00+00:00,2012-02-17 13:30:00+00:00,2012-02-17 23:00:00+10:00,2012-02-17 23:30:00+10:00,NSW1,27.02,7873.89,2012-02-17 23:30:00,TRADE
2012-02-17 13:30:00+00:00,2012-02-17 14:00:00+00:00,2012-02-17 23:30:00+10:00,2012-02-18 00:00:00+10:00,NSW1,25.8,7674.42,2012-02-18 00:00:00,TRADE
2012-02-17 14:00:00+00:00,2012-02-17 14:30:00+00:00,2012-02-18 00:00:00+10:00,2012-02-18 00:30:00+10:00,NSW1,25.85,7403.08,2012-02-18 00:30:00,TRADE
2012-02-17 14:30:00+00:00,2012-02-17 15:00:00+00:00,2012-02-18 00:30:00+10:00,2012-02-18 01:00:00+10:00,NSW1,24.74,7184.34,2012-02-18 01:00:00,TRADE
2012-02-17 15:00:00+00:00,2012-02-17 15:30:00+00:00,2012-02-18 01:00:00+10:00,2012-02-18 01:30:00+10:00,NSW1,24.43,6870.65,2012-02-18 01:30:00,TRADE
2012-02-17 15:30:00+00:00,2012-02-17 16:00:00+00:00,2012-02-18 01:30:00+10:00,2012-02-18 02:00:00+10:00,NSW1,22.13,6623.66,2012-02-18 02:00:00,TRADE
2012-02-17 16:00:00+00:00,2012-02-17 16:30:00+00:00,2012-02-18 02:00:00+10:00,2012-02-18 02:30:00+10:00,NSW1,22.47,6421.25,2012-02-18 02:30:00,TRADE
2012-02-17 16:30:00+00:00,2012-02-17 17:00:00+00:00,2012-02-18 02:30:00+10:00,2012-02-18 03:00:00+10:00,NSW1,18.23,6342.21,2012-02-18 03:00:00,TRADE
2012-02-17 17:00:00+00:00,2012-02-17 17:30:00+00:00,2012-02-18 03:00:00+10:00,2012-02-18 03:30:00+10:00,NSW1,20.8,6301.59,2012-02-18 03:30:00,TRADE
2012-02-17 17:30:00+00:00,2012-02-17 18:00:00+00:00,2012-02-18 03:30:00+10:00,2012-02-18 04:00:00+10:00,NSW1,18.84,6367.14,2012-02-18 04:00:00,TRADE
2012-02-17 18:00:00+00:00,2012-02-17 18:30:00+00:00,2012-02-18 04:00:00+10:00,2012-02-18 04:30:00+10:00,NSW1,20.78,6425.92,2012-02-18 04:30:00,TRADE
2012-02-17 18:30:00+00:00,2012-02-17 19:00:00+00:00,2012-02-18 04:30:00+10:00,2012-02-18 05:00:00+10:00,NSW1,19.31,6485.77,2012-02-18 05:00:00,TRADE
2012-02-17 19:00:00+00:00,2012-02-17 19:30:00+00:00,2012-02-18 05:00:00+10:00,2012-02-18 05:30:00+10:00,NSW1,24.31,6682.32,2012-02-18 05:30:00,TRADE
2012-02-17 19:30:00+00:00,2012-02-17 20:00:00+00:00,2012-02-18 05:30:00+10:00,2012-02-18 06:00:00+10:00,NSW1,24.51,6845.16,2012-02-18 06:00:00,TRADE
2012-02-17 20:00:00+00:00,2012-02-17 20:30:00+00:00,2012-02-18 06:00:00+10:00,2012-02-18 06:30:00+10:00,NSW1,21.89,7134.12,2012-02-18 06:30:00,TRADE
2012-02-17 20:30:00+00:00,2012-02-17 21:00:00+00:00,2012-02-18 06:30:00+10:00,2012-02-18 07:00:00+10:00,NSW1,25.72,7503.71,2012-02-18 07:00:00,TRADE
2012-02-17 21:00:00+00:00,2012-02-17 21:30:00+00:00,2012-02-18 07:00:00+10:00,2012-02-18 07:30:00+10:00,NSW1,26.95,7964.59,2012-02-18 07:30:00,TRADE
2012-02-17 21:30:00+00:00,2012-02-17 22:00:00+00:00,2012-02-18 07:30:00+10:00,2012-02-18 08:00:00+10:00,NSW1,28.3,8259.3,2012-02-18 08:00:00,TRADE
2012-02-17 22:00:00+00:00,2012-02-17 22:30:00+00:00,2012-02-18 08:00:00+10:00,2012-02-18 08:30:00+10:00,NSW1,30.25,8612.12,2012-02-18 08:30:00,TRADE
2012-02-17 22:30:00+00:00,2012-02-17 23:00:00+00:00,2012-02-18 08:30:00+10:00,2012-02-18 09:00:00+10:00,NSW1,30.4,8676.78,2012-02-18 09:00:00,TRADE
2012-02-17 23:00:00+00:00,2012-02-17 23:30:00+00:00,2012-02-18 09:00:00+10:00,2012-02-18 09:30:00+10:00,NSW1,31.59,8812.68,2012-02-18 09:30:00,TRADE
2012-02-17 23:30:00+00:00,2012-02-18 00:00:00+00:00,2012-02-18 09:30:00+10:00,2012-02-18 10:00:00+10:00,NSW1,32.11,8826.08,2012-02-18 10:00:00,TRADE
2012-02-18 00:00:00+00:00,2012-02-18 00:30:00+00:00,2012-02-18 10:00:00+10:00,2012-02-18 10:30:00+10:00,NSW1,31.66,8748.92,2012-02-18 10:30:00,TRADE
2012-02-18 00:30:00+00:00,2012-02-18 01:00:00+00:00,2012-02-18 10:30:00+10:00,2012-02-18 11:00:00+10:00,NSW1,31.89,8779.12,2012-02-18 11:00:00,TRADE
2012-02-18 01:00:00+00:00,2012-02-18 01:30:00+00:00,2012-02-18 11:00:00+10:00,2012-02-18 11:30:00+10:00,NSW1,32.48,8734.81,2012-02-18 11:30:00,TRADE
2012-02-18 01:30:00+00:00,2012-02-18 02:00:00+00:00,2012-02-18 11:30:00+10:00,2012-02-18 12:00:00+10:00,NSW1,32.16,8834.91,2012-02-18 12:00:00,TRADE
2012-02-18 02:00:00+00:00,2012-02-18 02:30:00+00:00,2012-02-18 12:00:00+10:00,2012-02-18 12:30:00+10:00,NSW1,31.6,8803.15,2012-02-18 12:30:00,TRADE
2012-02-18 02:30:00+00:00,2012-02-18 03:00:00+00:00,2012-02-18 12:30:00+10:00,2012-02-18 13:00:00+10:00,NSW1,31.95,8804.14,2012-02-18 13:00:00,TRADE
2012-02-18 03:00:00+00:00,2012-02-18 03:30:00+00:00,2012-02-18 13:00:00+10:00,2012-02-18 13:30:00+10:00,NSW1,32.81,8851.7,2012-02-18 13:30:00,TRADE
2012-02-18 03:30:00+00:00,2012-02-18 04:00:00+00:00,2012-02-18 13:30:00+10:00,2012-02-18 14:00:00+10:00,NSW1,32.59,8888.48,2012-02-18 14:00:00,TRADE
2012-02-18 04:00:00+00:00,2012-02-18 04:30:00+00:00,2012-02-18 14:00:00+10:00,2012-02-18 14:30:00+10:00,NSW1,31.48,8868.3,2012-02-18 14:30:00,TRADE
2012-02-18 04:30:00+00:00,2012-02-18 05:00:00+00:00,2012-02-18 14:30:00+10:00,2012-02-18 15:00:00+10:00,NSW1,31.5,8861.18,2012-02-18 15:00:00,TRADE
2012-02-18 05:00:00+00:00,2012-02-18 05:30:00+00:00,2012-02-18 15:00:00+10:00,2012-02-18 15:30:00+10:00,NSW1,31.63,8819.77,2012-02-18 15:30:00,TRADE
2012-02-18 05:30:00+00:00,2012-02-18 06:00:00+00:00,2012-02-18 15:30:00+10:00,2012-02-18 16:00:00+10:00,NSW1,32.06,8847.51,2012-02-18 16:00:00,TRADE
2012-02-18 06:00:00+00:00,2012-02-18 06:30:00+00:00,2012-02-18 16:00:00+10:00,2012-02-18 16:30:00+10:00,NSW1,32.02,8633.68,2012-02-18 16:30:00,TRADE
2012-02-18 06:30:00+00:00,2012-02-18 07:00:00+00:00,2012-02-18 16:30:00+10:00,2012-02-18 17:00:00+10:00,NSW1,31.52,8613.83,2012-02-18 17:00:00,TRADE
2012-02-18 07:00:00+00:00,2012-02-18 07:30:00+00:00,2012-02-18 17:00:00+10:00,2012-02-18 17:30:00+10:00,NSW1,31.48,8540.75,2012-02-18 17:30:00,TRADE
2012-02-18 07:30:00+00:00,2012-02-18 08:00:00+00:00,2012-02-18 17:30:00+10:00,2012-02-18 18:00:00+10:00,NSW1,31.45,8391.83,2012-02-18 18:00:00,TRADE
2012-02-18 08:00:00+00:00,2012-02-18 08:30:00+00:00,2012-02-18 18:00:00+10:00,2012-02-18 18:30:00+10:00,NSW1,31.49,8290.22,2012-02-18 18:30:00,TRADE
2012-02-18 08:30:00+00:00,2012-02-18 09:00:00+00:00,2012-02-18 18:30:00+10:00,2012-02-18 19:00:00+10:00,NSW1,31.51,8269.82,2012-02-18 19:00:00,TRADE
2012-02-18 09:00:00+00:00,2012-02-18 09:30:00+00:00,2012-02-18 19:00:00+10:00,2012-02-18 19:30:00+10:00,NSW1,31.68,8389.63,2012-02-18 19:30:00,TRADE
2012-02-18 09:30:00+00:00,2012-02-18 10:00:00+00:00,2012-02-18 19:30:00+10:00,2012-02-18 20:00:00+10:00,NSW1,31.5,8328.67,2012-02-18 20:00:00,TRADE
2012-02-18 10:00:00+00:00,2012-02-18 10:30:00+00:00,2012-02-18 20:00:00+10:00,2012-02-18 20:30:00+10:00,NSW1,30.84,8167.64,2012-02-18 20:30:00,TRADE
2012-02-18 10:30:00+00:00,2012-02-18 11:00:00+00:00,2012-02-18 20:30:00+10:00,2012-02-18 21:00:00+10:00,NSW1,26.94,7979.71,2012-02-18 21:00:00,TRADE
2012-02-18 11:00:00+00:00,2012-02-18 11:30:00+00:00,2012-02-18 21:00:00+10:00,2012-02-18 21:30:00+10:00,NSW1,26.81,7970.24,2012-02-18 21:30:00,TRADE
2012-02-18 11:30:00+00:00,2012-02-18 12:00:00+00:00,2012-02-18 21:30:00+10:00,2012-02-18 22:00:00+10:00,NSW1,26.27,7885.05,2012-02-18 22:00:00,TRADE
2012-02-18 12:00:00+00:00,2012-02-18 12:30:00+00:00,2012-02-18 22:00:00+10:00,2012-02-18 22:30:00+10:00,NSW1,29.58,7828.53,2012-02-18 22:30:00,TRADE
2012-02-18 12:30:00+00:00,2012-02-18 13:00:00+00:00,2012-02-18 22:30:00+10:00,2012-02-18 23:00:00+10:00,NSW1,26.91,7578.07,2012-02-18 23:00:00,TRADE
2012-02-18 13:00:00+00:00,2012-02-18 13:30:00+00:00,2012-02-18 23:00:00+10:00,2012-02-18 23:30:00+10:00,NSW1,26.21,7305.35,2012-02-18 23:30:00,TRADE
2012-02-18 13:30:00+00:00,2012-02-18 14:00:00+00:00,2012-02-18 23:30:00+10:00,2012-02-19 00:00:00+10:00,NSW1,27.13,7171.64,2012-02-19 00:00:00,TRADE
2012-02-18 14:00:00+00:00,2012-02-18 14:30:00+00:00,2012-02-19 00:00:00+10:00,2012-02-19 00:30:00+10:00,NSW1,26.39,7046.08,2012-02-19 00:30:00,TRADE
2012-02-18 14:30:00+00:00,2012-02-18 15:00:00+00:00,2012-02-19 00:30:00+10:00,2012-02-19 01:00:00+10:00,NSW1,26.41,6826.51,2012-02-19 01:00:00,TRADE
2012-02-18 15:00:00+00:00,2012-02-18 15:30:00+00:00,2012-02-19 01:00:00+10:00,2012-02-19 01:30:00+10:00,NSW1,25.42,6580.87,2012-02-19 01:30:00,TRADE
2012-02-18 15:30:00+00:00,2012-02-18 16:00:00+00:00,2012-02-19 01:30:00+10:00,2012-02-19 02:00:00+10:00,NSW1,24.3,6376.82,2012-02-19 02:00:00,TRADE
2012-02-18 16:00:00+00:00,2012-02-18 16:30:00+00:00,2012-02-19 02:00:00+10:00,2012-02-19 02:30:00+10:00,NSW1,22.48,6302.79,2012-02-19 02:30:00,TRADE
2012-02-18 16:30:00+00:00,2012-02-18 17:00:00+00:00,2012-02-19 02:30:00+10:00,2012-02-19 03:00:00+10:00,NSW1,17.75,6187.6,2012-02-19 03:00:00,TRADE
2012-02-18 17:00:00+00:00,2012-02-18 17:30:00+00:00,2012-02-19 03:00:00+10:00,2012-02-19 03:30:00+10:00,NSW1,20.09,6173.03,2012-02-19 03:30:00,TRADE
2012-02-18 17:30:00+00:00,2012-02-18 18:00:00+00:00,2012-02-19 03:30:00+10:00,2012-02-19 04:00:00+10:00,NSW1,17.64,6145.94,2012-02-19 04:00:00,TRADE
2012-02-18 18:00:00+00:00,2012-02-18 18:30:00+00:00,2012-02-19 04:00:00+10:00,2012-02-19 04:30:00+10:00,NSW1,18.47,6179.89,2012-02-19 04:30:00,TRADE
2012-02-18 18:30:00+00:00,2012-02-18 19:00:00+00:00,2012-02-19 04:30:00+10:00,2012-02-19 05:00:00+10:00,NSW1,22.45,6283.61,2012-02-19 05:00:00,TRADE
2012-02-18 19:00:00+00:00,2012-02-18 19:30:00+00:00,2012-02-19 05:00:00+10:00,2012-02-19 05:30:00+10:00,NSW1,26.75,6366.88,2012-02-19 05:30:00,TRADE
2012-02-18 19:30:00+00:00,2012-02-18 20:00:00+00:00,2012-02-19 05:30:00+10:00,2012-02-19 06:00:00+10:00,NSW1,20.55,6354.73,2012-02-19 06:00:00,TRADE
2012-02-18 20:00:00+00:00,2012-02-18 20:30:00+00:00,2012-02-19 06:00:00+10:00,2012-02-19 06:30:00+10:00,NSW1,21.74,6559.74,2012-02-19 06:30:00,TRADE
2012-02-18 20:30:00+00:00,2012-02-18 21:00:00+00:00,2012-02-19 06:30:00+10:00,2012-02-19 07:00:00+10:00,NSW1,24.48,6844.46,2012-02-19 07:00:00,TRADE
2012-02-18 21:00:00+00:00,2012-02-18 21:30:00+00:00,2012-02-19 07:00:00+10:00,2012-02-19 07:30:00+10:00,NSW1,24.38,7269.86,2012-02-19 07:30:00,TRADE
2012-02-18 21:30:00+00:00,2012-02-18 22:00:00+00:00,2012-02-19 07:30:00+10:00,2012-02-19 08:00:00+10:00,NSW1,26.19,7574.07,2012-02-19 08:00:00,TRADE
2012-02-18 22:00:00+00:00,2012-02-18 22:30:00+00:00,2012-02-19 08:00:00+10:00,2012-02-19 08:30:00+10:00,NSW1,26.47,7892.04,2012-02-19 08:30:00,TRADE
2012-02-18 22:30:00+00:00,2012-02-18 23:00:00+00:00,2012-02-19 08:30:00+10:00,2012-02-19 09:00:00+10:00,NSW1,26.96,8113.54,2012-02-19 09:00:00,TRADE
2012-02-18 23:00:00+00:00,2012-02-18 23:30:00+00:00,2012-02-19 09:00:00+10:00,2012-02-19 09:30:00+10:00,NSW1,28.15,8324.9,2012-02-19 09:30:00,TRADE
2012-02-18 23:30:00+00:00,2012-02-19 00:00:00+00:00,2012-02-19 09:30:00+10:00,2012-02-19 10:00:00+10:00,NSW1,27.36,8335.15,2012-02-19 10:00:00,TRADE
2012-02-19 00:00:00+00:00,2012-02-19 00:30:00+00:00,2012-02-19 10:00:00+10:00,2012-02-19 10:30:00+10:00,NSW1,29.46,8386.4,2012-02-19 10:30:00,TRADE
2012-02-19 00:30:00+00:00,2012-02-19 01:00:00+00:00,2012-02-19 10:30:00+10:00,2012-02-19 11:00:00+10:00,NSW1,29.89,8428.24,2012-02-19 11:00:00,TRADE
2012-02-19 01:00:00+00:00,2012-02-19 01:30:00+00:00,2012-02-19 11:00:00+10:00,2012-02-19 11:30:00+10:00,NSW1,27.83,8507.9,2012-02-19 11:30:00,TRADE
2012-02-19 01:30:00+00:00,2012-02-19 02:00:00+00:00,2012-02-19 11:30:00+10:00,2012-02-19 12:00:00+10:00,NSW1,29.47,8527.13,2012-02-19 12:00:00,TRADE
2012-02-19 02:00:00+00:00,2012-02-19 02:30:00+00:00,2012-02-19 12:00:00+10:00,2012-02-19 12:30:00+10:00,NSW1,31.28,8592.08,2012-02-19 12:30:00,TRADE
2012-02-19 02:30:00+00:00,2012-02-19 03:00:00+00:00,2012-02-19 12:30:00+10:00,2012-02-19 13:00:00+10:00,NSW1,32.1,8663.04,2012-02-19 13:00:00,TRADE
2012-02-19 03:00:00+00:00,2012-02-19 03:30:00+00:00,2012-02-19 13:00:00+10:00,2012-02-19 13:30:00+10:00,NSW1,30.61,8708.49,2012-02-19 13:30:00,TRADE
2012-02-19 03:30:00+00:00,2012-02-19 04:00:00+00:00,2012-02-19 13:30:00+10:00,2012-02-19 14:00:00+10:00,NSW1,32.55,8816.94,2012-02-19 14:00:00,TRADE
2012-02-19 04:00:00+00:00,2012-02-19 04:30:00+00:00,2012-02-19 14:00:00+10:00,2012-02-19 14:30:00+10:00,NSW1,32.97,8918.21,2012-02-19 14:30:00,TRADE
2012-02-19 04:30:00+00:00,2012-02-19 05:00:00+00:00,2012-02-19 14:30:00+10:00,2012-02-19 15:00:00+10:00,NSW1,36.23,9080.84,2012-02-19 15:00:00,TRADE
2012-02-19 05:00:00+00:00,2012-02-19 05:30:00+00:00,2012-02-19 15:00:00+10:00,2012-02-19 15:30:00+10:00,NSW1,31.53,9132.98,2012-02-19 15:30:00,TRADE
2012-02-19 05:30:00+00:00,2012-02-19 06:00:00+00:00,2012-02-19 15:30:00+10:00,2012-02-19 16:00:00+10:00,NSW1,32.66,9163.75,2012-02-19 16:00:00,TRADE
2012-02-19 06:00:00+00:00,2012-02-19 06:30:00+00:00,2012-02-19 16:00:00+10:00,2012-02-19 16:30:00+10:00,NSW1,29.65,9221.79,2012-02-19 16:30:00,TRADE
