datetime_utc_start,datetime_utc_end,datetime_nem_start,datetime_nem_end,REGION,rrp_aud_per_mwh,total_demand_mw,SETTLEMENTDATE,PERIODTYPE
2010-11-18 19:30:00+00:00,2010-11-18 20:00:00+00:00,2010-11-19 05:30:00+10:00,2010-11-19 06:00:00+10:00,NSW1,23.15,8086.14,2010-11-19 06:00:00,TRADE
2010-11-18 20:00:00+00:00,2010-11-18 20:30:00+00:00,2010-11-19 06:00:00+10:00,2010-11-19 06:30:00+10:00,NSW1,23.08,8486.14,2010-11-19 06:30:00,TRADE
2010-11-18 20:30:00+00:00,2010-11-18 21:00:00+00:00,2010-11-19 06:30:00+10:00,2010-11-19 07:00:00+10:00,NSW1,25.35,8901.87,2010-11-19 07:00:00,TRADE
2010-11-18 21:00:00+00:00,2010-11-18 21:30:00+00:00,2010-11-19 07:00:00+10:00,2010-11-19 07:30:00+10:00,NSW1,20.81,9028.32,2010-11-19 07:30:00,TRADE
2010-11-18 21:30:00+00:00,2010-11-18 22:00:00+00:00,2010-11-19 07:30:00+10:00,2010-11-19 08:00:00+10:00,NSW1,21.52,9097.9,2010-11-19 08:00:00,TRADE
2010-11-18 22:00:00+00:00,2010-11-18 22:30:00+00:00,2010-11-19 08:00:00+10:00,2010-11-19 08:30:00+10:00,NSW1,23.42,9257.81,2010-11-19 08:30:00,TRADE
2010-11-18 22:30:00+00:00,2010-11-18 23:00:00+00:00,2010-11-19 08:30:00+10:00,2010-11-19 09:00:00+10:00,NSW1,23.6,9311.52,2010-11-19 09:00:00,TRADE
2010-11-18 23:00:00+00:00,2010-11-18 23:30:00+00:00,2010-11-19 09:00:00+10:00,2010-11-19 09:30:00+10:00,NSW1,23.68,9341.68,2010-11-19 09:30:00,TRADE
2010-11-18 23:30:00+00:00,2010-11-19 00:00:00+00:00,2010-11-19 09:30:00+10:00,2010-11-19 10:00:00+10:00,NSW1,23.76,9330.75,2010-11-19 10:00:00,TRADE
2010-11-19 00:00:00+00:00,2010-11-19 00:30:00+00:00,2010-11-19 10:00:00+10:00,2010-11-19 10:30:00+10:00,NSW1,23.47,9252.11,2010-11-19 10:30:00,TRADE
2010-11-19 00:30:00+00:00,2010-11-19 01:00:00+00:00,2010-11-19 10:30:00+10:00,2010-11-19 11:00:00+10:00,NSW1,22.96,9174.87,2010-11-19 11:00:00,TRADE
2010-11-19 01:00:00+00:00,2010-11-19 01:30:00+00:00,2010-11-19 11:00:00+10:00,2010-11-19 11:30:00+10:00,NSW1,24.01,9296.21,2010-11-19 11:30:00,TRADE
2010-11-19 01:30:00+00:00,2010-11-19 02:00:00+00:00,2010-11-19 11:30:00+10:00,2010-11-19 12:00:00+10:00,NSW1,23.13,9184.21,2010-11-19 12:00:00,TRADE
2010-11-19 02:00:00+00:00,2010-11-19 02:30:00+00:00,2010-11-19 12:00:00+10:00,2010-11-19 12:30:00+10:00,NSW1,22.96,9127.45,2010-11-19 12:30:00,TRADE
2010-11-19 02:30:00+00:00,2010-11-19 03:00:00+00:00,2010-11-19 12:30:00+10:00,2010-11-19 13:00:00+10:00,NSW1,23.06,9104.33,2010-11-19 13:00:00,TRADE
2010-11-19 03:00:00+00:00,2010-11-19 03:30:00+00:00,2010-11-19 13:00:00+10:00,2010-11-19 13:30:00+10:00,NSW1,22.95,9037.21,2010-11-19 13:30:00,TRADE
2010-11-19 03:30:00+00:00,2010-11-19 04:00:00+00:00,2010-11-19 13:30:00+10:00,2010-11-19 14:00:00+10:00,NSW1,22.89,8908.58,2010-11-19 14:00:00,TRADE
2010-11-19 04:00:00+00:00,2010-11-19 04:30:00+00:00,2010-11-19 14:00:00+10:00,2010-11-19 14:30:00+10:00,NSW1,22.94,8776.77,2010-11-19 14:30:00,TRADE
2010-11-19 04:30:00+00:00,2010-11-19 05:00:00+00:00,2010-11-19 14:30:00+10:00,2010-11-19 15:00:00+10:00,NSW1,22.63,8776.51,2010-11-19 15:00:00,TRADE
2010-11-19 05:00:00+00:00,2010-11-19 05:30:00+00:00,2010-11-19 15:00:00+10:00,2010-11-19 15:30:00+10:00,NSW1,22.82,8841.54,2010-11-19 15:30:00,TRADE
2010-11-19 05:30:00+00:00,2010-11-19 06:00:00+00:00,2010-11-19 15:30:00+10:00,2010-11-19 16:00:00+10:00,NSW1,23.69,8851.47,2010-11-19 16:00:00,TRADE
2010-11-19 06:00:00+00:00,2010-11-19 06:30:00+00:00,2010-11-19 16:00:00+10:00,2010-11-19 16:30:00+10:00,NSW1,23.76,8798.11,2010-11-19 16:30:00,TRADE
2010-11-19 06:30:00+00:00,2010-11-19 07:00:00+00:00,2010-11-19 16:30:00+10:00,2010-11-19 17:00:00+10:00,NSW1,23.05,8733.41,2010-11-19 17:00:00,TRADE
2010-11-19 07:00:00+00:00,2010-11-19 07:30:00+00:00,2010-11-19 17:00:00+10:00,2010-11-19 17:30:00+10:00,NSW1,22.43,8542.93,2010-11-19 17:30:00,TRADE
2010-11-19 07:30:00+00:00,2010-11-19 08:00:00+00:00,2010-11-19 17:30:00+10:00,2010-11-19 18:00:00+10:00,NSW1,22.1,8544.56,2010-11-19 18:00:00,TRADE
2010-11-19 08:00:00+00:00,2010-11-19 08:30:00+00:00,2010-11-19 18:00:00+10:00,2010-11-19 18:30:00+10:00,NSW1,20.84,8468.44,2010-11-19 18:30:00,TRADE
2010-11-19 08:30:00+00:00,2010-11-19 09:00:00+00:00,2010-11-19 18:30:00+10:00,2010-11-19 19:00:00+10:00,NSW1,22.2,8507.41,2010-11-19 19:00:00,TRADE
2010-11-19 09:00:00+00:00,2010-11-19 09:30:00+00:00,2010-11-19 19:00:00+10:00,2010-11-19 19:30:00+10:00,NSW1,22.55,8575.36,2010-11-19 19:30:00,TRADE
2010-11-19 09:30:00+00:00,2010-11-19 10:00:00+00:00,2010-11-19 19:30:00+10:00,2010-11-19 20:00:00+10:00,NSW1,22.19,8434.61,2010-11-19 20:00:00,TRADE
2010-11-19 10:00:00+00:00,2010-11-19 10:30:00+00:00,2010-11-19 20:00:00+10:00,2010-11-19 20:30:00+10:00,NSW1,22.21,8201.8,2010-11-19 20:30:00,TRADE
2010-11-19 10:30:00+00:00,2010-11-19 11:00:00+00:00,2010-11-19 20:30:00+10:00,2010-11-19 21:00:00+10:00,NSW1,20.25,7990.06,2010-11-19 21:00:00,TRADE
2010-11-19 11:00:00+00:00,2010-11-19 11:30:00+00:00,2010-11-19 21:00:00+10:00,2010-11-19 21:30:00+10:00,NSW1,20.77,8040.75,2010-11-19 21:30:00,TRADE
2010-11-19 11:30:00+00:00,2010-11-19 12:00:00+00:00,2010-11-19 21:30:00+10:00,2010-11-19 22:00:00+10:00,NSW1,20.67,7989.99,2010-11-19 22:00:00,TRADE
2010-11-19 12:00:00+00:00,2010-11-19 12:30:00+00:00,2010-11-19 22:00:00+10:00,2010-11-19 22:30:00+10:00,NSW1,22.65,8099.74,2010-11-19 22:30:00,TRADE
2010-11-19 12:30:00+00:00,2010-11-19 13:00:00+00:00,2010-11-19 22:30:00+10:00,2010-11-19 23:00:00+10:00,NSW1,22.51,8030.74,2010-11-19 23:00:00,TRADE
2010-11-19 13:00:00+00:00,2010-11-19 13:30:00+00:00,2010-11-19 23:00:00+10:00,2010-11-19 23:30:00+10:00,NSW1,23.22,7861.39,2010-11-19 23:30:00,TRADE
2010-11-19 13:30:00+00:00,2010-11-19 14:00:00+00:00,2010-11-19 23:30:00+10:00,2010-11-20 00:00:00+10:00,NSW1,22.96,7698.96,2010-11-20 00:00:00,TRADE
2010-11-19 14:00:00+00:00,2010-11-19 14:30:00+00:00,2010-11-20 00:00:00+10:00,2010-11-20 00:30:00+10:00,NSW1,22.39,7498.86,2010-11-20 00:30:00,TRADE
2010-11-19 14:30:00+00:00,2010-11-19 15:00:00+00:00,2010-11-20 00:30:00+10:00,2010-11-20 01:00:00+10:00,NSW1,22.82,7281.45,2010-11-20 01:00:00,TRADE
2010-11-19 15:00:00+00:00,2010-11-19 15:30:00+00:00,2010-11-20 01:00:00+10:00,2010-11-20 01:30:00+10:00,NSW1,22.93,6936.39,2010-11-20 01:30:00,TRADE
2010-11-19 15:30:00+00:00,2010-11-19 16:00:00+00:00,2010-11-20 01:30:00+10:00,2010-11-20 02:00:00+10:00,NSW1,21.88,6676.8,2010-11-20 02:00:00,TRADE
2010-11-19 16:00:00+00:00,2010-11-19 16:30:00+00:00,2010-11-20 02:00:00+10:00,2010-11-20 02:30:00+10:00,NSW1,19.7,6396.83,2010-11-20 02:30:00,TRADE
2010-11-19 16:30:00+00:00,2010-11-19 17:00:00+00:00,2010-11-20 02:30:00+10:00,2010-11-20 03:00:00+10:00,NSW1,19.76,6314.37,2010-11-20 03:00:00,TRADE
2010-11-19 17:00:00+00:00,2010-11-19 17:30:00+00:00,2010-11-20 03:00:00+10:00,2010-11-20 03:30:00+10:00,NSW1,19.83,6267.42,2010-11-20 03:30:00,TRADE
2010-11-19 17:30:00+00:00,2010-11-19 18:00:00+00:00,2010-11-20 03:30:00+10:00,2010-11-20 04:00:00+10:00,NSW1,20.56,6277.04,2010-11-20 04:00:00,TRADE
2010-11-19 18:00:00+00:00,2010-11-19 18:30:00+00:00,2010-11-20 04:00:00+10:00,2010-11-20 04:30:00+10:00,NSW1,21.14,6376.66,2010-11-20 04:30:00,TRADE
2010-11-19 18:30:00+00:00,2010-11-19 19:00:00+00:00,2010-11-20 04:30:00+10:00,2010-11-20 05:00:00+10:00,NSW1,24.37,6391.01,2010-11-20 05:00:00,TRADE
2010-11-19 19:00:00+00:00,2010-11-19 19:30:00+00:00,2010-11-20 05:00:00+10:00,2010-11-20 05:30:00+10:00,NSW1,25.22,6606.38,2010-11-20 05:30:00,TRADE
2010-11-19 19:30:00+00:00,2010-11-19 20:00:00+00:00,2010-11-20 05:30:00+10:00,2010-11-20 06:00:00+10:00,NSW1,22.69,6879.9,2010-11-20 06:00:00,TRADE
2010-11-19 20:00:00+00:00,2010-11-19 20:30:00+00:00,2010-11-20 06:00:00+10:00,2010-11-20 06:30:00+10:00,NSW1,24.48,7200.98,2010-11-20 06:30:00,TRADE
2010-11-19 20:30:00+00:00,2010-11-19 21:00:00+00:00,2010-11-20 06:30:00+10:00,2010-11-20 07:00:00+10:00,NSW1,25.32,7572.37,2010-11-20 07:00:00,TRADE
2010-11-19 21:00:00+00:00,2010-11-19 21:30:00+00:00,2010-11-20 07:00:00+10:00,2010-11-20 07:30:00+10:00,NSW1,23.47,7989.62,2010-11-20 07:30:00,TRADE
2010-11-19 21:30:00+00:00,2010-11-19 22:00:00+00:00,2010-11-20 07:30:00+10:00,2010-11-20 08:00:00+10:00,NSW1,25.2,8264.51,2010-11-20 08:00:00,TRADE
2010-11-19 22:00:00+00:00,2010-11-19 22:30:00+00:00,2010-11-20 08:00:00+10:00,2010-11-20 08:30:00+10:00,NSW1,23.85,8421.6,2010-11-20 08:30:00,TRADE
2010-11-19 22:30:00+00:00,2010-11-19 23:00:00+00:00,2010-11-20 08:30:00+10:00,2010-11-20 09:00:00+10:00,NSW1,24.46,8495.47,2010-11-20 09:00:00,TRADE
2010-11-19 23:00:00+00:00,2010-11-19 23:30:00+00:00,2010-11-20 09:00:00+10:00,2010-11-20 09:30:00+10:00,NSW1,24.57,8544.23,2010-11-20 09:30:00,TRADE
2010-11-19 23:30:00+00:00,2010-11-20 00:00:00+00:00,2010-11-20 09:30:00+10:00,2010-11-20 10:00:00+10:00,NSW1,24.05,8481.18,2010-11-20 10:00:00,TRADE
2010-11-20 00:00:00+00:00,2010-11-20 00:30:00+00:00,2010-11-20 10:00:00+10:00,2010-11-20 10:30:00+10:00,NSW1,23.27,8466.99,2010-11-20 10:30:00,TRADE
2010-11-20 00:30:00+00:00,2010-11-20 01:00:00+00:00,2010-11-20 10:30:00+10:00,2010-11-20 11:00:00+10:00,NSW1,22.94,8380.54,2010-11-20 11:00:00,TRADE
2010-11-20 01:00:00+00:00,2010-11-20 01:30:00+00:00,2010-11-20 11:00:00+10:00,2010-11-20 11:30:00+10:00,NSW1,22.92,8307.48,2010-11-20 11:30:00,TRADE
2010-11-20 01:30:00+00:00,2010-11-20 02:00:00+00:00,2010-11-20 11:30:00+10:00,2010-11-20 12:00:00+10:00,NSW1,22.88,8208.27,2010-11-20 12:00:00,TRADE
2010-11-20 02:00:00+00:00,2010-11-20 02:30:00+00:00,2010-11-20 12:00:00+10:00,2010-11-20 12:30:00+10:00,NSW1,22.77,8103.64,2010-11-20 12:30:00,TRADE
2010-11-20 02:30:00+00:00,2010-11-20 03:00:00+00:00,2010-11-20 12:30:00+10:00,2010-11-20 13:00:00+10:00,NSW1,22.24,8019.13,2010-11-20 13:00:00,TRADE
2010-11-20 03:00:00+00:00,2010-11-20 03:30:00+00:00,2010-11-20 13:00:00+10:00,2010-11-20 13:30:00+10:00,NSW1,23.14,8052.48,2010-11-20 13:30:00,TRADE
2010-11-20 03:30:00+00:00,2010-11-20 04:00:00+00:00,2010-11-20 13:30:00+10:00,2010-11-20 14:00:00+10:00,NSW1,25.25,7998.17,2010-11-20 14:00:00,TRADE
2010-11-20 04:00:00+00:00,2010-11-20 04:30:00+00:00,2010-11-20 14:00:00+10:00,2010-11-20 14:30:00+10:00,NSW1,25.25,7995.55,2010-11-20 14:30:00,TRADE
2010-11-20 04:30:00+00:00,2010-11-20 05:00:00+00:00,2010-11-20 14:30:00+10:00,2010-11-20 15:00:00+10:00,NSW1,25.25,7981.04,2010-11-20 15:00:00,TRADE
2010-11-20 05:00:00+00:00,2010-11-20 05:30:00+00:00,2010-11-20 15:00:00+10:00,2010-11-20 15:30:00+10:00,NSW1,25.25,8033.03,2010-11-20 15:30:00,TRADE
2010-11-20 05:30:00+00:00,2010-11-20 06:00:00+00:00,2010-11-20 15:30:00+10:00,2010-11-20 16:00:00+10:00,NSW1,25.25,8018.03,2010-11-20 16:00:00,TRADE
2010-11-20 06:00:00+00:00,2010-11-20 06:30:00+00:00,2010-11-20 16:00:00+10:00,2010-11-20 16:30:00+10:00,NSW1,25.25,7973.22,2010-11-20 16:30:00,TRADE
2010-11-20 06:30:00+00:00,2010-11-20 07:00:00+00:00,2010-11-20 16:30:00+10:00,2010-11-20 17:00:00+10:00,NSW1,25.25,7977.28,2010-11-20 17:00:00,TRADE
2010-11-20 07:00:00+00:00,2010-11-20 07:30:00+00:00,2010-11-20 17:00:00+10:00,2010-11-20 17:30:00+10:00,NSW1,22.81,7982.32,2010-11-20 17:30:00,TRADE
2010-11-20 07:30:00+00:00,2010-11-20 08:00:00+00:00,2010-11-20 17:30:00+10:00,2010-11-20 18:00:00+10:00,NSW1,22.33,7905.84,2010-11-20 18:00:00,TRADE
2010-11-20 08:00:00+00:00,2010-11-20 08:30:00+00:00,2010-11-20 18:00:00+10:00,2010-11-20 18:30:00+10:00,NSW1,19.61,7847.67,2010-11-20 18:30:00,TRADE
2010-11-20 08:30:00+00:00,2010-11-20 09:00:00+00:00,2010-11-20 18:30:00+10:00,2010-11-20 19:00:00+10:00,NSW1,20.45,7901.97,2010-11-20 19:00:00,TRADE
2010-11-20 09:00:00+00:00,2010-11-20 09:30:00+00:00,2010-11-20 19:00:00+10:00,2010-11-20 19:30:00+10:00,NSW1,20.75,7984.08,2010-11-20 19:30:00,TRADE
2010-11-20 09:30:00+00:00,2010-11-20 10:00:00+00:00,2010-11-20 19:30:00+10:00,2010-11-20 20:00:00+10:00,NSW1,20.81,7928.23,2010-11-20 20:00:00,TRADE
2010-11-20 10:00:00+00:00,2010-11-20 10:30:00+00:00,2010-11-20 20:00:00+10:00,2010-11-20 20:30:00+10:00,NSW1,19.98,7755.08,2010-11-20 20:30:00,TRADE
2010-11-20 10:30:00+00:00,2010-11-20 11:00:00+00:00,2010-11-20 20:30:00+10:00,2010-11-20 21:00:00+10:00,NSW1,19.67,7653.65,2010-11-20 21:00:00,TRADE
2010-11-20 11:00:00+00:00,2010-11-20 11:30:00+00:00,2010-11-20 21:00:00+10:00,2010-11-20 21:30:00+10:00,NSW1,18.55,7576.1,2010-11-20 21:30:00,TRADE
2010-11-20 11:30:00+00:00,2010-11-20 12:00:00+00:00,2010-11-20 21:30:00+10:00,2010-11-20 22:00:00+10:00,NSW1,17.44,7483.01,2010-11-20 22:00:00,TRADE
2010-11-20 12:00:00+00:00,2010-11-20 12:30:00+00:00,2010-11-20 22:00:00+10:00,2010-11-20 22:30:00+10:00,NSW1,20.67,7566.4,2010-11-20 22:30:00,TRADE
2010-11-20 12:30:00+00:00,2010-11-20 13:00:00+00:00,2010-11-20 22:30:00+10:00,2010-11-20 23:00:00+10:00,NSW1,19.58,7456.93,2010-11-20 23:00:00,TRADE
2010-11-20 13:00:00+00:00,2010-11-20 13:30:00+00:00,2010-11-20 23:00:00+10:00,2010-11-20 23:30:00+10:00,NSW1,19.76,7278.91,2010-11-20 23:30:00,TRADE
2010-11-20 13:30:00+00:00,2010-11-20 14:00:00+00:00,2010-11-20 23:30:00+10:00,2010-11-21 00:00:00+10:00,NSW1,19.98,7090.83,2010-11-21 00:00:00,TRADE
2010-11-20 14:00:00+00:00,2010-11-20 14:30:00+00:00,2010-11-21 00:00:00+10:00,2010-11-21 00:30:00+10:00,NSW1,16.87,6986.06,2010-11-21 00:30:00,TRADE
2010-11-20 14:30:00+00:00,2010-11-20 15:00:00+00:00,2010-11-21 00:30:00+10:00,2010-11-21 01:00:00+10:00,NSW1,16.43,6760.39,2010-11-21 01:00:00,TRADE
2010-11-20 15:00:00+00:00,2010-11-20 15:30:00+00:00,2010-11-21 01:00:00+10:00,2010-11-21 01:30:00+10:00,NSW1,17.21,6527.12,2010-11-21 01:30:00,TRADE
2010-11-20 15:30:00+00:00,2010-11-20 16:00:00+00:00,2010-11-21 01:30:00+10:00,2010-11-21 02:00:00+10:00,NSW1,12.31,6294.61,2010-11-21 02:00:00,TRADE
2010-11-20 16:00:00+00:00,2010-11-20 16:30:00+00:00,2010-11-21 02:00:00+10:00,2010-11-21 02:30:00+10:00,NSW1,10.86,6139.96,2010-11-21 02:30:00,TRADE
2010-11-20 16:30:00+00:00,2010-11-20 17:00:00+00:00,2010-11-21 02:30:00+10:00,2010-11-21 03:00:00+10:00,NSW1,10.77,6051.96,2010-11-21 03:00:00,TRADE
2010-11-20 17:00:00+00:00,2010-11-20 17:30:00+00:00,2010-11-21 03:00:00+10:00,2010-11-21 03:30:00+10:00,NSW1,10.41,6005.29,2010-11-21 03:30:00,TRADE
2010-11-20 17:30:00+00:00,2010-11-20 18:00:00+00:00,2010-11-21 03:30:00+10:00,2010-11-21 04:00:00+10:00,NSW1,10.3,5980.31,2010-11-21 04:00:00,TRADE
2010-11-20 18:00:00+00:00,2010-11-20 18:30:00+00:00,2010-11-21 04:00:00+10:00,2010-11-21 04:30:00+10:00,NSW1,10.7,6036.0,2010-11-21 04:30:00,TRADE
2010-11-20 18:30:00+00:00,2010-11-20 19:00:00+00:00,2010-11-21 04:30:00+10:00,2010-11-21 05:00:00+10:00,NSW1,10.69,6021.97,2010-11-21 05:00:00,TRADE
2010-11-20 19:00:00+00:00,2010-11-20 19:30:00+00:00,2010-11-21 05:00:00+10:00,2010-11-21 05:30:00+10:00,NSW1,11.56,6129.97,2010-11-21 05:30:00,TRADE
2010-11-20 19:30:00+00:00,2010-11-20 20:00:00+00:00,2010-11-21 05:30:00+10:00,2010-11-21 06:00:00+10:00,NSW1,12.0,6259.3,2010-11-21 06:00:00,TRADE
2010-11-20 20:00:00+00:00,2010-11-20 20:30:00+00:00,2010-11-21 06:00:00+10:00,2010-11-21 06:30:00+10:00,NSW1,16.28,6515.63,2010-11-21 06:30:00,TRADE
2010-11-20 20:30:00+00:00,2010-11-20 21:00:00+00:00,2010-11-21 06:30:00+10:00,2010-11-21 07:00:00+10:00,NSW1,20.99,6865.08,2010-11-21 07:00:00,TRADE
2010-11-20 21:00:00+00:00,2010-11-20 21:30:00+00:00,2010-11-21 07:00:00+10:00,2010-11-21 07:30:00+10:00,NSW1,21.9,7278.56,2010-11-21 07:30:00,TRADE
2010-11-20 21:30:00+00:00,2010-11-20 22:00:00+00:00,2010-11-21 07:30:00+10:00,2010-11-21 08:00:00+10:00,NSW1,21.09,7571.23,2010-11-21 08:00:00,TRADE
2010-11-20 22:00:00+00:00,2010-11-20 22:30:00+00:00,2010-11-21 08:00:00+10:00,2010-11-21 08:30:00+10:00,NSW1,22.5,7880.97,2010-11-21 08:30:00,TRADE
2010-11-20 22:30:00+00:00,2010-11-20 23:00:00+00:00,2010-11-21 08:30:00+10:00,2010-11-21 09:00:00+10:00,NSW1,22.95,8005.78,2010-11-21 09:00:00,TRADE
2010-11-20 23:00:00+00:00,2010-11-20 23:30:00+00:00,2010-11-21 09:00:00+10:00,2010-11-21 09:30:00+10:00,NSW1,22.96,8125.06,2010-11-21 09:30:00,TRADE
2010-11-20 23:30:00+00:00,2010-11-21 00:00:00+00:00,2010-11-21 09:30:00+10:00,2010-11-21 10:00:00+10:00,NSW1,23.42,8128.52,2010-11-21 10:00:00,TRADE
2010-11-21 00:00:00+00:00,2010-11-21 00:30:00+00:00,2010-11-21 10:00:00+10:00,2010-11-21 10:30:00+10:00,NSW1,22.66,8082.69,2010-11-21 10:30:00,TRADE
2010-11-21 00:30:00+00:00,2010-11-21 01:00:00+00:00,2010-11-21 10:30:00+10:00,2010-11-21 11:00:00+10:00,NSW1,22.35,8052.26,2010-11-21 11:00:00,TRADE
2010-11-21 01:00:00+00:00,2010-11-21 01:30:00+00:00,2010-11-21 11:00:00+10:00,2010-11-21 11:30:00+10:00,NSW1,22.78,8077.55,2010-11-21 11:30:00,TRADE
2010-11-21 01:30:00+00:00,2010-11-21 02:00:00+00:00,2010-11-21 11:30:00+10:00,2010-11-21 12:00:00+10:00,NSW1,22.76,8058.23,2010-11-21 12:00:00,TRADE
2010-11-21 02:00:00+00:00,2010-11-21 02:30:00+00:00,2010-11-21 12:00:00+10:00,2010-11-21 12:30:00+10:00,NSW1,21.83,7995.52,2010-11-21 12:30:00,TRADE
2010-11-21 02:30:00+00:00,2010-11-21 03:00:00+00:00,2010-11-21 12:30:00+10:00,2010-11-21 13:00:00+10:00,NSW1,21.81,7957.18,2010-11-21 13:00:00,TRADE
2010-11-21 03:00:00+00:00,2010-11-21 03:30:00+00:00,2010-11-21 13:00:00+10:00,2010-11-21 13:30:00+10:00,NSW1,22.32,7926.25,2010-11-21 13:30:00,TRADE
2010-11-21 03:30:00+00:00,2010-11-21 04:00:00+00:00,2010-11-21 13:30:00+10:00,2010-11-21 14:00:00+10:00,NSW1,22.27,7888.81,2010-11-21 14:00:00,TRADE
2010-11-21 04:00:00+00:00,2010-11-21 04:30:00+00:00,2010-11-21 14:00:00+10:00,2010-11-21 14:30:00+10:00,NSW1,22.54,7942.18,2010-11-21 14:30:00,TRADE
2010-11-21 04:30:00+00:00,2010-11-21 05:00:00+00:00,2010-11-21 14:30:00+10:00,2010-11-21 15:00:00+10:00,NSW1,22.73,7995.95,2010-11-21 15:00:00,TRADE
2010-11-21 05:00:00+00:00,2010-11-21 05:30:00+00:00,2010-11-21 15:00:00+10:00,2010-11-21 15:30:00+10:00,NSW1,22.69,8030.31,2010-11-21 15:30:00,TRADE
2010-11-21 05:30:00+00:00,2010-11-21 06:00:00+00:00,2010-11-21 15:30:00+10:00,2010-11-21 16:00:00+10:00,NSW1,21.6,8015.66,2010-11-21 16:00:00,TRADE
2010-11-21 06:00:00+00:00,2010-11-21 06:30:00+00:00,2010-11-21 16:00:00+10:00,2010-11-21 16:30:00+10:00,NSW1,21.86,7924.17,2010-11-21 16:30:00,TRADE
2010-11-21 06:30:00+00:00,2010-11-21 07:00:00+00:00,2010-11-21 16:30:00+10:00,2010-11-21 17:00:00+10:00,NSW1,22.53,8007.57,2010-11-21 17:00:00,TRADE
2010-11-21 07:00:00+00:00,2010-11-21 07:30:00+00:00,2010-11-21 17:00:00+10:00,2010-11-21 17:30:00+10:00,NSW1,22.41,8083.29,2010-11-21 17:30:00,TRADE
2010-11-21 07:30:00+00:00,2010-11-21 08:00:00+00:00,2010-11-21 17:30:00+10:00,2010-11-21 18:00:00+10:00,NSW1,21.94,8066.84,2010-11-21 18:00:00,TRADE
2010-11-21 08:00:00+00:00,2010-11-21 08:30:00+00:00,2010-11-21 18:00:00+10:00,2010-11-21 18:30:00+10:00,NSW1,22.08,8028.86,2010-11-21 18:30:00,TRADE
2010-11-21 08:30:00+00:00,2010-11-21 09:00:00+00:00,2010-11-21 18:30:00+10:00,2010-11-21 19:00:00+10:00,NSW1,22.21,8022.77,2010-11-21 19:00:00,TRADE
2010-11-21 09:00:00+00:00,2010-11-21 09:30:00+00:00,2010-11-21 19:00:00+10:00,2010-11-21 19:30:00+10:00,NSW1,22.36,8140.54,2010-11-21 19:30:00,TRADE
2010-11-21 09:30:00+00:00,2010-11-21 10:00:00+00:00,2010-11-21 19:30:00+10:00,2010-11-21 20:00:00+10:00,NSW1,22.15,8081.94,2010-11-21 20:00:00,TRADE
2010-11-21 10:00:00+00:00,2010-11-21 10:30:00+00:00,2010-11-21 20:00:00+10:00,2010-11-21 20:30:00+10:00,NSW1,22.22,7891.74,2010-11-21 20:30:00,TRADE
2010-11-21 10:30:00+00:00,2010-11-21 11:00:00+00:00,2010-11-21 20:30:00+10:00,2010-11-21 21:00:00+10:00,NSW1,21.94,7735.92,2010-11-21 21:00:00,TRADE
2010-11-21 11:00:00+00:00,2010-11-21 11:30:00+00:00,2010-11-21 21:00:00+10:00,2010-11-21 21:30:00+10:00,NSW1,21.77,7670.76,2010-11-21 21:30:00,TRADE
2010-11-21 11:30:00+00:00,2010-11-21 12:00:00+00:00,2010-11-21 21:30:00+10:00,2010-11-21 22:00:00+10:00,NSW1,20.91,7536.78,2010-11-21 22:00:00,TRADE
2010-11-21 12:00:00+00:00,2010-11-21 12:30:00+00:00,2010-11-21 22:00:00+10:00,2010-11-21 22:30:00+10:00,NSW1,20.31,7442.11,2010-11-21 22:30:00,TRADE
2010-11-21 12:30:00+00:00,2010-11-21 13:00:00+00:00,2010-11-21 22:30:00+10:00,2010-11-21 23:00:00+10:00,NSW1,19.98,7272.63,2010-11-21 23:00:00,TRADE
2010-11-21 13:00:00+00:00,2010-11-21 13:30:00+00:00,2010-11-21 23:00:00+10:00,2010-11-21 23:30:00+10:00,NSW1,19.76,7106.86,2010-11-21 23:30:00,TRADE
2010-11-21 13:30:00+00:00,2010-11-21 14:00:00+00:00,2010-11-21 23:30:00+10:00,2010-11-22 00:00:00+10:00,NSW1,19.95,6965.14,2010-11-22 00:00:00,TRADE
2010-11-21 14:00:00+00:00,2010-11-21 14:30:00+00:00,2010-11-22 00:00:00+10:00,2010-11-22 00:30:00+10:00,NSW1,18.14,6852.4,2010-11-22 00:30:00,TRADE
2010-11-21 14:30:00+00:00,2010-11-21 15:00:00+00:00,2010-11-22 00:30:00+10:00,2010-11-22 01:00:00+10:00,NSW1,18.25,6719.32,2010-11-22 01:00:00,TRADE
2010-11-21 15:00:00+00:00,2010-11-21 15:30:00+00:00,2010-11-22 01:00:00+10:00,2010-11-22 01:30:00+10:00,NSW1,19.74,6534.4,2010-11-22 01:30:00,TRADE
2010-11-21 15:30:00+00:00,2010-11-21 16:00:00+00:00,2010-11-22 01:30:00+10:00,2010-11-22 02:00:00+10:00,NSW1,20.37,6381.95,2010-11-22 02:00:00,TRADE
2010-11-21 16:00:00+00:00,2010-11-21 16:30:00+00:00,2010-11-22 02:00:00+10:00,2010-11-22 02:30:00+10:00,NSW1,19.19,6278.91,2010-11-22 02:30:00,TRADE
2010-11-21 16:30:00+00:00,2010-11-21 17:00:00+00:00,2010-11-22 02:30:00+10:00,2010-11-22 03:00:00+10:00,NSW1,19.45,6218.12,2010-11-22 03:00:00,TRADE
