round,client_id,client_name,tau,head_prefixes,head_exact_names,num_head_params,num_selected_params,selected_ratio,mask_jaccard_with_prev_round,mask_hamming_change_rate,use_head_importance_ema,head_importance_ema_beta,selected_importance_mean,unselected_importance_mean,selected_importance_median,unselected_importance_median,selected_importance_min,selected_importance_max,unselected_importance_min,unselected_importance_max,importance_threshold,importance_gap_mean_ratio,importance_gap_median_ratio,importance_gap_boundary_ratio,importance_selected_total,importance_unselected_total,importance_selected_share,importance_top10_mean,importance_bottom10_mean
6,1,client_1,0.1,fc1,,336,34,0.10119047619047619,,,True,0.0,8.774012505508676e-06,1.4145577885656231e-07,2.2906552885615383e-06,0.0,1.0765883189378656e-06,0.0001665302988840267,0.0,1.0636385923135094e-06,1.0765883189378656e-06,62.026101374792056,2290655.2885615383,1.0121739795302198,0.00029831641586497426,4.271964280633256e-05,0.8747356984844767,8.774012712819967e-06,0.0
6,2,client_2,0.1,fc1,,336,34,0.10119047619047619,,,True,0.0,7.866062746001369e-07,6.99898031979967e-09,4.375471576167911e-07,0.0,9.831656200276484e-08,3.4796719319274416e-06,0.0,9.737969719481043e-08,9.831656200276484e-08,112.37264087374585,437547.1576167911,1.009610372845064,2.6744613933260553e-05,2.1136920622666366e-06,0.9267561654744944,7.866062219363812e-07,0.0
6,3,client_3,0.1,fc1,,336,34,0.10119047619047619,,,True,0.0,1.4344342656948036e-06,6.399930300596326e-08,8.126037869260472e-07,0.0,5.333248509487021e-07,1.2140600119892042e-05,0.0,5.321506932887132e-07,5.333248509487021e-07,22.412929288180862,812603.7869260472,1.0022045549695402,4.8770765715744346e-05,1.932779014168773e-05,0.7161791375087218,1.4344341252581216e-06,0.0
6,4,client_4,0.1,fc1,,336,34,0.10119047619047619,,,True,0.0,1.4403446563031086e-06,1.59523715125475e-08,7.112246294127544e-07,0.0,2.1355448609483574e-07,9.578529898135457e-06,0.0,2.1351793577650824e-07,2.1355448609483574e-07,90.28465582778297,711224.6294127544,1.000166497262635,4.897171675111167e-05,4.817616172658745e-06,0.9104354558566162,1.4403447039512685e-06,0.0
6,5,client_5,0.1,fc1,,336,34,0.10119047619047619,,,True,0.0,4.6977629006719595e-06,1.1037518833794107e-07,1.256305324659479e-06,0.0,7.087952553774812e-07,8.562026778236032e-05,0.0,7.006028681644239e-07,7.087952553774812e-07,42.56138005317525,1256305.324659479,1.011691895499405,0.0001597239461261779,3.333330823807046e-05,0.8273397745390131,4.697762960859109e-06,0.0
6,6,client_6,0.1,fc1,,336,34,0.10119047619047619,,,True,0.0,8.950269975618058e-07,4.5796711773923754e-08,5.99890853436591e-07,0.0,3.931195919903985e-07,3.933374046027893e-06,0.0,3.822010228304862e-07,3.931195919903985e-07,19.54305057816044,599890.853436591,1.0285649172630216,3.0430917831836268e-05,1.3830607713316567e-05,0.687525266458954,8.950269716478942e-07,0.0
6,7,client_7,0.1,fc1,,336,34,0.10119047619047619,,,True,0.0,1.0897061081456793e-06,3.7005039736975e-08,6.73614522384014e-07,0.0,2.940313947874529e-07,4.221111339575145e-06,0.0,2.8997300205446663e-07,2.940313947874529e-07,29.446709669310742,673614.522384014,1.0139922638037882,3.705000926856883e-05,1.1175523468409665e-05,0.7682654062604916,1.0897060747083742e-06,0.0
6,8,client_8,0.1,fc1,,336,34,0.10119047619047619,,,True,0.0,6.858319678445589e-07,1.9520977963089308e-08,3.992315384948597e-07,0.0,1.999839298605366e-07,3.123418991890503e-06,0.0,1.992843294829072e-07,1.999839298605366e-07,35.13127456353442,399231.5384948597,1.0035055283770364,2.3318287276197225e-05,5.895336016692454e-06,0.7981990540582353,6.858319920866052e-07,0.0
6,9,client_9,0.1,fc1,,336,34,0.10119047619047619,,,True,0.0,3.010059098287724e-06,4.098952314212773e-08,6.082335914925352e-07,0.0,2.9399049594758253e-07,4.763885590364225e-05,0.0,2.8986625011384604e-07,2.9399049594758253e-07,73.433049094076,608233.5914925352,1.014224600509775,0.00010234200453851372,1.2378835890558548e-05,0.8920960068252992,3.0100591175141744e-06,0.0
7,1,client_1,0.1,fc1,,336,34,0.10119047619047619,0.8378378378378378,0.01785714365541935,True,0.0,4.265954550967709e-06,1.242735547147079e-07,1.818766236283409e-06,0.0,8.932175887821359e-07,4.535552579909563e-05,0.0,8.922601182348444e-07,8.932175887821359e-07,34.326854445472684,1818766.236283409,1.0010719625990019,0.00014504244609270245,3.75306153728161e-05,0.7944350833250426,4.265954885340761e-06,0.0
