file,rows,time_start,time_end,bad_time_count,duplicate_timestamp_count,non_30min_interval_count,missing_required_rows
client_1_load_weather_30min.csv,52557,2010-07-01 10:00:00,2013-06-30 14:00:00,0,0,6,0
client_2_load_weather_30min.csv,52557,2010-07-01 10:00:00,2013-06-30 14:00:00,0,0,6,0
client_3_load_weather_30min.csv,52557,2010-07-01 10:00:00,2013-06-30 14:00:00,0,0,6,0
client_4_load_weather_30min.csv,52557,2010-07-01 10:00:00,2013-06-30 14:00:00,0,0,6,0
client_5_load_weather_30min.csv,52557,2010-07-01 10:00:00,2013-06-30 14:00:00,0,0,6,0
client_6_load_weather_30min.csv,52557,2010-07-01 10:00:00,2013-06-30 14:00:00,0,0,6,0
client_7_load_weather_30min.csv,52557,2010-07-01 10:00:00,2013-06-30 14:00:00,0,0,6,0
client_8_load_weather_30min.csv,52557,2010-07-01 10:00:00,2013-06-30 14:00:00,0,0,6,0
client_9_load_weather_30min.csv,52557,2010-07-01 10:00:00,2013-06-30 14:00:00,0,0,6,0
