component,MAE,MSE,RMSE,MAPE_percent,R2
gc_model_regional,3.478645086288452,21.907665252685547,4.680562493193051,4.387468472123146,0.977410078048706
gg_model_regional,1.5734609365463257,11.310396194458008,3.3630932479576012,60407387.5,0.9922387599945068
indirect_net_load_regional,4.312110900878906,35.249759674072266,5.937150804390289,23.51861447095871,0.9874374866485596
