round,selected_clients,avg_local_train_loss,avg_local_val_loss,avg_local_train_task_loss,avg_local_train_rc_loss,avg_local_train_weighted_rc_loss,avg_local_train_total_loss,avg_local_train_rc_to_task_ratio,round_rc_to_task_ratio,global_rc_norm,avg_personalized_head_ratio,avg_num_personalized_head_params,avg_num_head_params,avg_head_importance_mean,regional_val_loss,regional_val_MAE,regional_val_MSE,regional_val_RMSE,regional_val_MAPE_percent,regional_val_R2,avg_client_val_MAE,avg_client_val_MSE,avg_client_val_RMSE,avg_client_val_R2,regional_val_samples
1,9,0.002429958495576477,0.002669193446499974,0.002429958495576477,0.0,0.0,0.002429958495576477,0.0,0.0,0.42848095297813416,0.3002832861189802,106.0,353.0,2.013607223084869e-05,0.0026287006541990824,3.130246639251709,26.70291519165039,5.167486351375337,372611875.0,0.9881047010421753,0.5247880087958442,1.0247769786251917,0.986089108905246,0.9661670194731818,5211
2,9,0.0022818791558505643,0.0024572390867353302,0.0022818791558505643,0.00018511634447008536,1.8511634447008536e-05,0.0023003907911595136,0.00815865784624082,0.008112451700798294,0.42984476685523987,0.3002832861189802,106.0,353.0,7.914435905655005e-07,0.0024000451421664717,2.67905330657959,22.916179656982422,4.787084672008886,231209825.0,0.9897915720939636,0.4734194576740265,0.9411314758989546,0.9428785922870215,0.9691276616520352,5211
3,9,0.0022259962808518514,0.002505870033526378,0.0022259962808518514,0.00017167257373681708,1.716725737368171e-05,0.0022431635374183688,0.0077789245617141045,0.007712168036237653,0.43334072828292847,0.3002832861189802,106.0,353.0,5.352997807979895e-07,0.0024398377459740332,2.9250595569610596,24.2149715423584,4.920871014602842,291822150.0,0.9892129898071289,0.5022030671437582,0.957819402217865,0.9511961899237158,0.9686280091603597,5211
4,9,0.0021908525562219384,0.002442067889737314,0.0021908525562219384,0.00016139373953989971,1.6139373953989972e-05,0.0022069919280087013,0.007433925024294128,0.00736670932089339,0.43683651089668274,0.3002832861189802,106.0,353.0,5.265408478610173e-07,0.0023905864778979123,2.659491777420044,23.23699951171875,4.820477104158752,171103112.5,0.9896486401557922,0.4778977632522583,0.9399188094668918,0.9418919346385122,0.9692713684505887,5211
5,9,0.0021691444335980945,0.0025138047403665304,0.0021691444335980945,0.00015547097955736106,1.5547097955736105e-05,0.0021846915316632294,0.007178523591072541,0.007167387154012507,0.43678975105285645,0.3002832861189802,106.0,353.0,6.29169142661744e-07,0.002335394510026764,2.392529010772705,21.901214599609375,4.679873352945502,67771112.5,0.9902437329292297,0.4537285632557339,0.9162564012739394,0.9302484785666209,0.9699659744898478,5211
6,9,0.002148546521055038,0.0025288286129692824,0.002148546521055038,0.00014461471018394078,1.4461471018394077e-05,0.0021630079920152067,0.006797479720879114,0.006730815865491241,0.44050806760787964,0.3002832861189802,106.0,353.0,5.246344932806501e-07,0.0023408295840312335,2.731874942779541,22.37687110900879,4.730419760339329,270701150.0,0.9900318384170532,0.48016297486093307,0.9179792569743263,0.9311752760597088,0.9698894023895264,5211
7,9,0.0021443132056773433,0.0024213539613692613,0.0021443132056773433,0.00014149140599360317,1.4149140599360316e-05,0.0021584623462957216,0.006652780227787061,0.0065984486572671424,0.4345167577266693,0.3002832861189802,106.0,353.0,4.478896171475652e-07,0.0023283652612226596,2.4430932998657227,21.981273651123047,4.68841909934714,62096256.25,0.9902080297470093,0.4565670159127977,0.9136440753936768,0.9286113854552863,0.9700475798712836,5211
8,9,0.0021253445855166507,0.002463675177445947,0.0021253445855166507,0.00014224012602767822,1.4224012602767825e-05,0.002139568599435851,0.006762385084837341,0.006692567733724711,0.44192054867744446,0.3002832861189802,106.0,353.0,4.026867988689749e-07,0.002378653108077073,2.5940134525299072,22.936416625976562,4.789197910504071,161923162.5,0.9897825717926025,0.4706798063384162,0.9347429772218069,0.9396741052755032,0.9694339632987976,5211
9,9,0.0021201040538797924,0.002379353558124471,0.0021201040538797924,0.00013533187872473825,1.3533187872473828e-05,0.002133637244094001,0.00642109056987133,0.006383265878542525,0.44244322180747986,0.3002832861189802,106.0,353.0,4.0890764631108647e-07,0.00230992529116962,2.3715012073516846,21.299238204956055,4.615109771712484,72988212.5,0.9905118942260742,0.45832757817374337,0.905891564157274,0.9249978706532386,0.9702885548273722,5211
10,9,0.002122575666675159,0.002410241740916597,0.002122575666675159,0.00013438373453533676,1.3438373453533679e-05,0.0021360140412159407,0.006384106362104609,0.006331163434212279,0.44572290778160095,0.3002832861189802,106.0,353.0,4.711539942390017e-07,0.002300223619922721,2.3878045082092285,21.231876373291016,4.607806026005329,105174625.0,0.9905418753623962,0.44515421655442977,0.9002845883369446,0.9228887864949252,0.9704140027364095,5211
11,9,0.0021072457085357997,0.0023550112418054716,0.0021072457085357997,0.00013397226945098062,1.3397226945098064e-05,0.0021206429344784463,0.006385176987429239,0.006357695680419398,0.4435649812221527,0.3002832861189802,106.0,353.0,7.424301568587705e-07,0.0023025956923493785,2.4096014499664307,20.780794143676758,4.558595632832195,155210287.5,0.9907428026199341,0.4563266701168484,0.9026145769490136,0.9235264897629675,0.9703811208407084,5211
12,9,0.002101165919548993,0.002483640121838153,0.002101165919548993,0.00012795729021605995,1.2795729021605996e-05,0.0021139616496886632,0.006132000002693442,0.006089823224556548,0.4459587335586548,0.3002832861189802,106.0,353.0,6.098674008272711e-07,0.0023281880017005908,2.3116726875305176,21.175289154052734,4.6016615644843695,52127840.625,0.9905670881271362,0.4576105342970954,0.9143303963873122,0.9290371094585181,0.9700545271237692,5211
13,9,0.002099523384500611,0.002364794773180775,0.002099523384500611,0.0001279572860524693,1.2795728605246932e-05,0.002112319110959969,0.00612610149903892,0.006094587320919941,0.45201170444488525,0.3002832861189802,106.0,353.0,5.71026513777421e-07,0.0022904805550546647,2.2872474193573,20.654882431030273,4.544764287730473,65026237.5,0.9907988905906677,0.4465043776565128,0.8977134360207452,0.9211767547901609,0.9705405632654825,5211
14,9,0.002090532395861237,0.0024422048181008647,0.002090532395861237,0.00012465344321555355,1.2465344321555356e-05,0.002102997740315785,0.0059984630881203555,0.005962760653827249,0.4497680962085724,0.3002832861189802,106.0,353.0,6.684966978001386e-07,0.002303402308534669,2.442187547683716,21.212858200073242,4.605741872931357,109138987.5,0.9905503392219543,0.46419937080807155,0.9011079735226102,0.922993390269822,0.9703636897934808,5211
15,9,0.002079548411671458,0.0023267934456599865,0.002079548411671458,0.00012512761842722056,1.2512761842722058e-05,0.0020920611725194884,0.0060619475177175605,0.006017057244965864,0.4538326561450958,0.3002832861189802,106.0,353.0,5.74685925711391e-07,0.0022990018229562393,2.315838098526001,20.646459579467773,4.543837538850589,85773687.5,0.9908026456832886,0.4503316382567088,0.9020345542165968,0.9229222964947021,0.970429539680481,5211
