epoch,train_mse_loss,val_mse_loss
1,0.032826270520393316,0.0021924937362804114
2,0.0015056081311530637,0.0012108330316584093
3,0.0010142370337654816,0.0008255151158932613
4,0.0009038550514678445,0.0008105311876079912
5,0.0008510930480104049,0.0007843166253902877
6,0.0008329722049232299,0.0008614156026816634
7,0.0008378926500588738,0.0007439530622671872
8,0.000850231653557182,0.0007509131231502603
9,0.0008212847399286753,0.0009107468414589614
10,0.0008084495702774753,0.0007516103537364101
