epoch,train_loss,val_loss,val_r2
1,0.0170276167749207,0.0030033322667938588,0.9643512964248657
2,0.0024862271259230378,0.002389158963063502,0.9716413617134094
3,0.002162316490233529,0.003083417509467831,0.9634007215499878
4,0.002100603895077738,0.002788374979089895,0.9669027924537659
5,0.0020626190367977193,0.0020382335023079487,0.9758067727088928
6,0.0020884996992600272,0.002058945947843317,0.9755609035491943
7,0.0019647161967439736,0.0022045633754462597,0.9738324284553528
8,0.0020485362154478736,0.0028600750410240528,0.9660516977310181
9,0.0019471050673525781,0.0019252970750588223,0.9771472811698914
10,0.0019961707566056113,0.0019472001414759272,0.9768872857093811
11,0.0019455532026992762,0.0019421870073276235,0.9769467711448669
12,0.001914821060096598,0.0022578273683018244,0.9732002019882202
13,0.0019216043325552626,0.001980121623256625,0.9764965176582336
14,0.0019284523209334805,0.002052308089762706,0.9756397008895874
15,0.0019143679293231442,0.0019250998459229144,0.9771496057510376
16,0.0019102638938576786,0.0022986900620144616,0.9727151989936829
17,0.001955135409516283,0.0019053423065147797,0.9773841500282288
18,0.001876393308859675,0.0018994971320109566,0.9774535298347473
19,0.001924670560265636,0.0019879933129458107,0.9764030575752258
20,0.001867071320097895,0.0019108579178658681,0.9773186445236206
