timestamp,client_id,gg,gc,cl,total_load,client_lat_x,client_lon_x,meteo_source,total_pv_capacity_kw,temp2m_c,wind10m_ms,ghi_wm2,client_lat_y,client_lon_y,grid_lat,grid_lon,ghi_build_mode,ghi_night_zero_ratio
2010-07-01 00:30:00,4,0.0,13.819,9.643,23.462000000000003,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 01:00:00,4,0.0,13.762,10.518,24.28,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 01:30:00,4,0.006,11.994,12.981,24.975,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 02:00:00,4,0.0,10.975,11.296,22.271,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 02:30:00,4,0.006,12.356,12.861,25.217,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 03:00:00,4,0.0,10.475,11.626,22.101,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 03:30:00,4,0.006,10.02,7.886,17.906,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 04:00:00,4,0.0,9.61,5.05,14.66,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 04:30:00,4,0.0,9.979,4.7,14.678999999999998,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 05:00:00,4,0.0,10.838,4.718999999999999,15.557,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 05:30:00,4,0.0,13.848,1.6840000000000002,15.532,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 06:00:00,4,0.0,15.205,2.386,17.591,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 06:30:00,4,0.006,21.4,2.809,24.209,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 07:00:00,4,0.007,21.828,1.7480000000000002,23.576,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 07:30:00,4,0.033,24.411,0.583,24.994,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 08:00:00,4,0.575,24.188,0.72,24.908,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 08:30:00,4,1.836,20.501,0.0,20.501,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 09:00:00,4,4.421,19.391,0.969,20.360000000000003,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 09:30:00,4,5.187,18.28,0.0,18.28,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,
2010-07-01 10:00:00,4,8.241,21.714,0.0,21.714,-33.7,151.1,ERA5-Land,45.18,9.552215576171875,1.6428285837173462,319.60777777777776,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 10:30:00,4,11.159,22.684,0.0,22.684,-33.7,151.1,ERA5-Land,45.18,10.43975830078125,1.529189109802246,382.94305555555553,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 11:00:00,4,8.889,19.517,0.0,19.517,-33.7,151.1,ERA5-Land,45.18,11.327301025390625,1.415549635887146,446.2783333333333,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 11:30:00,4,8.377,18.687,0.088,18.775,-33.7,151.1,ERA5-Land,45.18,11.884002685546875,1.3717164993286133,480.48763888888885,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 12:00:00,4,8.791,16.361,1.086,17.447,-33.7,151.1,ERA5-Land,45.18,12.440704345703125,1.3278833627700806,514.6969444444444,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 12:30:00,4,11.528,17.126,0.0,17.126,-33.7,151.1,ERA5-Land,45.18,12.83270263671875,1.2689882516860962,519.899861111111,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 13:00:00,4,11.583,17.567,0.0,17.567,-33.7,151.1,ERA5-Land,45.18,13.224700927734375,1.2100931406021118,525.1027777777778,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 13:30:00,4,11.597,16.258,0.0,16.258,-33.7,151.1,ERA5-Land,45.18,13.461288452148438,1.1093600988388062,491.57472222222225,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 14:00:00,4,10.12,12.388,0.0,12.388,-33.7,151.1,ERA5-Land,45.18,13.6978759765625,1.0086270570755005,458.0466666666667,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 14:30:00,4,8.741,12.918,0.0,12.918,-33.7,151.1,ERA5-Land,45.18,13.728500366210938,0.8477054238319397,398.2418055555556,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 15:00:00,4,5.46,13.386,0.0,13.386,-33.7,151.1,ERA5-Land,45.18,13.759124755859375,0.6867837905883789,338.43694444444446,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 15:30:00,4,1.655,16.715,0.0,16.715,-33.7,151.1,ERA5-Land,45.18,13.57513427734375,0.4975920766592026,250.45736111111114,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 16:00:00,4,1.127,20.249,0.475,20.724,-33.7,151.1,ERA5-Land,45.18,13.391143798828125,0.30840036273002625,162.4777777777778,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 16:30:00,4,0.3,23.804,0.525,24.329,-33.7,151.1,ERA5-Land,45.18,13.196792602539062,0.744019016623497,102.12666666666668,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 17:00:00,4,0.007,25.575,0.926,26.501,-33.7,151.1,ERA5-Land,45.18,13.00244140625,1.1796376705169678,41.775555555555556,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 17:30:00,4,0.0,30.713,0.0,30.713,-33.7,151.1,ERA5-Land,45.18,12.258590698242188,1.3033867478370667,20.887777777777778,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 18:00:00,4,0.0,32.638,0.374,33.012,-33.7,151.1,ERA5-Land,45.18,11.514739990234375,1.4271358251571655,0.0,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 18:30:00,4,0.0,31.702,1.28,32.982,-33.7,151.1,ERA5-Land,45.18,10.89599609375,1.5616241693496704,0.0,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 19:00:00,4,0.0,31.739,1.294,33.033,-33.7,151.1,ERA5-Land,45.18,10.277252197265625,1.6961125135421753,0.0,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 19:30:00,4,0.006,32.529,0.0,32.529,-33.7,151.1,ERA5-Land,45.18,9.863922119140625,1.6819754242897034,0.0,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 20:00:00,4,0.006,31.822,0.0,31.822,-33.7,151.1,ERA5-Land,45.18,9.450592041015625,1.6678383350372314,0.0,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
2010-07-01 20:30:00,4,0.007,27.375,0.0,27.375,-33.7,151.1,ERA5-Land,45.18,9.043548583984375,1.5776152610778809,0.0,-33.7,151.1,-33.69999999999937,151.0999999999957,direct_div3600_no_diff,0.8977088402270884
