timestamp,client_id,gg,gc,cl,total_load,client_lat_x,client_lon_x,meteo_source,total_pv_capacity_kw,temp2m_c,wind10m_ms,ghi_wm2,client_lat_y,client_lon_y,grid_lat,grid_lon,ghi_build_mode,ghi_night_zero_ratio
2010-07-01 00:30:00,9,0.0,11.202,12.98,24.182,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 01:00:00,9,0.0,8.281,12.956,21.237,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 01:30:00,9,0.0,7.455,7.984,15.439,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 02:00:00,9,0.008,6.513,6.106999999999999,12.62,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 02:30:00,9,0.006,7.34,5.383,12.723,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 03:00:00,9,0.0,9.378,0.657,10.035,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 03:30:00,9,0.006,7.307,0.0,7.307,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 04:00:00,9,0.006,8.308,0.0,8.308,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 04:30:00,9,0.007,9.285,0.0,9.285,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 05:00:00,9,0.006,9.138,0.0,9.138,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 05:30:00,9,0.006,8.483,1.71,10.193,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 06:00:00,9,0.006,9.582,0.884,10.466,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 06:30:00,9,0.0,14.897,0.426,15.323,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 07:00:00,9,0.0,24.309,2.196,26.505000000000003,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 07:30:00,9,0.053,26.236,2.394,28.630000000000003,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 08:00:00,9,0.689,20.441,3.314,23.755,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 08:30:00,9,2.117,21.276,3.503,24.779,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 09:00:00,9,3.187,20.002,4.307,24.309,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 09:30:00,9,5.471,16.442,2.333,18.775,-33.0,151.6,ERA5-Land,47.15,,,,,,,,,
2010-07-01 10:00:00,9,6.045,16.266,2.1210000000000004,18.387,-33.0,151.6,ERA5-Land,47.15,11.561981201171875,4.1024346351623535,345.9111111111111,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 10:30:00,9,5.521,11.988,0.338,12.326,-33.0,151.6,ERA5-Land,47.15,12.21807861328125,3.852295756340027,404.9393402777778,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 11:00:00,9,7.734999999999999,12.806,1.125,13.931,-33.0,151.6,ERA5-Land,47.15,12.874176025390625,3.6021568775177,463.96756944444445,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 11:30:00,9,12.03,8.987,0.719,9.706,-33.0,151.6,ERA5-Land,47.15,13.309783935546875,3.1740527153015137,491.8834722222222,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 12:00:00,9,12.876,9.283,1.142,10.425,-33.0,151.6,ERA5-Land,47.15,13.745391845703125,2.745948553085327,519.799375,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 12:30:00,9,12.395,10.262,0.0,10.262,-33.0,151.6,ERA5-Land,47.15,14.02410888671875,2.3117029666900635,522.1907986111112,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 13:00:00,9,11.089,9.471,0.0,9.471,-33.0,151.6,ERA5-Land,47.15,14.302825927734375,1.8774573802947998,524.5822222222222,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 13:30:00,9,11.138,6.546,1.01,7.556,-33.0,151.6,ERA5-Land,47.15,14.458358764648438,1.5224446058273315,492.0945833333333,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 14:00:00,9,9.648,8.356,0.929,9.285,-33.0,151.6,ERA5-Land,47.15,14.6138916015625,1.1674318313598633,459.6069444444444,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 14:30:00,9,6.875,7.731,0.0,7.731,-33.0,151.6,ERA5-Land,47.15,14.638656616210938,0.9751075804233551,400.41180555555553,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 15:00:00,9,5.569,8.119,0.0,8.119,-33.0,151.6,ERA5-Land,47.15,14.663421630859375,0.7827833294868469,341.21666666666664,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 15:30:00,9,4.739,8.024000000000001,0.0,8.024000000000001,-33.0,151.6,ERA5-Land,47.15,14.46771240234375,0.5586586743593216,251.51388888888886,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 16:00:00,9,2.45,10.115,1.743,11.858,-33.0,151.6,ERA5-Land,47.15,14.272003173828125,0.33453401923179626,161.8111111111111,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 16:30:00,9,0.571,15.089,0.849,15.938,-33.0,151.6,ERA5-Land,47.15,14.269058227539062,0.4442990869283676,99.11472222222221,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 17:00:00,9,0.027,20.266,1.84,22.106,-33.0,151.6,ERA5-Land,47.15,14.26611328125,0.554064154624939,36.41833333333334,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 17:30:00,9,0.0,22.903,0.001,22.904,-33.0,151.6,ERA5-Land,47.15,13.378707885742188,0.9337315559387207,18.20916666666667,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 18:00:00,9,0.012,22.928,0.0,22.928,-33.0,151.6,ERA5-Land,47.15,12.491302490234375,1.3133989572525024,0.0,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 18:30:00,9,0.006,25.319,0.0,25.319,-33.0,151.6,ERA5-Land,47.15,12.37548828125,1.615176498889923,0.0,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 19:00:00,9,0.006,24.067,0.0,24.067,-33.0,151.6,ERA5-Land,47.15,12.259674072265625,1.9169540405273438,0.0,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 19:30:00,9,0.007,22.184,0.0,22.184,-33.0,151.6,ERA5-Land,47.15,12.459625244140625,2.066240906715393,0.0,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 20:00:00,9,0.001,24.347,0.0,24.347,-33.0,151.6,ERA5-Land,47.15,12.659576416015625,2.2155277729034424,0.0,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 20:30:00,9,0.0,19.071,0.0,19.071,-33.0,151.6,ERA5-Land,47.15,12.359954833984375,2.3439701795578003,0.0,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 21:00:00,9,0.0,14.762,0.0,14.762,-33.0,151.6,ERA5-Land,47.15,12.060333251953125,2.472412586212158,0.0,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 21:30:00,9,0.0,21.074,0.0,21.074,-33.0,151.6,ERA5-Land,47.15,11.96923828125,2.5934008359909058,0.0,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 22:00:00,9,0.0,17.992,1.85,19.842,-33.0,151.6,ERA5-Land,47.15,11.878143310546875,2.7143890857696533,0.0,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 22:30:00,9,0.013,13.732,1.826,15.558,-33.0,151.6,ERA5-Land,47.15,11.664840698242188,2.6768399477005005,0.0,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
2010-07-01 23:00:00,9,0.0,12.869,1.817,14.686,-33.0,151.6,ERA5-Land,47.15,11.4515380859375,2.6392908096313477,0.0,-33.0,151.6,-32.99999999999936,151.5999999999957,direct_div3600_no_diff,0.9043998377939984
