timestamp,client_id,gg,gc,cl,total_load,client_lat_x,client_lon_x,meteo_source,total_pv_capacity_kw,temp2m_c,wind10m_ms,ghi_wm2,client_lat_y,client_lon_y,grid_lat,grid_lon,ghi_build_mode,ghi_night_zero_ratio
2010-07-01 00:30:00,6,0.006,7.46,11.929,19.389,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
2010-07-01 01:00:00,6,0.0,7.346,12.115,19.461,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
2010-07-01 01:30:00,6,0.006,7.213999999999999,15.02,22.234,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
2010-07-01 02:00:00,6,0.0,5.974,11.763,17.737000000000002,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
2010-07-01 02:30:00,6,0.0,6.165,9.461,15.626,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
2010-07-01 03:00:00,6,0.006,6.331,6.9,13.231000000000002,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
2010-07-01 03:30:00,6,0.0,6.192,4.35,10.542,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
2010-07-01 04:00:00,6,0.0,5.481,2.717,8.198,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
2010-07-01 04:30:00,6,0.006,6.22,1.86,8.08,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
2010-07-01 05:00:00,6,0.012,5.84,1.841,7.681,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
2010-07-01 05:30:00,6,0.0,6.056,1.826,7.882,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
2010-07-01 06:00:00,6,0.0,7.813000000000001,0.252,8.065000000000001,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
2010-07-01 06:30:00,6,0.0,7.893,0.643,8.536,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
2010-07-01 07:00:00,6,0.0,10.649,1.747,12.396,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
2010-07-01 07:30:00,6,0.046,15.438,0.0,15.438,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
2010-07-01 08:00:00,6,0.772,14.776,0.0,14.776,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
2010-07-01 08:30:00,6,2.415,14.103,0.0,14.103,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
2010-07-01 09:00:00,6,4.165,12.749,0.0,12.749,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
2010-07-01 09:30:00,6,5.309,9.496,0.0,9.496,-33.9,151.1,ERA5-Land,38.54,,,,,,,,,
