epoch,train_loss,train_gg_loss,train_gc_reconstruction_loss,val_loss,val_gg_loss,val_gc_reconstruction_loss,val_gg_MAE,val_gg_MSE,val_gg_RMSE,val_gg_MAPE_percent,val_gg_R2,val_gc_MAE,val_gc_MSE,val_gc_RMSE,val_gc_MAPE_percent,val_gc_R2,best_val_gg_RMSE
1,10.922147155049318,10.922147155049318,10.922147178302467,2.9572956426535515,2.9572956426535515,2.957295724690052,1.0164766311645508,2.9572956562042236,1.7196789398618055,284198725.0,0.8966614007949829,1.0164766311645508,2.9572956562042236,1.7196789398618055,13.454459607601166,0.8139587044715881,1.7196789398618055
2,1.9862429403698405,1.9862429403698405,1.9862429612954038,2.196728763675543,2.196728763675543,2.196728751956043,0.8046400547027588,2.1967287063598633,1.4821365343178958,144745375.0,0.9232383370399475,0.8046400547027588,2.1967287063598633,1.4821365343178958,10.388893634080887,0.8618054389953613,1.4821365343178958
3,1.6464134306584857,1.6464134306584857,1.6464134366931775,2.0129253853301297,2.0129253853301297,2.012925416643169,0.729438841342926,2.012925386428833,1.418776017005092,108254437.5,0.9296610951423645,0.729438841342926,2.012925386428833,1.418776017005092,9.367014467716217,0.8733683228492737,1.418776017005092
4,1.4962179174416859,1.4962179174416859,1.4962179199849992,2.020346828686294,2.020346828686294,2.020346821910958,0.7344765067100525,2.0203468799591064,1.4213890670604958,78288543.75,0.9294017553329468,0.7344765663146973,2.0203468799591064,1.4213890670604958,9.074520319700241,0.872901439666748,1.418776017005092
5,1.4239610448367177,1.4239610448367177,1.4239610584587712,2.0337514408539334,2.0337514408539334,2.0337514633773477,0.7804984450340271,2.0337514877319336,1.4260965913050678,82276581.25,0.9289333820343018,0.7804984450340271,2.0337514877319336,1.4260965913050678,10.084327310323715,0.8720582127571106,1.418776017005092
6,1.3495829039920946,1.3495829039920946,1.3495829214319564,1.9221226883374052,1.9221226883374052,1.922122668743866,0.7206692099571228,1.9221227169036865,1.3864064039464354,54109087.5,0.9328340888023376,0.7206692099571228,1.922122836112976,1.3864064469386228,8.870919048786163,0.8790806531906128,1.3864064039464354
7,1.3176638974795316,1.3176638974795316,1.317663910269899,1.6616496867664765,1.6616496867664765,1.6616496750469765,0.6862341165542603,1.6616495847702026,1.2890498767581504,57236843.75,0.9419359564781189,0.686234176158905,1.6616495847702026,1.2890498767581504,8.681492507457733,0.8954668641090393,1.2890498767581504
8,1.2680676046287962,1.2680676046287962,1.2680676140569376,1.5667388290853543,1.5667388290853543,1.5667388955568937,0.6558552980422974,1.5667388439178467,1.2516943891852543,53984112.5,0.9452524781227112,0.6558552980422974,1.5667389631271362,1.2516944368044207,8.525635302066803,0.9014375805854797,1.2516943891852543
9,1.2216646781997413,1.2216646781997413,1.2216646790683283,1.6391863353241425,1.6391863353241425,1.6391863294643925,0.6620920896530151,1.6391863822937012,1.2803071437329798,48893590.625,0.942720890045166,0.6620921492576599,1.6391863822937012,1.2803071437329798,8.632529526948929,0.8968799710273743,1.2516943891852543
10,1.2361225458906728,1.2361225458906728,1.2361225400404847,1.6719579134485505,1.6719579134485505,1.6719578978835896,0.6989796757698059,1.6719578504562378,1.2930420915253447,56406987.5,0.9415757060050964,0.6989797353744507,1.6719578504562378,1.2930420915253447,9.180894494056702,0.8948183655738831,1.2516943891852543
