client_id,client_name,loss_decentralized,MAE_decentralized,RMSE_decentralized,MAPE_percent_decentralized,R2_decentralized,loss_fedavg,MAE_fedavg,RMSE_fedavg,MAPE_percent_fedavg,R2_fedavg
1,client_1,0.0007140943365458,0.9398468136787416,1.2700664624522688,11.549852043390274,0.9039881229400636,0.0007893516363024,1.0454657077789309,1.335788473104612,14.285348355770113,0.8937944173812866
2,client_2,0.0008737023382447,0.97091543674469,1.319253621049964,10.39898470044136,0.8979639410972595,0.0008884694974499,0.989027500152588,1.3309905161960385,10.76415702700615,0.8961403369903564
3,client_3,0.0010379730724289,0.9393709897994996,1.2216117224019067,11.516547948122025,0.8645001649856567,0.0011720502157246,0.9739030599594116,1.2985788206459306,11.41127496957779,0.8468880653381348
4,client_4,0.0007826636431737,1.112078070640564,1.4823931664864678,10.290466248989103,0.8949671387672424,0.0007910067589761,1.1218568086624146,1.4902941290598408,10.265742987394333,0.893844485282898
5,client_5,0.0006225625756499,0.9724500179290771,1.300952613700623,11.30008101463318,0.9051220417022704,0.0006832812550491,1.046992540359497,1.363208932789338,12.669666111469269,0.895824134349823
6,client_6,0.0011581599387901,0.7838823795318604,1.0275204582683666,12.923398613929749,0.9049022197723388,0.0011402245546969,0.7418809533119202,1.0203381264989515,11.253542453050612,0.9062270522117616
7,client_7,0.0007473473033485,0.7441233992576599,1.018874969306452,10.433030128479004,0.904097020626068,0.0007224760890097,0.749517023563385,1.0018980966667377,10.96392571926117,0.9072663187980652
8,client_8,0.0010762692504322,0.8950162529945374,1.2179142947744286,9.858828783035278,0.916558802127838,0.0011505279439592,0.9006881713867188,1.2598397639733263,9.516596794128418,0.9107151627540588
