epoch,train_loss,val_loss,val_MAE,val_MSE,val_RMSE,val_MAPE_percent,val_R2,best_val_RMSE
1,0.0161123258246695,0.003235923434222806,0.453162282705307,0.5951763987541199,0.7714767648828575,694043250.0,0.9565032124519348,0.7714767648828575
2,0.002488131980571653,0.002633196964695627,0.36014795303344727,0.48431822657585144,0.6959297569265532,267253275.0,0.9646049737930298,0.6959297569265532
3,0.0023214759095487167,0.0030491824281592985,0.40316513180732727,0.5608295798301697,0.7488855585669747,103163087.5,0.9590133428573608,0.6959297569265532
4,0.0022686077926753023,0.002590730494793756,0.3508518934249878,0.4765074551105499,0.6902951941818442,184939075.0,0.9651758074760437,0.6902951941818442
5,0.0022031927007554264,0.003093054505101543,0.4042998254299164,0.5688987970352173,0.7542538014721685,64465881.25,0.9584236741065979,0.6902951941818442
6,0.0022224926330381258,0.0025215080267326335,0.37444454431533813,0.46377554535865784,0.6810106793279074,345926350.0,0.9661062955856323,0.6810106793279074
7,0.002172650882671066,0.002564664732538735,0.34195855259895325,0.47171324491500854,0.6868138357044131,77377900.0,0.9655261635780334,0.6810106793279074
8,0.002191634750633627,0.002497739170031342,0.3328973352909088,0.45940378308296204,0.6777933188538834,44828537.5,0.9664257764816284,0.6777933188538834
9,0.0021726437043005906,0.0025473118804282963,0.34298762679100037,0.4685215651988983,0.6844863513605646,72780156.25,0.9657594561576843,0.6777933188538834
10,0.0021752771816215834,0.0024496878120555655,0.3292177617549896,0.45056581497192383,0.6712419943447548,55332450.0,0.9670717120170593,0.6712419943447548
11,0.0021533604929265056,0.0027293249762936427,0.36238765716552734,0.5019988417625427,0.7085187659917997,136177812.5,0.9633128643035889,0.6712419943447548
12,0.0021429243489308916,0.002469154549530714,0.325786292552948,0.45414626598358154,0.6739037512757898,28635646.875,0.9668099880218506,0.6712419943447548
13,0.002131200258224067,0.002440214297826064,0.3511006534099579,0.44882336258888245,0.6699428054609456,274189075.0,0.9671990275382996,0.6699428054609456
14,0.002119199684896864,0.002909614491891963,0.37093353271484375,0.535159170627594,0.7315457406256932,65041368.75,0.9608893990516663,0.6699428054609456
15,0.0021442759668904555,0.002452968160961037,0.3328513205051422,0.4511691629886627,0.6716912705913802,79244268.75,0.9670276045799255,0.6699428054609456
