epoch,train_loss,val_loss,val_r2
1,0.038491531266780045,0.004489332216748379,0.9414653182029724
2,0.003077302851938675,0.0033005957846102456,0.9569647908210754
3,0.002547951926535385,0.002797129018638105,0.9635292887687683
4,0.0022681853108179094,0.0026343987080549333,0.9656510949134827
5,0.002114935900976415,0.0024488993613966236,0.9680697321891785
6,0.002072641703515506,0.002526902892362134,0.967052698135376
7,0.0020547279061469137,0.0024475623712135216,0.9680871367454529
8,0.0020102217434664013,0.0024001369796295847,0.9687055349349976
9,0.0019639640581848978,0.002577563992255916,0.9663920998573303
10,0.001994810525502371,0.0023352831395091304,0.969551146030426
11,0.0019516998124285724,0.002428387676116713,0.9683371782302856
12,0.0019480307715464091,0.0022854742375709156,0.9702005386352539
13,0.001986145061895468,0.002299673368531844,0.9700154066085815
14,0.001928467715138758,0.002427643294633114,0.968346893787384
15,0.0019041511141077254,0.0023618787032023223,0.9692043662071228
16,0.0019012897412760703,0.002358479388538949,0.9692486524581909
17,0.0019218309639715255,0.002265525434513451,0.9704606533050537
18,0.0018963133294885833,0.0023899017299910228,0.9688389897346497
19,0.0018797948803553689,0.002265719354826999,0.9704581499099731
20,0.0018766527209223983,0.0022678770843555145,0.9704300165176392
