epoch,train_loss,val_loss,val_r2
1,0.060520089537306004,0.00587410724499697,0.9284541606903076
2,0.00416934744168385,0.0036238136290581697,0.9558624029159546
3,0.003146259976678691,0.0031950502439967343,0.9610847234725952
4,0.0028872637737624744,0.0029230756696575983,0.9643973112106323
5,0.002777405410407283,0.0028834371006134503,0.964880108833313
6,0.002667229304752039,0.0028520762863903353,0.9652620553970337
7,0.002580979593844964,0.002680128526047653,0.9673563838005066
8,0.0025924229020497895,0.0031850803906187013,0.9612061381340027
9,0.002559628635581529,0.0033233387526564375,0.9595221877098083
10,0.002508274035201986,0.0031061247922301383,0.9621677994728088
11,0.0025011799662684386,0.0026411923990575796,0.9678305983543396
12,0.002487544784286877,0.0026161570988082194,0.9681355357170105
13,0.0025018509170402618,0.0031296013314881014,0.9618818759918213
14,0.0024569162409487106,0.0029500853414163837,0.9640683531761169
15,0.0024691505825223583,0.002695552022036396,0.9671685099601746
16,0.002456434344336518,0.002631014001716055,0.9679545760154724
17,0.0024556611596987395,0.002562248543447455,0.9687921404838562
18,0.0024277776350249435,0.0025966159019614223,0.9683735370635986
19,0.0024451075186618077,0.0029043523246049595,0.964625358581543
20,0.0024382771062615377,0.0027287599948422336,0.9667640328407288
