method,MAE,RMSE,MAPE_percent,R2,test_loss
direct_net_load,1.029449462890625,1.405660505715657,277405.615234375,0.9458126425743103,0.0009089148442038054
indirect_gc_minus_gg,1.0432840585708618,1.4258713785190562,3108552.1484375,0.9442165493965149,
