timestamp,client_id,gg,gc,cl,total_load,client_lat_x,client_lon_x,meteo_source,total_pv_capacity_kw,temp2m_c,wind10m_ms,ghi_wm2,client_lat_y,client_lon_y,grid_lat,grid_lon,ghi_build_mode,ghi_night_zero_ratio,rrp_aud_per_mwh,total_demand_mw
2010-07-01 10:00:00,6,7.609999999999999,8.955,0.0,8.955,-33.9,151.1,ERA5-Land,38.54,10.247528076171877,1.7833881378173828,314.8011111111111,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,34.5,12259.09
2010-07-01 10:30:00,6,8.716,8.075,0.0,8.075,-33.9,151.1,ERA5-Land,38.54,11.23370361328125,1.8279849290847776,376.69836805555553,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,30.6,12159.9
2010-07-01 11:00:00,6,9.777,8.863,0.0,8.863,-33.9,151.1,ERA5-Land,38.54,12.219879150390623,1.8725817203521729,438.595625,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,27.53,11962.89
2010-07-01 11:30:00,6,10.08,9.948,0.0,9.948,-33.9,151.1,ERA5-Land,38.54,12.831268310546877,1.905706167221069,476.20118055555554,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,27.64,11578.45
2010-07-01 12:00:00,6,10.345,8.349,0.0,8.349,-33.9,151.1,ERA5-Land,38.54,13.442657470703123,1.9388306140899656,513.8067361111111,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,25.46,11143.4
2010-07-01 12:30:00,6,10.064,9.545,0.0,9.545,-33.9,151.1,ERA5-Land,38.54,13.86492919921875,1.8538243770599363,517.842326388889,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,39.0,10996.75
2010-07-01 13:00:00,6,10.533,7.376,0.0,7.376,-33.9,151.1,ERA5-Land,38.54,14.287200927734377,1.7688181400299072,521.8779166666667,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,30.98,10582.43
2010-07-01 13:30:00,6,10.019,8.378,0.0,8.378,-33.9,151.1,ERA5-Land,38.54,14.537460327148438,1.6219995021820068,490.2300694444445,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,29.17,10317.91
2010-07-01 14:00:00,6,8.6,6.578,0.0,6.578,-33.9,151.1,ERA5-Land,38.54,14.7877197265625,1.4751808643341064,458.58222222222224,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,26.93,10035.63
2010-07-01 14:30:00,6,6.755000000000001,6.667,0.0,6.667,-33.9,151.1,ERA5-Land,38.54,14.834945678710938,1.328131377696991,396.56597222222223,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,24.77,9686.17
2010-07-01 15:00:00,6,3.558,6.7860000000000005,0.0,6.7860000000000005,-33.9,151.1,ERA5-Land,38.54,14.882171630859377,1.1810818910598757,334.5497222222222,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,26.09,9513.42
2010-07-01 15:30:00,6,2.444,5.887,0.0,5.887,-33.9,151.1,ERA5-Land,38.54,14.71380615234375,1.052745342254639,247.96069444444444,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,29.23,9255.59
2010-07-01 16:00:00,6,0.851,7.555,0.0,7.555,-33.9,151.1,ERA5-Land,38.54,14.545440673828123,0.924408793449402,161.37166666666667,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,29.18,9019.79
2010-07-01 16:30:00,6,0.246,8.544,0.0,8.544,-33.9,151.1,ERA5-Land,38.54,14.343276977539062,0.8866520822048187,101.33916666666669,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,27.51,8558.0
2010-07-01 17:00:00,6,0.072,11.331,0.0,11.331,-33.9,151.1,ERA5-Land,38.54,14.14111328125,0.8488953709602356,41.306666666666665,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,24.87,8197.92
2010-07-01 17:30:00,6,0.006,14.409,0.0,14.409,-33.9,151.1,ERA5-Land,38.54,13.453903198242188,1.0266169607639313,20.65333333333333,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,23.12,7906.59
2010-07-01 18:00:00,6,0.0,19.602,0.0,19.602,-33.9,151.1,ERA5-Land,38.54,12.766693115234377,1.204338550567627,0.0,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,21.8,7791.72
2010-07-01 18:30:00,6,0.001,17.329,0.0,17.329,-33.9,151.1,ERA5-Land,38.54,12.49853515625,1.264235258102417,0.0,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,20.82,7696.25
2010-07-01 19:00:00,6,0.006,21.977,0.0,21.977,-33.9,151.1,ERA5-Land,38.54,12.230377197265623,1.324131965637207,0.0,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,21.68,7778.99
2010-07-01 19:30:00,6,0.0,23.068,0.0,23.068,-33.9,151.1,ERA5-Land,38.54,12.219390869140623,1.3021751642227173,0.0,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,24.31,8091.57
2010-07-01 20:00:00,6,0.0,28.742,0.0,28.742,-33.9,151.1,ERA5-Land,38.54,12.208404541015623,1.2802183628082275,0.0,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,25.38,8613.64
2010-07-01 20:30:00,6,0.0,27.84,0.0,27.84,-33.9,151.1,ERA5-Land,38.54,10.923431396484377,1.4344174265861511,0.0,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,26.46,9527.81
2010-07-01 21:00:00,6,0.0,29.121,0.0,29.121,-33.9,151.1,ERA5-Land,38.54,9.638458251953123,1.5886164903640747,0.0,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,27.78,10462.07
2010-07-01 21:30:00,6,0.0,25.24,0.0,25.24,-33.9,151.1,ERA5-Land,38.54,8.30322265625,1.9102862477302551,0.0,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,26.38,11035.58
2010-07-01 22:00:00,6,0.0,23.214,0.668,23.882,-33.9,151.1,ERA5-Land,38.54,6.967987060546875,2.2319560050964355,0.0,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,34.15,11643.4
2010-07-01 22:30:00,6,0.0,18.757,3.666,22.423,-33.9,151.1,ERA5-Land,38.54,6.981246948242188,2.463055729866028,0.0,-33.9,151.1,-33.89999999999937,151.0999999999957,direct_div3600_no_diff,0.8999391727493917,39.04,11893.35
