epoch,train_loss,val_loss,val_MAE,val_MSE,val_RMSE,val_MAPE_percent,val_R2,best_val_RMSE
1,0.021990846906263135,0.004714121405674012,0.5898869633674622,1.1489943265914917,1.0719115292744508,126016350.0,0.9418196082115173,1.0719115292744508
2,0.0025847224599371502,0.003929822292435157,0.5347440242767334,0.9578334093093872,0.9786896389097962,86548675.0,0.9514992237091064,0.9786896389097962
3,0.0023721283298841077,0.002877944907061098,0.418622225522995,0.7014545798301697,0.8375288531329351,97991562.5,0.9644812345504761,0.8375288531329351
4,0.0022458670614739365,0.0028280729373736115,0.4156385064125061,0.6892991065979004,0.8302403908494819,105481387.5,0.9650967121124268,0.8302403908494819
5,0.002298540159158104,0.002945113713798372,0.43452832102775574,0.7178259491920471,0.8472460971831308,81784731.25,0.9636522531509399,0.8302403908494819
6,0.0021972399860455565,0.00278705425327331,0.40519675612449646,0.679301381111145,0.8241974163458322,61892600.0,0.9656029343605042,0.8241974163458322
7,0.002180598205850546,0.003282041923198195,0.47167977690696716,0.7999470233917236,0.8943975756852898,51306300.0,0.9594939351081848,0.8241974163458322
8,0.0021862810070117835,0.002734495332372355,0.40038537979125977,0.6664909720420837,0.8163889832929422,88579525.0,0.9662516117095947,0.8163889832929422
9,0.0021291466067555023,0.0027588428824001894,0.40778014063835144,0.6724253296852112,0.8200154447845548,126902775.0,0.965951144695282,0.8163889832929422
10,0.002156713869057951,0.0027894625020510283,0.42037633061408997,0.6798883676528931,0.8245534352926395,153529062.5,0.965573251247406,0.8163889832929422
11,0.002159815442804239,0.0026991131604534565,0.3960599899291992,0.6578671336174011,0.8110900897048373,102447906.25,0.9666882753372192,0.8110900897048373
12,0.002120092143777477,0.0034194700930155336,0.48351144790649414,0.8334429860115051,0.9129309864450352,48767931.25,0.9577978849411011,0.8110900897048373
13,0.002134468977101898,0.002697832945024198,0.39488235116004944,0.657555103302002,0.8108977144510903,84220312.5,0.9667041301727295,0.8108977144510903
14,0.0021330675623090476,0.0028056218825899763,0.40663981437683105,0.6838269829750061,0.8269383187245625,43139906.25,0.9653738141059875,0.8108977144510903
15,0.0021218411412535945,0.0027096387754172815,0.39619672298431396,0.6604325771331787,0.8126700296757465,165761975.0,0.9665583968162537,0.8108977144510903
