epoch,train_loss,train_gc_loss,train_gg_loss,train_net_loss,val_loss,val_gc_loss,val_gg_loss,val_net_loss,val_net_MAE,val_net_MSE,val_net_RMSE,val_net_MAPE_percent,val_net_R2,val_gc_RMSE,val_gg_RMSE,best_val_net_RMSE
1,111.18144093440436,71.91845041382162,20.177444660882454,79.51718266623348,77.1849357499505,53.03121571460261,32.56429683374736,44.99342193837906,5.518479824066162,44.9934196472168,6.707713444029701,90.4043197631836,-0.19609332084655762,7.282253474558861,5.706513200520511,6.707713444029701
