round,client_id,client_name,tau,layer_name,num_layer_params,num_selected_params,selected_ratio,mask_jaccard_with_prev_round_layer,mask_hamming_change_rate_layer,selected_importance_mean,unselected_importance_mean,selected_importance_median,unselected_importance_median,selected_importance_min,selected_importance_max,unselected_importance_min,unselected_importance_max,importance_gap_mean_ratio,importance_gap_boundary_ratio,importance_selected_share,use_head_importance_ema,head_importance_ema_beta
6,1,client_1,0.1,attention,896,90,0.10044642857142858,,,1.4239219879325698e-05,1.1543888879405467e-07,4.902649379801005e-06,1.7062263601985705e-08,1.139705545938341e-06,0.00018653323058970273,1.1772404069371883e-13,1.1228277116970276e-06,123.34748437542707,1.0150306400838343,0.9323108261927693,False,
6,2,client_2,0.1,attention,896,90,0.10044642857142858,,,4.686699324136296e-06,9.775851180694785e-08,3.2166121854970697e-06,1.257839477020184e-08,1.3499234228220303e-06,3.2025895052356645e-05,2.1456198204343582e-16,1.3194908206060063e-06,47.9411081081443,1.0230631230453915,0.8426010069702299,False,
6,3,client_3,0.1,attention,896,90,0.10044642857142858,,,4.467668636228457e-06,6.649582077748218e-08,1.3566576058110513e-06,1.3613218996511023e-08,6.605542921533925e-07,0.00011493578494992107,6.393554187190649e-15,6.448020144489419e-07,67.18619903917788,1.024428046010163,0.8823846775074144,False,
6,4,client_4,0.1,attention,896,90,0.10044642857142858,,,1.460865312373648e-06,4.1494652386049967e-08,8.088745744316839e-07,1.0271149708529492e-08,3.753101509573753e-07,8.45477006805595e-06,3.0075437921898464e-15,3.7194016044850287e-07,35.20526195811209,1.0090578587882286,0.797209745027022,False,
6,5,client_5,0.1,attention,896,90,0.10044642857142858,,,3.1522276913165115e-06,6.213455437545044e-08,1.6659395782880893e-06,1.1979463199196516e-08,6.376834562615841e-07,3.285528873675503e-05,7.49010821762949e-15,6.32014348411758e-07,50.73146482719637,1.0089683072793563,0.8499601092812404,False,
6,6,client_6,0.1,attention,896,90,0.10044642857142858,,,2.2712390432388927e-06,5.486336005746681e-08,1.0088852491207945e-06,1.3247185126630256e-08,5.004870899938396e-07,4.6284287236630917e-05,6.357604838359756e-16,4.988949058315484e-07,41.39734867699029,1.0031894111450745,0.8221468789789577,False,
6,7,client_7,0.1,attention,896,90,0.10044642857142858,,,3.7171109397604598e-06,7.174451053481898e-08,1.4919369846211339e-06,1.2544428606986457e-08,6.940393859622418e-07,5.487988528329879e-05,9.82470127388474e-15,6.924974513822235e-07,51.80966602720738,1.0022251812649436,0.852622117581925,False,
6,8,client_8,0.1,attention,896,90,0.10044642857142858,,,5.260901849624133e-06,5.156348943097596e-08,1.3617150216305163e-06,9.240727294468343e-09,5.931148621129978e-07,0.00013439104077406228,1.1003986071073091e-15,5.820503474751604e-07,102.02567518226583,1.0190077983425845,0.919307121940163,False,
6,9,client_9,0.1,attention,896,90,0.10044642857142858,,,3.576816600848866e-06,7.185955060981793e-08,1.6640190096950391e-06,1.567537744051606e-08,6.741800007148413e-07,3.826169267995283e-05,2.4937127693748853e-14,6.600566848646849e-07,49.77441127984043,1.021395578256242,0.8475148173444315,False,
7,1,client_1,0.1,attention,896,90,0.10044642857142858,0.5929203539823009,0.0513392873108387,7.0133869371602485e-06,8.412163484245218e-08,2.9096597700117854e-06,1.4966000883021024e-08,8.19427100395842e-07,8.838188659865409e-05,5.980161663107319e-16,8.15040266388678e-07,83.37098511352106,1.0053811189543775,0.9030023341634086,False,
