round,selected_clients,avg_local_train_loss,avg_local_val_loss,avg_local_train_task_loss,avg_local_train_rc_loss,avg_local_train_weighted_rc_loss,avg_local_train_total_loss,avg_local_train_rc_to_task_ratio,round_rc_to_task_ratio,global_rc_norm,avg_client_rc_rg_l2_norm,min_client_rc_rg_l2_norm,max_client_rc_rg_l2_norm,avg_personalized_head_ratio,avg_num_personalized_head_params,avg_num_head_params,avg_head_importance_mean,head_mask_jaccard_mean,head_mask_hamming_change_rate_mean,head_selected_importance_mean_avg,head_unselected_importance_mean_avg,head_importance_gap_mean_ratio_avg,head_importance_gap_boundary_ratio_avg,head_importance_selected_share_avg,regional_val_loss,regional_val_MAE,regional_val_MSE,regional_val_RMSE,regional_val_MAPE_percent,regional_val_R2,avg_client_val_MAE,avg_client_val_MSE,avg_client_val_RMSE,avg_client_val_R2,regional_val_samples
1,9,0.004113951751887954,0.0015140219796054913,0.004113951751887954,0.0,0.0,0.004113951751887954,0.0,0.0,1.1816390752792358,0.3023857639895545,0.15748819708824158,0.7686013579368591,1.0,353.0,353.0,1.3484835764959118e-05,,,1.3484835807661749e-05,,,,0.9999999997655254,0.0028453133556349884,10.287489891052246,210.5918731689453,14.511783941643609,12.064798921346664,0.7592284679412842,1.770156270927853,6.118371499909295,2.348113758398494,0.5898012320200602,5211
2,9,0.001533094633472317,0.0010692798360487997,0.001533094633472317,0.00012913196998252894,0.00012913196998252894,0.0016622266024937666,0.08450540021321507,0.08422961445362796,1.1808634996414185,0.02091595230417119,0.009703302755951881,0.05401916429400444,1.0,353.0,353.0,5.093642938744678e-06,1.0,0.0,5.093642903128501e-06,,,,0.9999999992856053,0.0016244712138142236,4.8914361000061035,48.12221908569336,6.937018025469832,6.286232173442841,0.9449814558029175,1.3647074898084004,3.136409627066718,1.7282706626743063,0.7488832275072733,5211
3,9,0.001291846679904697,0.0009858243699525293,0.001291846679904697,8.828528961426658e-05,8.828528961426658e-05,0.0013801319678344122,0.06879167857878915,0.06834037732127721,1.1782382726669312,0.026045157574117184,0.009812316857278347,0.0417633056640625,1.0,353.0,353.0,7.101762220271565e-07,1.0,0.0,7.101761907285475e-07,,,,0.9999999952361954,0.0014158546959347612,4.315326690673828,36.40605545043945,6.033743071298234,5.56272491812706,0.9583766460418701,1.2789365847905476,2.8003834088643393,1.6259137528082526,0.7856795390446981,5211
4,9,0.001161406534509387,0.0008630797360451832,0.001161406534509387,6.726783333927263e-05,6.726783333927263e-05,0.0012286743662739017,0.05870258121700508,0.057919282596226564,1.1795706748962402,0.01563648237950272,0.007909835316240788,0.037212878465652466,1.0,353.0,353.0,4.130485093709366e-07,1.0,0.0,4.1304851704702947e-07,,,,0.9999999921217272,0.001424588232769915,4.038522720336914,32.122554779052734,5.667676312127638,5.184070393443108,0.9632740020751953,1.2849308451016743,2.759678324063619,1.618759757656372,0.7821256650818719,5211
5,9,0.0010990487715678066,0.0008300458513579849,0.0010990487715678066,5.4975703424105884e-05,5.4975703424105884e-05,0.0011540244746458671,0.05086391834212331,0.05002116811946498,1.1769527196884155,0.012513931840658188,0.006009332835674286,0.02300247550010681,1.0,353.0,353.0,2.654616643048434e-07,1.0,0.0,2.654616760690784e-07,,,,0.9999999859697059,0.0013036944564019574,4.287787437438965,34.68674850463867,5.8895456959462225,5.505457893013954,0.9603423476219177,1.2256547609965007,2.6021844016181097,1.5601450963153178,0.8004467023743523,5211
6,9,0.0010548664520964772,0.0008229784618211686,0.0010548664520964772,4.7523747796433756e-05,4.7523747796433756e-05,0.0011023901995774335,0.04573574331448564,0.04505190932646644,1.1756744384765625,0.012712078168988228,0.006759908050298691,0.019199617207050323,1.0,353.0,353.0,1.9416100845622472e-07,1.0,0.0,1.9416100284211388e-07,,,,0.9999999807154443,0.0013948092335238484,3.949665069580078,29.167043685913086,5.400652153760052,5.183771625161171,0.966653048992157,1.2521037128236558,2.564385520087348,1.5782813135304414,0.7831022805637784,5211
7,9,0.001013399394104243,0.0007652543710734688,0.001013399394104243,3.941656964437218e-05,3.941656964437218e-05,0.0010528159633294185,0.039763882133935446,0.038895394880631054,1.174538254737854,0.013992109025518099,0.009379774332046509,0.024204837158322334,1.0,353.0,353.0,1.3109697544817007e-07,1.0,0.0,1.3109697394156154e-07,,,,0.9999999739309698,0.0013022441720720087,3.674302339553833,26.381074905395508,5.136251055526347,4.733341187238693,0.9698382616043091,1.2227201528019376,2.4975364340676203,1.5464190614586293,0.7981395257843865,5211
8,9,0.0009923226082872857,0.0007817427296006158,0.0009923226082872857,3.648673008613883e-05,3.648673008613883e-05,0.001028809337519236,0.03739596627215113,0.03676902022049527,1.1760973930358887,0.019230628075699013,0.00973921362310648,0.031179005280137062,1.0,353.0,353.0,1.4094860587318988e-07,1.0,0.0,1.4094860554374427e-07,,,,0.9999999755867426,0.0013124681448838432,3.631505250930786,25.359148025512695,5.035786733521655,4.697715118527412,0.9710066318511963,1.2276461389329698,2.4970630407333374,1.5460739817615838,0.7964709997177124,5211
9,9,0.0009692210726124374,0.0008091400888102069,0.0009692210726124374,3.1810565823013344e-05,3.1810565823013344e-05,0.0010010316384511352,0.03359696030252264,0.032820753375130844,1.1775617599487305,0.013072299977971448,0.0067009469494223595,0.02561243623495102,1.0,353.0,353.0,1.0100218695975451e-07,1.0,0.0,1.0100218717343116e-07,,,,0.9999999692683296,0.0014217408506449769,3.9294235706329346,27.50372314453125,5.244399216738868,5.262419208884239,0.9685547351837158,1.2792864971690707,2.6112029552459717,1.5920785481002924,0.7800925970077515,5211
10,9,0.0009495271128953198,0.0007876588741056001,0.0009495271128953198,2.9555717351226595e-05,2.9555717351226595e-05,0.0009790828297969523,0.03185215339954898,0.031126775548280923,1.1768877506256104,0.013674309994611476,0.004646764136850834,0.02520819753408432,1.0,353.0,353.0,1.294856741335732e-07,1.0,0.0,1.2948567400812382e-07,,,,0.9999999745566553,0.00128463432863086,3.5308234691619873,23.779090881347656,4.876380920451934,4.570478573441505,0.9728131294250488,1.216582715511322,2.434381127357483,1.5308343947227874,0.802145368523068,5211
11,9,0.0009464854608744792,0.0008171709137613758,0.0009464854608744792,2.9113927304160495e-05,2.9113927304160495e-05,0.0009755993870550568,0.03138990592946823,0.030760036447365444,1.1755121946334839,0.017660108705361683,0.008723000064492226,0.027198519557714462,1.0,353.0,353.0,1.0200052160927144e-07,1.0,0.0,1.0200051871302451e-07,,,,0.9999999703497205,0.001316216255351857,3.522982120513916,23.37763023376465,4.8350419061022265,4.584213346242905,0.9732721447944641,1.2299486464924283,2.4829784764183893,1.5416979143112797,0.7983760966195,5211
12,9,0.000925410259591476,0.0007396324440251015,0.000925410259591476,2.6210818682481628e-05,2.6210818682481628e-05,0.0009516210778795371,0.028799827144364472,0.028323458036578264,1.177132487297058,0.01360646179980702,0.008610103279352188,0.024901438504457474,1.0,353.0,353.0,9.649804550488423e-08,1.0,0.0,9.649804556491365e-08,,,,0.9999999674881498,0.0012588186302651164,3.4034674167633057,21.980527877807617,4.688339565113391,4.394449666142464,0.9748694896697998,1.2098318205939398,2.414323184225294,1.5225826649245224,0.8049189647038778,5211
13,9,0.0009124162424743915,0.0007538651503691111,0.0009124162424743915,2.4903455214448014e-05,2.4903455214448014e-05,0.0009373196973332582,0.027646946275630038,0.027293963026806825,1.1756669282913208,0.012882956665837102,0.006147089879959822,0.029719391837716103,1.0,353.0,353.0,1.0207762102254492e-07,1.0,0.0,1.0207762256381674e-07,,,,0.9999999674324886,0.0012682947835732936,3.4022998809814453,21.884517669677734,4.678089104503861,4.414255544543266,0.9749792218208313,1.2131079302893744,2.4104059272342258,1.5233848855364789,0.8054321938090854,5211
14,9,0.0009084844020136117,0.0007811104241308869,0.0009084844020136117,2.5070375794669616e-05,2.5070375794669616e-05,0.0009335547775086011,0.02790334273111461,0.02759582411267218,1.1747692823410034,0.012245542007601924,0.005235795862972736,0.026388563215732574,1.0,353.0,353.0,9.781457027063172e-08,1.0,0.0,9.781456977141592e-08,,,,0.9999999655952982,0.0013013841495455108,3.3857831954956055,21.398706436157227,4.62587358627073,4.373406246304512,0.9755346775054932,1.2332380480236478,2.4975448979271784,1.5422935170492886,0.7980081703927782,5211
15,9,0.0008941191964799561,0.0007858611308085695,0.0008941191964799561,2.2397700695363537e-05,2.2397700695363537e-05,0.000916516897329724,0.02556999399988085,0.025050016550914777,1.17376708984375,0.014751787607868513,0.00663836020976305,0.0277263056486845,1.0,353.0,353.0,1.1723822071177084e-07,1.0,0.0,1.1723822342991686e-07,,,,0.9999999713686241,0.001333779891528362,3.4369213581085205,21.384567260742188,4.624345062897252,4.502416029572487,0.9755508303642273,1.2520136435826619,2.5495649576187134,1.5595880814222385,0.7949282129605612,5211
16,9,0.0008932943407093432,0.000736503939195979,0.0008932943407093432,2.2069387227070438e-05,2.2069387227070438e-05,0.0009153637282235153,0.02513901866259089,0.024705616275191064,1.1757405996322632,0.013436677400022745,0.006206269841641188,0.01987484097480774,1.0,353.0,353.0,8.77363986894074e-08,1.0,0.0,8.773639729215519e-08,,,,0.9999999654424384,0.0012349906870912206,3.3815970420837402,21.030717849731445,4.585926062392573,4.379314556717873,0.9759553670883179,1.205692986647288,2.410981708102756,1.5164566923958307,0.8094382021162245,5211
17,9,0.000884485032665224,0.0007489769911188609,0.000884485032665224,2.1648613595484484e-05,2.1648613595484484e-05,0.0009061336460308308,0.024823270202477005,0.02447595241467754,1.1751526594161987,0.011883040269215902,0.007045111618936062,0.02661098539829254,1.0,353.0,353.0,1.0874580880226858e-07,1.0,0.0,1.0874580812818255e-07,,,,0.9999999726346771,0.0013589532407910934,3.272557497024536,19.882831573486328,4.45901688418942,4.2809199541807175,0.9772678017616272,1.260211878352695,2.53913097249137,1.5615034617472066,0.7911554310056899,5211
18,9,0.0008795633027103249,0.0008321734762811888,0.0008795633027103249,2.0880422702443885e-05,2.0880422702443885e-05,0.0009004437247314802,0.024338871246969172,0.023739533714472287,1.1731983423233032,0.01677615050640371,0.005447070114314556,0.030311524868011475,1.0,353.0,353.0,9.569638711089586e-08,1.0,0.0,9.569638403516726e-08,,,,0.9999999678010609,0.0012270088168493583,3.3780877590179443,20.446062088012695,4.521732199944253,4.426876455545425,0.9766238331794739,1.1940152313974168,2.335701478852166,1.4969539349425023,0.8090223338868883,5211
19,9,0.0008715130170639027,0.0006746845508382063,0.0008715130170639027,1.97354627685636e-05,1.97354627685636e-05,0.0008912484793579842,0.023196920215884802,0.02264505791595246,1.1713149547576904,0.009542716822276512,0.005324541125446558,0.01647668331861496,1.0,353.0,353.0,1.1802634839834052e-07,1.0,0.0,1.1802634494264173e-07,,,,0.9999999715706145,0.0012648052634835526,3.4503674507141113,20.834394454956055,4.564470884446088,4.576389491558075,0.976179838180542,1.2126347223917644,2.400058295991686,1.5182623633471408,0.8049178520838419,5211
