round,client_id,client_name,tau,head_prefixes,num_head_params,num_selected_params,selected_ratio,mask_jaccard_with_prev_round,mask_hamming_change_rate,selected_importance_mean,unselected_importance_mean,selected_importance_median,unselected_importance_median,selected_importance_min,selected_importance_max,unselected_importance_min,unselected_importance_max,importance_threshold,importance_gap_mean_ratio,importance_gap_median_ratio,importance_gap_boundary_ratio,importance_selected_total,importance_unselected_total,importance_selected_share,importance_top10_mean,importance_bottom10_mean
10,6,client_6,1.0,"fc1,fc2",353,353,1.0,1.0,0.0,8.479324090916253e-08,,1.6287672436905015e-13,,0.0,7.603307494719047e-06,,,0.0,,,,2.9932012694189325e-05,0.0,0.9999999665909548,7.751075372652849e-07,0.0
10,7,client_7,1.0,"fc1,fc2",353,353,1.0,1.0,0.0,1.0515895724449923e-07,,2.6173449360264705e-15,,0.0,5.240595328359632e-06,,,0.0,,,,3.7121113564353436e-05,0.0,0.9999999730611536,9.769219104782678e-07,0.0
10,8,client_8,1.0,"fc1,fc2",353,353,1.0,1.0,0.0,7.635858210826859e-08,,1.4765606714968032e-16,,0.0,3.7310899188014446e-06,,,0.0,,,,2.695457988011185e-05,0.0,0.9999999629005547,6.9688815074187e-07,0.0
10,9,client_9,1.0,"fc1,fc2",353,353,1.0,1.0,0.0,1.4020320840523503e-07,,0.0,,0.0,5.198056442168308e-06,,,0.0,,,,4.949173307977617e-05,0.0,0.9999999797946056,1.3417843547358643e-06,0.0
11,1,client_1,1.0,"fc1,fc2",353,353,1.0,1.0,0.0,1.066813280115856e-07,,4.3057168209537436e-14,,0.0,4.842810540139908e-06,,,0.0,,,,3.765850851777941e-05,0.0,0.9999999734455767,9.953328117262572e-07,0.0
11,2,client_2,1.0,"fc1,fc2",353,353,1.0,1.0,0.0,9.521014098468584e-08,,3.5471439289525356e-14,,0.0,8.862029062584043e-06,,,0.0,,,,3.360917980899103e-05,0.0,0.999999970246225,8.650661129649961e-07,0.0
11,3,client_3,1.0,"fc1,fc2",353,353,1.0,1.0,0.0,9.919268171182686e-08,,3.052006889402159e-13,,0.0,5.945910288573941e-06,,,0.0,,,,3.501501851133071e-05,0.0,0.9999999714408269,9.155085081147263e-07,0.0
11,4,client_4,1.0,"fc1,fc2",353,353,1.0,1.0,0.0,1.0977603143305973e-07,,8.575548604561334e-11,,0.0,8.138271368807182e-06,,,0.0,,,,3.875093534588814e-05,0.0,0.9999999741941719,1.0119578064404777e-06,0.0
11,5,client_5,1.0,"fc1,fc2",353,353,1.0,1.0,0.0,1.4069395482112146e-07,,2.313387654183374e-13,,0.0,1.4065010873309802e-05,,,0.0,,,,4.966496999259107e-05,0.0,0.9999999798650844,1.360678652417846e-06,0.0
11,6,client_6,1.0,"fc1,fc2",353,353,1.0,1.0,0.0,6.78944341344363e-08,,1.9242452344524728e-14,,0.0,2.9659342999366345e-06,,,0.0,,,,2.3966736989677884e-05,0.0,0.9999999582755067,6.307689091045177e-07,0.0
11,7,client_7,1.0,"fc1,fc2",353,353,1.0,1.0,0.0,1.2061840912297076e-07,,2.536339363632279e-14,,0.0,6.88292720951722e-06,,,0.0,,,,4.2578296415740624e-05,0.0,0.9999999765138565,1.1446136340964586e-06,0.0
11,8,client_8,1.0,"fc1,fc2",353,353,1.0,1.0,0.0,6.069911787848043e-08,,6.79917005943359e-14,,0.0,3.6329547583591193e-06,,,0.0,,,,2.1426789317047223e-05,0.0,0.9999999533294541,5.674653493770165e-07,0.0
11,9,client_9,1.0,"fc1,fc2",353,353,1.0,1.0,0.0,1.1723857031905364e-07,,0.0,,0.0,8.100600098259747e-06,,,0.0,,,,4.138521762797609e-05,0.0,0.9999999758367834,1.12140799046756e-06,0.0
12,1,client_1,1.0,"fc1,fc2",353,353,1.0,1.0,0.0,1.1931983838595608e-07,,2.191157005186975e-13,,0.0,7.757574167044368e-06,,,0.0,,,,4.211990017211065e-05,0.0,0.9999999762582538,1.1453006436568103e-06,0.0
12,2,client_2,1.0,"fc1,fc2",353,353,1.0,1.0,0.0,8.492207831982629e-08,,1.0051581962600142e-12,,0.0,5.998669621476438e-06,,,0.0,,,,2.997749652422499e-05,0.0,0.9999999666416451,7.933748520372319e-07,0.0
12,3,client_3,1.0,"fc1,fc2",353,353,1.0,1.0,0.0,1.1079151971151006e-07,,1.675706773014219e-15,,0.0,7.604709935549181e-06,,,0.0,,,,3.910940722562373e-05,0.0,0.9999999744307049,1.04291791558353e-06,0.0
