component,MAE,RMSE,MAPE_percent,R2
gc_model_regional,3.4219632148742676,4.573938740695779,4.347272589802742,0.978427529335022
gg_model_regional,1.683355450630188,3.4400957883761207,90185362.5,0.9918792843818665
indirect_net_load_regional,4.278566837310791,5.909382307430371,25.006762146949768,0.9875547289848328
