round,h2a_alpha_mean,h2a_alpha_min,h2a_alpha_max,h2a_distance_mean,h2a_meta_loss_mean,avg_local_train_loss,avg_local_val_loss,avg_client_val_RMSE,regional_val_RMSE
1,0.5,0.5,0.5,0.0,1.8716870811250474,0.01103130837400681,0.0018110429825042376,2.40664820812677,16.982341795563066
2,0.8383004599147372,0.8089256286621094,0.868058443069458,16.50763221958474,2.1514793634414673,0.0016031698591645815,0.0012547187052738369,1.5896353760220487,8.543951060922886
3,0.5939452317025926,0.5765084028244019,0.6169363260269165,3.805744022368108,3.9576198524898953,0.0012615625950588261,0.0011188672158933188,1.4900611523648726,7.718720841449227
4,0.5736778510941399,0.5578145980834961,0.5858368873596191,2.969525521125983,4.470431725184123,0.0011131795565579056,0.0009127180343135531,1.3774250692989507,6.2149425716923234
5,0.557233644856347,0.5494409799575806,0.5705273747444153,2.299794471752435,3.6400934855143228,0.001043571483538055,0.0008510152423879659,1.3509009865681154,6.048041652536013
6,0.5478061768743727,0.541286051273346,0.554262101650238,1.9182490595040786,3.249033318625556,0.0010014231727163564,0.0008467419647711057,1.3159729050326439,5.78097550023999
7,0.5453160074022081,0.536364734172821,0.551936149597168,1.817750331679471,3.230829848183526,0.0009620385367229656,0.0008491519928441626,1.364452358406098,6.866067250332171
8,0.5457812150319418,0.5394657850265503,0.553533136844635,1.836533919673479,3.0798431502448187,0.000938394300982698,0.0007870171641915628,1.3317993518834912,6.114769936551426
9,0.5464416808552213,0.538811445236206,0.5519325137138367,1.8631474020611352,2.920752922693888,0.0009239141746053348,0.0007731083498813404,1.3465189609328176,6.401313182099613
10,0.5457209944725037,0.5380774736404419,0.5494970083236694,1.8340425447630555,2.7938482761383057,0.0009103103652945305,0.000747455412199275,1.3176979626433818,5.668363803212212
11,0.5464233822292752,0.5391661524772644,0.5522581338882446,1.862411333982801,2.4790886640548706,0.0009034439800196122,0.000749121084828218,1.3307750501513764,6.099211920187991
12,0.5457038482030233,0.5394454598426819,0.5500532388687134,1.8333519670385061,2.4506521887249417,0.000893216473897486,0.0007635801531406506,1.3455127396031596,6.545926919903907
