epoch,train_loss,train_gg_loss,train_gc_reconstruction_loss,val_loss,val_gg_loss,val_gc_reconstruction_loss,val_gg_MAE,val_gg_MSE,val_gg_RMSE,val_gg_MAPE_percent,val_gg_R2,val_gc_MAE,val_gc_MSE,val_gc_RMSE,val_gc_MAPE_percent,val_gc_R2,best_val_gg_RMSE
1,10.153850932642088,10.153850932642088,10.153850936275393,3.1025044529851864,3.1025044529851864,3.1025044324760613,1.0145814418792725,3.1025044918060303,1.7613927704535495,269994200.0,0.874064564704895,1.0145814418792725,3.1025044918060303,1.7613927704535495,12.768243253231049,0.6561855673789978,1.7613927704535495
2,1.8901619046240286,1.8901619046240286,1.8901619350699852,2.4429684688784925,2.4429684688784925,2.4429684454394924,0.8563235402107239,2.4429686069488525,1.5629998742638633,154812575.0,0.9008361101150513,0.8563235998153687,2.4429686069488525,1.5629998742638633,10.893931239843369,0.7292742729187012,1.5629998742638633
3,1.6092504004150594,1.6092504004150594,1.6092504157118392,1.7280272366264449,1.7280272366264449,1.72802725713557,0.6993865966796875,1.728027105331421,1.3145444478340855,105622262.5,0.9298567175865173,0.6993865966796875,1.728027105331421,1.3145444478340855,8.65476131439209,0.8085029125213623,1.3145444478340855
4,1.4389627460218866,1.4389627460218866,1.4389627474014068,1.9612689597815411,1.9612689597815411,1.9612689588659553,0.7578577995300293,1.9612690210342407,1.400453148460969,107488162.5,0.9203890562057495,0.7578577995300293,1.9612690210342407,1.400453148460969,9.60184559226036,0.7826554179191589,1.3145444478340855
5,1.3400495078863608,1.3400495078863608,1.3400495061066093,1.685528377600346,1.685528377600346,1.6855283995744088,0.696001410484314,1.6855285167694092,1.298279059666838,77098431.25,0.9315817952156067,0.6960014700889587,1.6855285167694092,1.298279059666838,8.45692977309227,0.813212513923645,1.298279059666838
6,1.3226894667839089,1.3226894667839089,1.3226894766491821,1.4859816465875886,1.4859816465875886,1.4859816377979636,0.6387215852737427,1.4859815835952759,1.21900844279081,79680256.25,0.9396817088127136,0.6387215852737427,1.4859815835952759,1.21900844279081,7.838190346956253,0.8353259563446045,1.21900844279081
7,1.2892092715441523,1.2892092715441523,1.2892092718567443,1.5346484854474045,1.5346484854474045,1.5346484863629906,0.664530873298645,1.5346484184265137,1.2388092744351382,84227856.25,0.9377062320709229,0.664530873298645,1.5346485376358032,1.2388093225496017,8.094927668571472,0.8299328088760376,1.21900844279081
8,1.211913746395409,1.211913746395409,1.2119137492282512,1.5136667142082836,1.5136667142082836,1.5136667376472837,0.646884024143219,1.5136666297912598,1.230311598657535,61383068.75,0.9385579228401184,0.646884024143219,1.5136667490005493,1.2303116471043218,7.916916161775589,0.8322579860687256,1.21900844279081
9,1.1842520667174958,1.1842520667174958,1.1842520620126504,1.611805759816675,1.611805759816675,1.6118058096245504,0.6653358936309814,1.6118056774139404,1.2695690912329034,58299931.25,0.9345743060112,0.6653358936309814,1.6118059158325195,1.2695691851303417,8.408855646848679,0.8213823437690735,1.21900844279081
10,1.1630553810568705,1.1630553810568705,1.1630553877444216,1.57430363159209,1.57430363159209,1.5743036041245115,0.6537241339683533,1.5743037462234497,1.2547126149933496,59647975.0,0.9360965490341187,0.6537241339683533,1.5743037462234497,1.2547126149933496,7.980054616928101,0.8255382776260376,1.21900844279081
11,1.2258499795509543,1.2258499795509543,1.225849988583477,1.4840619618991553,1.4840619618991553,1.4840619521939442,0.6454945802688599,1.4840620756149292,1.218220864874235,59859043.75,0.9397596120834351,0.6454945802688599,1.4840620756149292,1.218220864874235,8.107208460569382,0.8355386853218079,1.218220864874235
12,1.128084645744312,1.128084645744312,1.1280846454640083,1.3631730014644277,1.3631730014644277,1.3631730102540527,0.6194538474082947,1.363173007965088,1.1675500023404084,60070706.25,0.9446666836738586,0.6194538474082947,1.363173007965088,1.1675500023404084,7.671475410461426,0.8489354252815247,1.1675500023404084
13,1.1211170209678385,1.1211170209678385,1.1211170220762803,1.4837408993284458,1.4837408993284458,1.483740896307012,0.6497223377227783,1.4837409257888794,1.2180890467403767,58479100.0,0.9397726655006409,0.6497223377227783,1.483741044998169,1.2180890956732882,8.185743540525436,0.8355742692947388,1.1675500023404084
14,1.1305306900438021,1.1305306900438021,1.1305307002539555,1.4173974397545037,1.4173974397545037,1.417397456784402,0.6353567838668823,1.417397379875183,1.1905449927974932,51484971.875,0.9424656629562378,0.6353567838668823,1.4173974990844727,1.1905450428625004,7.817630469799042,0.8429263830184937,1.1675500023404084
15,1.1243098919329615,1.1243098919329615,1.1243098886727891,1.382243132170078,1.382243132170078,1.3822431331772225,0.6227422952651978,1.3822431564331055,1.1756883755626342,50867937.5,0.9438925981521606,0.622742235660553,1.3822431564331055,1.1756883755626342,7.848627120256424,0.8468220829963684,1.1675500023404084
16,1.087702680378354,1.087702680378354,1.0877026783402972,1.7636068761806518,1.7636068761806518,1.7636068596085461,0.7060978412628174,1.7636067867279053,1.3280085793126133,55446250.0,0.9284124374389648,0.7060978412628174,1.7636067867279053,1.3280085793126133,9.008009731769562,0.8045600056648254,1.1675500023404084
17,1.1060219794958153,1.1060219794958153,1.1060219827934648,1.2551457830654678,1.2551457830654678,1.2551457722615535,0.588862419128418,1.255145788192749,1.1203328916856583,44323765.625,0.9490516781806946,0.588862419128418,1.255145788192749,1.1203328916856583,7.250628620386124,0.8609068393707275,1.1203328916856583
18,1.0963131999147446,1.0963131999147446,1.0963131951914489,1.3454013237938536,1.3454013237938536,1.3454013335906232,0.6181125640869141,1.3454012870788574,1.1599143447163922,53447531.25,0.9453880786895752,0.6181125640869141,1.3454012870788574,1.1599143447163922,7.753140479326248,0.8509048223495483,1.1203328916856583
19,1.085785981147497,1.085785981147497,1.0857859870530362,1.3005709384443573,1.3005709384443573,1.3005709335001931,0.5993145108222961,1.3005708456039429,1.1404257299815463,46962040.625,0.9472078084945679,0.5993145108222961,1.3005708456039429,1.1404257299815463,7.431432604789734,0.8558728694915771,1.1203328916856583
20,1.0584688556206512,1.0584688556206512,1.0584688606703767,1.3332358166552543,1.3332358166552543,1.3332358527293402,0.6126668453216553,1.3332358598709106,1.1546583303605056,48043334.375,0.9458819031715393,0.6126668453216553,1.3332358598709106,1.1546583303605056,7.612413167953491,0.8522530198097229,1.1203328916856583
