epoch,train_loss,train_gg_loss,train_gc_reconstruction_loss,val_loss,val_gg_loss,val_gc_reconstruction_loss,val_gg_MAE,val_gg_MSE,val_gg_RMSE,val_gg_MAPE_percent,val_gg_R2,val_gc_MAE,val_gc_MSE,val_gc_RMSE,val_gc_MAPE_percent,val_gc_R2,best_val_gg_RMSE
1,8.375138409836513,8.375138409836513,8.37513835170364,8.785880185492028,8.785880185492028,8.785880169377716,1.966403603553772,8.785879135131836,2.964098367991831,1143746700.0,0.3597522974014282,1.966403603553772,8.785879135131836,2.964098367991831,27.898037433624268,-0.1411736011505127,2.964098367991831
