component,MAE,MSE,RMSE,MAPE_percent,R2
gc_model_regional,3.5433788299560547,22.5824031829834,4.752094610062325,4.468352720141411,0.9767143130302429
gg_model_regional,1.7454848289489746,12.226797103881836,3.49668372946165,112500175.0,0.9916099309921265
indirect_net_load_regional,4.416713237762451,37.36606216430664,6.112778596048334,24.584653973579407,0.9866833090782166
