epoch,train_loss,val_loss,val_r2
1,0.0042857038644332265,0.001396179438773825,0.8554675579071045
2,0.0012489235068970839,0.0009574885073847457,0.9008808135986328
3,0.000995540854934,0.0008663192063305871,0.9103186726570129
4,0.0009321929120930806,0.0008067717282808359,0.9164830446243286
5,0.0008714767948776211,0.0008784018899854741,0.9090678691864014
6,0.000887864348083463,0.001702175668453806,0.8237909078598022
7,0.0008647443501053058,0.000866940400878268,0.9102543592453003
8,0.0008307887215026421,0.0008700857456761724,0.9099287986755371
9,0.00081269520856343,0.000799416126479164,0.9172444939613342
10,0.0008111570140436332,0.000777179591098203,0.9195464253425598
11,0.0008145939946364263,0.0007285672006771152,0.9245787858963013
12,0.0008066938053136399,0.0007572513380817278,0.9216094017028809
13,0.0007897430383863139,0.0008136244350155154,0.9157736301422119
14,0.0008115326249421699,0.0007676967762540572,0.9205280542373657
15,0.0007787321770621654,0.0007218121066147963,0.9252780675888062
16,0.0007826676900673362,0.0007413233816744325,0.9232582449913025
17,0.0007971813261147676,0.0007467397955878769,0.9226975440979004
18,0.0007783037546353115,0.0007680511712908924,0.9204913973808289
19,0.0007673336651119346,0.0007426015846332958,0.9231259226799011
20,0.0007756861955353691,0.0008540452300733364,0.9115892648696899
