epoch,train_total_loss,train_f1_ste,train_f1_fourier,train_f1_mse,train_f2_ste,train_f2_fourier,train_f2_mse,train_f3_mse,val_total_loss,val_f1_ste,val_f1_fourier,val_f1_mse,val_f2_ste,val_f2_fourier,val_f2_mse,val_f3_mse
20,0.0005259225094173052,0.0005259225094173052,0.002637912511280744,0.0002912569568070406,0.04674488115884715,0.30471145386218806,0.01808192901915614,0.23167826614658524,0.0003994379986671372,0.0003994379986671372,0.0019929759269893535,0.0002223782324828834,0.0461251642156267,0.3036650907738129,0.017509617162042437,0.20722481407885887
21,0.000503572009902492,0.000503572009902492,0.002535733259915657,0.00027777631339370815,0.04622012127368755,0.3012371198006352,0.017884899111019713,0.2304733551506574,0.0004131294109976768,0.0004131294109976768,0.0020960403124969853,0.00022613931390661916,0.045838870734705474,0.30189389108882403,0.017388313040365137,0.21083031353235973
22,0.000481979653287411,0.000481979653287411,0.002432925528407959,0.00026520789468876643,0.04581598209581156,0.2984002262679431,0.017751066394403627,0.23225788402281058,0.0003653582929924062,0.0003653582929924062,0.0017915196561565,0.00020689591986130046,0.045393559364003876,0.2986341527113492,0.017255715604313288,0.20883307494337042
23,0.00046065579985070783,0.00046065579985070783,0.0023328919884864695,0.0002526295596367563,0.04546560350794794,0.29600691375630067,0.017627680351808433,0.2331196258105163,0.0003562605190760134,0.0003562605190760134,0.0017770470065899217,0.00019839535271877064,0.0459064045744387,0.3015430477598756,0.01750233371824664,0.21040835703184846
24,0.00043506491951677574,0.00043506491951677574,0.0021957017869394754,0.00023943860200502487,0.04541516033837043,0.29560638148107016,0.017616135778503947,0.23310956594088447,0.0003363040098934705,0.0003363040098934705,0.001679530080311023,0.00018705666743059406,0.04576594011134693,0.30104978542079985,0.01740106809257732,0.21204480455920602
25,0.0004137544777700981,0.0004137544777700981,0.0020872208899834874,0.0002278137684188069,0.045701735843742416,0.29757821035789106,0.01771546082944334,0.2333982381036617,0.0003229098874058814,0.0003229098874058814,0.0016310150359133515,0.00017756486948101072,0.04587688966902024,0.30172661530133055,0.017449142724640144,0.2091183511124474
26,0.0003964905195393782,0.0003964905195393782,0.001999911543596273,0.00021833262954786068,0.04611582290496885,0.3003691532839593,0.017865453058471783,0.23381148419316983,0.000300598710658604,0.000300598710658604,0.001494476090353381,0.0001679456688015827,0.046574711024943476,0.30650406529050356,0.017693671714001838,0.21034782938089575
27,0.00037937615641011404,0.00037937615641011404,0.001910293258527061,0.00020927425809013476,0.04670435461390521,0.30449282629821645,0.018061191354223786,0.2341289111335468,0.00031162813125713655,0.00031162813125713655,0.0015607569110366183,0.00017283605098359812,0.04653863076815547,0.30599113897810654,0.017710574187725692,0.20915054327121932
28,0.00037067222064350336,0.00037067222064350336,0.0018686213776523664,0.00020423342797295816,0.047245033841202225,0.30826037138624596,0.01824332974161056,0.23407795917225832,0.0003480284045085835,0.0003480284045085835,0.0017660264793031533,0.00019047306311197168,0.04726178241204414,0.3104380432072036,0.01801997555892584,0.20786966602189824
29,0.0003601730548235149,0.0003601730548235149,0.0018175408661001854,0.0001982433009376996,0.048069841864888,0.3137933106951619,0.018545011896132522,0.2351465685531245,0.0002854399645447572,0.0002854399645447572,0.0014056135463850169,0.0001609762358448585,0.04706315087889312,0.30975671253802217,0.017874976773874476,0.21127660454048658
30,0.00035086138714522,0.00035086138714522,0.0017704427621570095,0.00019313012566004331,0.048575697623868624,0.31736613589883667,0.018710093161474234,0.2349351638632974,0.0002812970718383128,0.0002812970718383128,0.0014007365678519648,0.00015691490426470188,0.04955838135349641,0.32675522857485195,0.01875873088312623,0.2120496295734283
31,0.00034350905268142577,0.00034350905268142577,0.0017344171971258708,0.00018896370616504322,0.04911434603949208,0.32103307418836746,0.01890115383074068,0.23532946927621043,0.00027229175064499156,0.00027229175064499156,0.00136305790128249,0.00015109550965798944,0.04942723149462213,0.32588226714994567,0.0187100042455149,0.21251452866861945
32,0.000333914985311912,0.000333914985311912,0.0016865260702096446,0.000183624866767454,0.04976781370605276,0.3254696797756922,0.019134272854780598,0.2358505011643163,0.0002756275096694606,0.0002756275096694606,0.0013893483304888558,0.00015188075441138004,0.049923683365732885,0.32933472001224484,0.018878011676605324,0.2132435133880067
33,0.00032899795606321263,0.00032899795606321263,0.0016653507668708935,0.00018051431395857333,0.05024847829866147,0.32879142785868926,0.01929926139558028,0.23663654632195988,0.00028630267684162804,0.00028630267684162804,0.0014337837622737347,0.0001588047788509051,0.05061766145243922,0.33360504192678936,0.019174618629414008,0.21299367131443198
34,0.00032263041625505226,0.00032263041625505226,0.0016341230366711472,0.00017690901518999333,0.050763206304531724,0.33227751908216974,0.019483837741893106,0.23731166827327188,0.0002599258861570001,0.0002599258861570001,0.0013030850693771462,0.0001440193098777512,0.05196821227077315,0.3436758364194759,0.019556253835194336,0.21517207471237998
35,0.00031678125679749866,0.00031678125679749866,0.0016064303854234107,0.00017348691109309822,0.05132421774508705,0.33609612420453433,0.01968289437931826,0.23825771234230445,0.00024629270275898095,0.00024629270275898095,0.0012331814433957824,0.00013663839668623636,0.05169634824043385,0.3416621173740527,0.01947793002248904,0.21601182915019698
36,0.0003102854518844389,0.0003102854518844389,0.0015746418422895921,0.0001698014098795569,0.0515238556895906,0.33743286017776286,0.019756188189203435,0.23980627332654617,0.00024346878808361995,0.00024346878808361995,0.001215249529629604,0.0001354931507669731,0.052101395454610885,0.3443519360975388,0.019629112595766326,0.2166983675245845
37,0.00030505099928718015,0.00030505099928718015,0.0015509796773642754,0.0001666144790041636,0.05177698292942609,0.3390953779661719,0.01985271656025587,0.24010439829222266,0.0002496113229204049,0.0002496113229204049,0.001244896178387265,0.00013902411972911637,0.051376422519713,0.3391875888047233,0.01939740278601464,0.21635294398036573
38,0.00030277128602054245,0.00030277128602054245,0.0015479890490857253,0.00016441375681528026,0.05202336498033041,0.34072211359595783,0.019945725840850057,0.24093379478525115,0.00023403980946154064,0.00023403980946154064,0.0011774079125824552,0.00012922113512454708,0.051738049481804584,0.3420006729411787,0.019486646666348164,0.21682461048120388
39,0.00029721286332940464,0.00029721286332940464,0.0015213998590124231,0.00016119208695306784,0.05211284487687073,0.3413128122073506,0.01997951504522772,0.24143149538474037,0.0002538860089854773,0.0002538860089854773,0.001278360725653896,0.00014005548053525036,0.052206001446699145,0.34451822385146347,0.01972686444104447,0.21678022693967966
40,0.00029200436711849994,0.00029200436711849994,0.0014965016673301776,0.00015817133586404038,0.05224031059253205,0.34206695103346885,0.0200373501476342,0.2423284631465839,0.0002540340717413409,0.0002540340717413409,0.0013003732823262657,0.00013777415916239644,0.05108337076978946,0.3372918656295228,0.019282426098390093,0.21784756494406896
41,0.00028581349087669796,0.00028581349087669796,0.0014661899992052905,0.00015466054566018876,0.05234883654915745,0.34273758765866524,0.020083419086591517,0.24424182889566257,0.00022733018381823,0.00022733018381823,0.0011432413040270136,0.0001255622841538833,0.05251099051913355,0.34702669352930987,0.019787023521800288,0.2210897204525974
42,0.0002796274425171727,0.0002796274425171727,0.0014369550013855262,0.00015103549430936513,0.05258786698491646,0.34437884686207154,0.020166646655754357,0.24477097435486753,0.00023331121589265056,0.00023331121589265056,0.0011966153505807943,0.00012627742276384585,0.05291341798841406,0.3499910338391587,0.01990479357905162,0.22335979492839322
43,0.0002802690122233681,0.0002802690122233681,0.001448534133202052,0.00015046177780306009,0.05241505007700885,0.343130051406708,0.020113382890131846,0.2456697326925951,0.000220251944989809,0.000220251944989809,0.0011103984202751006,0.00012134678513367037,0.05254627067014712,0.3470582324065929,0.019822718433192745,0.2228347813135258
44,0.0002724658581770375,0.0002724658581770375,0.0014083921404818784,0.0001462518278329601,0.052690327593045684,0.3448780120867334,0.02022502894941348,0.24617870717567683,0.00021935227723644094,0.00021935227723644094,0.001101726471355316,0.0001213107014125475,0.05332050953254058,0.3523224691549937,0.02009806944917466,0.22395117676586185
45,0.00026942732276614756,0.00026942732276614756,0.0013973684862254676,0.0001441005281588664,0.053116613601267175,0.34770146763871407,0.02038496274756672,0.24745806328462416,0.00021642872760006845,0.00021642872760006845,0.0011062237760906509,0.00011756261057698877,0.053390175263633786,0.35252464081898377,0.020153012274784415,0.22285110086476037
46,0.0002646326034976932,0.0002646326034976932,0.0013766140223358354,0.0001410791108763654,0.05307479022205385,0.3473521194808989,0.02037730906559841,0.2472923255889295,0.00021219356266770296,0.00021219356266770296,0.0010999797302973244,0.00011355065564775913,0.05254317462353167,0.34697301079738396,0.01982874767313674,0.2235523125538403
47,0.0002603712322491896,0.0002603712322491896,0.0013589423816672472,0.00013830777137862125,0.05311109683366037,0.3474879261228683,0.020402559935285957,0.24766333898688675,0.00020769464182425346,0.00020769464182425346,0.001062590476134023,0.00011270621815334652,0.053283642442036844,0.3517396132880395,0.020121868204222907,0.22291297016705214
48,0.00025529816847759596,0.00025529816847759596,0.0013337434123991561,0.0001354709198663583,0.053040906628850235,0.346966739585525,0.020382480389370062,0.24816440087004069,0.00020829994738420945,0.00020829994738420945,0.0010851090880743134,0.00011087671136419468,0.0521420529539432,0.34386182332622167,0.019728744778474538,0.22487504228903976
49,0.00025043491904062145,0.00025043491904062145,0.0013125455523194914,0.00013242262555277423,0.05302519888330815,0.3466980173119654,0.020394885362356674,0.24812930011870687,0.0001992111056736907,0.0001992111056736907,0.0010178848233825843,0.00010824735957804487,0.05497679951677629,0.3629978102281553,0.020752242991319125,0.2248997525611055
50,0.00024524115203409944,0.00024524115203409944,0.0012865317884794233,0.000129542193842645,0.05343979445672246,0.3493360566609488,0.020562431505240043,0.24881834142798911,0.0001953378272034934,0.0001953378272034934,0.0010210457699379061,0.00010359249742942313,0.05272896223294261,0.34788999827265377,0.01993329197578474,0.2257158680155372
51,0.00024072295858828144,0.00024072295858828144,0.0012649047040609685,0.00012692498626193212,0.05351425461576223,0.34975166878577474,0.020598985892490356,0.24908806286197788,0.0001941423233746571,0.0001941423233746571,0.0009811294392543055,0.00010669931112710295,0.05320140111063598,0.35054710753467105,0.020162989154731463,0.2264782155234515
52,0.0002372501154412325,0.0002372501154412325,0.0012499492000502767,0.00012472799521947065,0.052983864683354955,0.3459637610320716,0.020430542514311832,0.24945410037742274,0.00019861144741387633,0.00019861144741387633,0.0010515620507618884,0.00010383915920123823,0.0530307780757592,0.34944399808524945,0.020095975659445885,0.2283569907923357
53,0.00023083049882726637,0.00023083049882726637,0.0012150389901293321,0.00012147400122200284,0.052782247136555,0.3444506981194903,0.020374641057651483,0.2498069432304127,0.00019379273323635556,0.00019379273323635556,0.0010241638642624704,0.00010152927664641165,0.051495925526188785,0.3388510862257138,0.01956757404684838,0.2251738838919806
54,0.00022945970675327973,0.00022945970675327973,0.0012127550533449604,0.0001202046693682827,0.05275941431741874,0.3441560415332138,0.02038201082437817,0.25005275596172827,0.00019227654213193997,0.00019227654213193997,0.0010183995275612956,0.00010048510183313924,0.051848023970375,0.34126658632850065,0.019690405457801777,0.22865039934988052
55,0.0002228683780500666,0.0002228683780500666,0.0011765893243826993,0.00011689938611621274,0.05249598198294489,0.342179664281993,0.020308906134478708,0.25191543756226126,0.00017665105771105338,0.00017665105771105338,0.0009311610802193529,9.281661186832935e-05,0.05171777015204459,0.3400124391649112,0.01968502897529974,0.22816940809426323
56,0.00022389475139084213,0.00022389475139084213,0.0011879417754156792,0.00011677841757972545,0.05237961355610522,0.34129049679345674,0.020278403907473513,0.2514882857939503,0.0001734460440403084,0.0001734460440403084,0.0009037789106169652,9.229794899015958e-05,0.05343135706055055,0.35142074703076565,0.020321424401134526,0.22765946151284266
57,0.00021645411811622786,0.00021645411811622786,0.0011453610355523082,0.00011324224061885805,0.0524051766206518,0.3412997642937268,0.02030577785410947,0.2512504372951693,0.0001837498021905883,0.0001837498021905883,0.000977439505036704,9.556205963519394e-05,0.05247415237652781,0.34514355604801705,0.01995532928940353,0.22891239580393566
58,0.00021526311196630986,0.00021526311196630986,0.001141284362480853,0.00011237186292574353,0.05215309024816697,0.33947867871888265,0.02022802455023671,0.2512300205497098,0.00017166745520356348,0.00017166745520356348,0.0009021751460867054,9.049993419210891e-05,0.05159632497059825,0.3386787730254894,0.019698274336094522,0.22947237980110566
59,0.00021071299928316132,0.00021071299928316132,0.001117111054175282,0.00011000210513236911,0.052112608939690816,0.339024959783365,0.020233458344163062,0.25149791417246486,0.00017276327271692295,0.00017276327271692295,0.0009149452261996971,9.029861307305651e-05,0.05130300684532988,0.33643285205604834,0.0196219131760641,0.22970956541164936
60,0.0002081029764260196,0.0002081029764260196,0.0011052444339527162,0.0001084205935453575,0.051811100413519655,0.33686241874270195,0.020138731229516545,0.2517799494099615,0.00017728932553956383,0.00017728932553956383,0.0009402671696430226,9.251400786174308e-05,0.05075090893455966,0.33272105236665916,0.019420892490068342,0.2297409642089033
61,0.0002062833525799556,0.0002062833525799556,0.0010970544388197877,0.00010730878876345033,0.05176473478281879,0.3363862943508582,0.02014011696330496,0.25168750696551784,0.00016456774273240763,0.00016456774273240763,0.0008648282510800919,8.676101909562324e-05,0.05207680452854262,0.3417274647531889,0.019893397090085054,0.22910106833739383
62,0.00020327429560164866,0.00020327429560164866,0.0010826345129484082,0.00010556760598791083,0.05190065059908307,0.3372433429465511,0.0201959067428615,0.25193343045500394,0.00016554109506531183,0.00016554109506531183,0.0008684500389011855,8.744010128599195e-05,0.0536455238061396,0.3522144714626697,0.020471196615960256,0.2308867701332139
63,0.00020135460611637047,0.00020135460611637047,0.001073347057408867,0.00010446655670156947,0.05211417707582353,0.33852201826665296,0.020291083549852332,0.2526889066267398,0.00016559652687051827,0.00016559652687051827,0.0008709768078287078,8.72209383840872e-05,0.05135757004449127,0.33623864563233263,0.0197041177672166,0.22773255175406779
64,0.00020110970312267018,0.00020110970312267018,0.0010746412009600915,0.00010405064976127,0.05168111202002766,0.3354384305475951,0.020152520908625283,0.25435741710856036,0.0001805017492502489,0.0001805017492502489,0.0009923735665533385,9.029377120139721e-05,0.05194646254500847,0.3406375683958013,0.019869672316795824,0.23237259713334774
65,0.00019925553604163406,0.00019925553604163406,0.001065301245094136,0.0001030282363669624,0.05186417712982601,0.33653001321544795,0.020234639337739592,0.25496232834721544,0.00016338311083079386,0.00016338311083079386,0.0008678729848833669,8.510645872444079e-05,0.05095775956316461,0.3333782795190082,0.01957770188079879,0.2319111248039689
66,0.0001958923344143257,0.0001958923344143257,0.0010462573681170027,0.00010140733171448945,0.05171618926402704,0.3354701184376222,0.020187974568958277,0.25512949404763074,0.00018735901715692462,0.00018735901715692462,0.001021178227789495,9.47124384548686e-05,0.05289545573225809,0.34661892931395716,0.020259513607994863,0.23528414864423441
67,0.00019363328527352339,0.00019363328527352339,0.00103555457653307,0.00010008647662874766,0.05179326911757749,0.3359093503650067,0.020224815290614956,0.25554981088085676,0.00015804219872773333,0.00015804219872773333,0.0008365817756793641,8.264891319090802e-05,0.050507664315926556,0.3303809055676883,0.019410636988027016,0.23421637372139398
68,0.00019347806187073393,0.00019347806187073393,0.0010358212187756405,9.988437986398244e-05,0.05209868637744432,0.3378845883811242,0.02034469712777824,0.2556326448816679,0.00015931288344680193,0.00015931288344680193,0.0008580172676536104,8.16790637532064e-05,0.05041569453131533,0.3296229963273448,0.019392661260446642,0.23304101906785177
69,0.00019248147617714767,0.00019248147617714767,0.0010317897956867944,9.922499761221812e-05,0.05214042458278551,0.33812541601213664,0.020364314398599166,0.25632429046186717,0.00015873906796439252,0.00015873906796439252,0.00084931936238918,8.200792606780447e-05,0.0532930197837885,0.34900771477900516,0.02043583091997772,0.23401358163138047
70,0.0001916477926633912,0.0001916477926633912,0.0010270342525102816,9.882707587780928e-05,0.05184148031973447,0.33598840221628257,0.02026959989285596,0.2579563158723158,0.0001531014596653208,0.0001531014596653208,0.000806588288296914,8.049181290736296e-05,0.051582083630087906,0.33744800801670877,0.01981920178193565,0.23596396814427972
71,0.00019125619770631714,0.00019125619770631714,0.0010251214657518433,9.86045022319979e-05,0.051741446415049956,0.3352655673833569,0.02023876573482555,0.2582380033461927,0.0001553290262633211,0.0001553290262633211,0.0008252149918444158,8.089725053723223e-05,0.052794509479029826,0.345336789476033,0.020289811063614827,0.2364167722357887
72,0.00018955947487695368,0.00018955947487695368,0.0010163814249565478,9.769037142824196e-05,0.05198820419048373,0.3368903858729567,0.02033240586590696,0.2594972767664731,0.00017254871954580354,0.00017254871954580354,0.0009312337721535646,8.825038234252533e-05,0.053809452539919346,0.35241931640409185,0.02063057765888694,0.23602734797773742
73,0.00018943144218505894,0.00018943144218505894,0.0010152502454701846,9.767379795950252e-05,0.051924136607061716,0.33639356480687393,0.02031642200278059,0.2591249838055453,0.0001516012678354329,0.0001516012678354329,0.000799261863038673,7.963898102717264e-05,0.05129294250080709,0.33522777017832533,0.019744628823906273,0.23725837915680095
74,0.0001872208376513656,0.0001872208376513656,0.0010007713481765294,9.682633716157643e-05,0.05203773114458888,0.33711102011174204,0.0203629210801424,0.2594427822426758,0.00015257523321783004,0.00015257523321783004,0.0008111858255563115,7.93962786890871e-05,0.05051718105416779,0.33004847852461927,0.019458147449367635,0.2373162941830603
75,0.00018858318613557975,0.00018858318613557975,0.0010123748821222458,9.70507763689111e-05,0.05180654361902928,0.3355202617567476,0.020282796960601444,0.2615251444555504,0.00018656663226379532,0.00018656663226379532,0.0010193375199862302,9.403653556871903e-05,0.053137277814044134,0.348119664173972,0.020361457578268256,0.23994460998142897
76,0.00018788278853087436,0.00018788278853087436,0.0010063140012680086,9.694598752382994e-05,0.05174944464940255,0.3350957110181977,0.02026652611372936,0.2604751847454772,0.00016392892918482547,0.00016392892918482547,0.0008818535582769081,8.415952615015528e-05,0.0510080354202778,0.33318996074002816,0.01965448757012685,0.2432963093486401
77,0.00018597397504681833,0.00018597397504681833,0.000995518363645794,9.602459853445509e-05,0.05194512875752212,0.33639475403875785,0.020339614541997748,0.26322554076096083,0.0001485967897918269,0.0001485967897918269,0.0007843065502076475,7.796236976503398e-05,0.05250765198687895,0.34355561503576576,0.020168989651839303,0.24057873495675008
78,0.00018629940595961178,0.00018629940595961178,0.0009977349194269553,9.61399055356191e-05,0.05170834359946566,0.33475762175664303,0.020258423489377307,0.2631082572265461,0.0001748490007291619,0.0001748490007291619,0.0009479276495572715,8.895137353155147e-05,0.05097914152189132,0.33287190534288363,0.019657723212597566,0.24097448040586
79,0.00018497239842481578,0.00018497239842481578,0.000988938709946835,9.564280922447962e-05,0.05171630912456198,0.33481405676936055,0.02026100353491438,0.26435951670439256,0.00016311355609274455,0.00016311355609274455,0.0008773532602081605,8.37535869019727e-05,0.05119229168474492,0.33394805079935524,0.019774984562661305,0.23950463478718328
80,0.00018426813500189626,0.00018426813500189626,0.000984308132283765,9.537480317160718e-05,0.051701489303084,0.33469823106220176,0.02025740645006354,0.264766498719638,0.0001629437038686343,0.0001629437038686343,0.0008739526048929229,8.394271623064118e-05,0.05186384232766038,0.3390362530673316,0.019955796408908447,0.24752969966933633
81,0.00018513054114764136,0.00018513054114764136,0.0009921200726858489,9.546503909424345e-05,0.05173491539436214,0.33486435876399084,0.020276088039327466,0.266340455898187,0.00016590253651478193,0.00016590253651478193,0.0008853751495309653,8.596113611679149e-05,0.05302604571531672,0.34639265376858025,0.020429755905671587,0.24443377467834987
82,0.0001835512345972352,0.0001835512345972352,0.0009817619771540244,9.486115268900639e-05,0.05189798524780243,0.3359795259320439,0.02033336926116454,0.26690189711061074,0.00015533969428572543,0.00015533969428572543,0.0008135288277361826,8.220756773118483e-05,0.05268123581868793,0.34408822910865877,0.020302681542864635,0.24335095227129233
83,0.00018485891090982412,0.00018485891090982412,0.000989653602081919,9.543727939761083e-05,0.052088724524942315,0.33719212225655637,0.0204105689359323,0.26799580223973785,0.0001503427307169873,0.0001503427307169873,0.0007990387795971484,7.826539195005267e-05,0.051444558933696254,0.3360861326576373,0.01981771729932101,0.24544240885189184
84,0.00018105643139357765,0.00018105643139357765,0.0009656566405638469,9.387863039228172e-05,0.05178442496209482,0.3351674699445167,0.020297419725915974,0.26895200534713526,0.00014767259996973934,0.00014767259996973934,0.0007813924180189951,7.725928875187622e-05,0.05171567105918849,0.33785760949511046,0.019922121573205387,0.24866544156810924
85,0.00018264570826102751,0.00018264570826102751,0.0009751380040165464,9.459101015327873e-05,0.051670494495599656,0.3343399771341396,0.020262774107653498,0.2696757617442385,0.0001479634610702503,0.0001479634610702503,0.0007766846365178579,7.810555317916904e-05,0.05292298836172174,0.3463161430956756,0.02032374872025729,0.24763292602807374
86,0.0001834964477293264,0.0001834964477293264,0.0009804843717400044,9.49422348059181e-05,0.05174799957763777,0.33486888155808175,0.020290123481034924,0.2700416883366182,0.00014657269029761308,0.00014657269029761308,0.0007737363419504067,7.688784103613455e-05,0.052927396747223826,0.34598321870926324,0.020365638271065297,0.2492275962133291
87,0.00018170617082361606,0.00018170617082361606,0.0009704103682267796,9.407237155387964e-05,0.05222978414892966,0.3381174822503685,0.020464483948496225,0.27051910680783947,0.00015212362311746276,0.00015212362311746276,0.0008158641660853719,7.837467585438977e-05,0.049990921939184904,0.32578004554871026,0.01934768483954103,0.2500761851258234
88,0.00018061430800386067,0.00018061430800386067,0.0009644048797072701,9.352646776791498e-05,0.051397684376003915,0.3323862919545929,0.020176727849638976,0.27164721646329554,0.00014518102282438917,0.00014518102282438917,0.0007643371191023869,7.638590060037757e-05,0.05235721595835977,0.3421016431182896,0.020163390950644417,0.2502811176058714
89,0.00018123100776281533,0.00018123100776281533,0.0009667389328748973,9.395235000454738e-05,0.05163909088828109,0.3340512384340482,0.020259962986227145,0.2730093552337114,0.0001529386322336579,0.0001529386322336579,0.0008133911984810315,7.955501476300606e-05,0.051872838413861186,0.3387320891068252,0.01999958841534565,0.25007398303495637
