method,MAE,RMSE,MAPE_percent,R2,test_loss
direct_net_load,0.9051995873451233,1.235559016363144,74410.87036132812,0.9357991218566895,0.0008160081895604813
indirect_gc_minus_gg,0.8529765009880066,1.15903714339186,1565766.796875,0.9434654712677002,
