round,client_id,client_name,tau,layer_name,num_layer_params,num_selected_params,selected_ratio,mask_jaccard_with_prev_round_layer,mask_hamming_change_rate_layer,selected_importance_mean,unselected_importance_mean,selected_importance_median,unselected_importance_median,selected_importance_min,selected_importance_max,unselected_importance_min,unselected_importance_max,importance_gap_mean_ratio,importance_gap_boundary_ratio,importance_selected_share
6,1,client_1,0.1,fc1,336,34,0.10119047619047619,,,5.329321881470819e-06,8.813327338800911e-08,2.4317162115039537e-06,0.0,6.889175665492075e-07,2.8776246836059727e-05,0.0,6.868244781799149e-07,60.468211475558455,1.0030460261533056,0.8719222430908408
6,2,client_2,0.1,fc1,336,34,0.10119047619047619,,,1.189569350735971e-06,2.2768383471412867e-08,5.752784488777252e-07,0.0,2.3745430155486247e-07,5.283506652631331e-06,0.0,2.3523135439518228e-07,52.24424948657412,1.0094457548809268,0.8546946732518107
6,3,client_3,0.1,fc1,336,34,0.10119047619047619,,,1.8475614069757285e-06,9.756864199775936e-08,1.3484556120602065e-06,0.0,8.908833137866168e-07,9.684677024779376e-06,0.0,8.869083103490993e-07,18.935822343369434,1.00448073257451,0.6807018850560783
6,4,client_4,0.1,fc1,336,34,0.10119047619047619,,,1.4013722277769268e-06,1.6004086991172994e-08,5.429330087736162e-07,0.0,2.1997496446601872e-07,1.3952510926174e-05,0.0,1.9286200370061124e-07,87.55792633615806,1.1405762652514446,0.9079030965985128
6,5,client_5,0.1,fc1,336,34,0.10119047619047619,,,3.257341905329186e-06,6.274644430955279e-08,1.0109627055499004e-06,0.0,4.6310654511216853e-07,5.585503822658211e-05,0.0,4.630091154922411e-07,51.91194543732647,1.0002082667671848,0.8538969555963102
6,6,client_6,0.1,fc1,336,34,0.10119047619047619,,,2.21994936817496e-06,9.357257536923946e-08,1.3720917877435568e-06,0.0,7.546657343482366e-07,1.4721676961926278e-05,0.0,7.480616659449879e-07,23.724105436979233,1.008826892055771,0.7275912568593131
6,7,client_7,0.1,fc1,336,34,0.10119047619047619,,,5.344610167245424e-07,1.8432007789006493e-08,3.1322238669417857e-07,0.0,1.4877699072712858e-07,3.0374626476259436e-06,0.0,1.4685774374356697e-07,28.994780604568327,1.0130618506917852,0.7655053330898623
6,8,client_8,0.1,fc1,336,34,0.10119047619047619,,,1.258902417709899e-06,3.994378704534379e-08,8.59148116205688e-07,0.0,3.4397444892420026e-07,6.0614424910454545e-06,0.0,3.329698188281327e-07,31.516062816428118,1.033046830154048,0.780135451586313
6,9,client_9,0.1,fc1,336,34,0.10119047619047619,,,2.313004692248743e-06,2.7578463440270632e-08,7.557487151643727e-07,0.0,2.8122477147007885e-07,2.241460606455803e-05,0.0,2.6647191475603904e-07,83.86692138728735,1.0553596853456775,0.904235771314121
7,1,client_1,0.1,fc1,336,34,0.10119047619047619,1.0,0.0,5.976296386185876e-06,1.6551014080405022e-07,3.074040478168172e-06,0.0,4.1608689116401365e-07,2.4959321308415383e-05,0.0,4.66384472019854e-06,36.10812152676329,0.08921540636775198,0.8025735285662061
7,2,client_2,0.1,fc1,336,34,0.10119047619047619,1.0,0.0,9.037551627328105e-07,1.8200137494601455e-08,3.557298953182908e-07,0.0,1.1339764682816167e-08,7.177744009823073e-06,0.0,7.471186336260871e-07,49.653773727101864,0.01517797709020107,0.8482656691010594
7,3,client_3,0.1,fc1,336,34,0.10119047619047619,1.0,0.0,8.450515055295515e-07,1.3380631733710597e-07,5.50849534874942e-07,0.0,1.4901527123356573e-08,8.561284630559385e-06,0.0,3.842241767415544e-06,6.3154356753194625,0.003878340861158019,0.41555144936663085
7,4,client_4,0.1,fc1,336,34,0.10119047619047619,1.0,0.0,2.1127540991001586e-06,2.6022573876136914e-08,5.946097871856182e-07,0.0,3.7074167520689816e-12,9.867673725239001e-06,0.0,1.3252486041892553e-06,81.18616255999761,2.7975233800104083e-06,0.9013856682877479
7,5,client_5,0.1,fc1,336,34,0.10119047619047619,1.0,0.0,2.7687202177998293e-06,8.778355519991382e-08,1.1930287655559368e-06,0.0,2.907598855017568e-07,2.1252441001706757e-05,0.0,2.417025370959891e-06,31.53994699289138,0.12029653006486862,0.7802630004993163
7,6,client_6,0.1,fc1,336,34,0.10119047619047619,1.0,0.0,7.227531712724676e-07,4.6250230193954545e-08,4.5241002055718127e-07,0.0,8.179726229684547e-09,3.540635816534632e-06,0.0,1.3434317907012883e-06,15.62667994433017,0.006088675433785289,0.6375935689920416
7,7,client_7,0.1,fc1,336,34,0.10119047619047619,1.0,0.0,9.025805132309602e-07,3.539849412254569e-08,3.646787547495478e-07,0.0,2.5021350325005187e-08,6.712504728056956e-06,0.0,2.0429351934581064e-06,25.496989027764467,0.012247739506073952,0.7416423044919593
7,8,client_8,0.1,fc1,336,34,0.10119047619047619,1.0,0.0,4.388375462232161e-07,1.8574209574565055e-08,3.16755944140823e-07,0.0,2.6148780918333614e-08,2.380380919930758e-06,0.0,4.179768211542978e-07,23.62490417465406,0.06256021155888249,0.726768494049692
7,9,client_9,0.1,fc1,336,34,0.10119047619047619,1.0,0.0,3.2876311514143225e-06,4.1238887728387656e-08,7.91298788271888e-07,0.0,3.061442876983733e-09,3.087296863668598e-05,0.0,9.957268503058003e-07,79.7196920871166,0.003074577934164969,0.8997521990637916
8,1,client_1,0.1,fc1,336,34,0.10119047619047619,0.6190476190476191,0.0476190485060215,3.7902960811794296e-06,8.645410371358314e-08,2.1277812720654765e-06,0.0,6.707813895445724e-07,1.4269168786995579e-05,0.0,6.48650996026845e-07,43.841206804126806,1.034115972282943,0.8315313518453612
8,2,client_2,0.1,fc1,336,34,0.10119047619047619,0.5813953488372093,0.0535714291036129,6.195501582089278e-07,5.054918592520078e-09,2.5908650513883913e-07,0.0,9.154196334293374e-08,7.481946340703871e-06,0.0,8.992945765839977e-08,122.53958343504863,1.0179194649565253,0.9324258910879352
8,3,client_3,0.1,fc1,336,34,0.10119047619047619,0.4166666666666667,0.0833333358168602,9.68640645236091e-07,4.373470212620941e-08,7.7811463938815e-07,0.0,4.09513859267463e-07,3.267324927946902e-06,0.0,4.0768020426185103e-07,22.147595628872175,1.0044953139523078,0.713753678505865
8,4,client_4,0.1,fc1,336,34,0.10119047619047619,0.5454545454545454,0.0595238097012043,1.1012641716193042e-06,7.750088842391933e-09,4.0925107214206946e-07,0.0,1.34504190896223e-07,5.35316485184012e-06,0.0,1.2281918770895572e-07,142.07864133827445,1.0951309667019449,0.9411683944456999
8,5,client_5,0.1,fc1,336,34,0.10119047619047619,0.6190476190476191,0.0476190485060215,3.0427987433219696e-06,6.258013385608261e-08,1.3366430948735797e-06,0.0,4.7451442242163466e-07,2.545586903579533e-05,0.0,4.4672717081084556e-07,48.621662086204324,1.0621994613868988,0.8455371580070402
8,6,client_6,0.1,fc1,336,34,0.10119047619047619,0.3877551020408163,0.0892857164144516,9.67490847488882e-07,3.35371703279324e-08,5.896380628200859e-07,0.0,3.0746014090254903e-07,3.844787897833157e-06,0.0,3.024747172730713e-07,28.84745464731281,1.0164787562929485,0.7645852795788955
8,7,client_7,0.1,fc1,336,34,0.10119047619047619,0.3877551020408163,0.0892857164144516,8.936779268504538e-07,1.547786974597069e-08,4.170347267518082e-07,0.0,1.5045299051053007e-07,4.947352408635197e-06,0.0,1.5007597653493576e-07,57.735347704123384,1.002505474085872,0.8666742289884342
8,8,client_8,0.1,fc1,336,34,0.10119047619047619,0.5813953488372093,0.0535714291036129,1.9680956798391195e-06,3.5761804787846894e-08,1.0927401490334887e-06,0.0,3.661966729850974e-07,8.357003025594167e-06,0.0,3.6343689657769573e-07,55.03191630282668,1.0075907780486835,0.8610304062486457
8,9,client_9,0.1,fc1,336,34,0.10119047619047619,0.5111111111111111,0.065476194024086,6.806945407333842e-07,1.892012997885778e-08,4.031407883076099e-07,0.0,1.525331327911772e-07,2.2411550162360072e-06,0.0,1.5237158379477478e-07,35.97536412962562,1.001053660654719,0.8019966722148345
9,1,client_1,0.1,fc1,336,34,0.10119047619047619,1.0,0.0,2.0874937731337817e-06,9.108649285923027e-08,1.4473749274657166e-06,0.0,2.766742852600146e-07,8.797207556199282e-06,0.0,8.096976102933695e-07,22.917457793682676,0.3417003336090328,0.7206812439577607
9,2,client_2,0.1,fc1,336,34,0.10119047619047619,1.0,0.0,5.909869180802108e-07,1.8919700576151427e-08,4.214359563547987e-07,0.0,7.831992693274614e-11,2.3549769139208365e-06,0.0,1.1885803132827277e-06,31.234938458099137,6.589362129245943e-05,0.7785994991695914
9,3,client_3,0.1,fc1,336,34,0.10119047619047619,1.0,0.0,1.14915690996962e-06,6.893976924731041e-08,7.426761499118584e-07,0.0,9.458747740609397e-08,7.47255808164482e-06,0.0,8.416853347625874e-07,16.668756709796245,0.11237853520905033,0.6523724689714546
9,4,client_4,0.1,fc1,336,34,0.10119047619047619,1.0,0.0,1.2960666094339586e-06,2.780951211136463e-08,5.589764668911812e-07,0.0,9.261700739671141e-09,6.887119525345042e-06,0.0,7.288081178558059e-07,46.60347872214576,0.012707992412223854,0.8399215546929952
9,5,client_5,0.1,fc1,336,34,0.10119047619047619,1.0,0.0,1.6072152885434032e-06,5.7254604417181374e-08,1.0200752740274766e-06,0.0,5.195831320747857e-08,7.701486538280733e-06,0.0,7.653293891962676e-07,28.070881530352107,0.06789004322962269,0.759635767817207
9,6,client_6,0.1,fc1,336,34,0.10119047619047619,1.0,0.0,9.725654613683166e-07,5.767175692828567e-08,8.069468151461479e-07,0.0,5.306252859327287e-08,4.3818922677019145e-06,0.0,5.761438615081715e-07,16.86351603717631,0.0920992829032118,0.6550027895121572
9,7,client_7,0.1,fc1,336,34,0.10119047619047619,1.0,0.0,9.695607098996647e-07,4.132352515240621e-08,3.252632296835145e-07,0.0,3.2370749825224795e-14,9.865463653113693e-06,0.0,2.0211407445458462e-06,23.46211375264187,1.6016071071006728e-08,0.7253874398636828
9,8,client_8,0.1,fc1,336,34,0.10119047619047619,1.0,0.0,3.6564332060320785e-07,4.130498842939351e-08,2.1018816198647983e-07,0.0,1.1512929498636026e-10,1.6637679891573498e-06,0.0,1.094282879421371e-06,8.852065632764633,0.00010520971491167141,0.4991521253469468
9,9,client_9,0.1,fc1,336,34,0.10119047619047619,1.0,0.0,1.834230629970581e-06,8.929763956909997e-08,4.5437263906933367e-07,0.0,1.637824809108679e-08,1.5266152331605554e-05,0.0,5.755671736551449e-06,20.540409560788877,0.002845583625190603,0.6981152436349447
