round,client_id,client_name,tau,head_prefixes,num_head_params,num_selected_params,selected_ratio,mask_jaccard_with_prev_round,mask_hamming_change_rate,selected_importance_mean,unselected_importance_mean,selected_importance_median,unselected_importance_median,selected_importance_min,selected_importance_max,unselected_importance_min,unselected_importance_max,importance_threshold,importance_gap_mean_ratio,importance_gap_median_ratio,importance_gap_boundary_ratio,importance_selected_total,importance_unselected_total,importance_selected_share,importance_top10_mean,importance_bottom10_mean
1,1,client_1,0.2,"fc1,fc2",353,71,0.20113314447592068,,,5.213789246598436e-05,2.2497058511912283e-06,3.138025203952566e-05,2.508890872832126e-07,1.3778455468127504e-05,0.0003201432409696281,0.0,1.3718052287003957e-05,1.3778455468127504e-05,23.175416138496956,125.07569501581244,1.0044031160879636,0.0037017904687672853,0.0006344170542433858,0.8536931058464201,8.258676825789735e-05,0.0
1,2,client_2,0.2,"fc1,fc2",353,71,0.20113314447592068,,,6.82810968241874e-05,1.8087361866754657e-06,2.4535855118301697e-05,1.5220654603353978e-07,1.2130435607105028e-05,0.0009902139427140355,0.0,1.2010056707367767e-05,1.2130435607105028e-05,37.75070105662554,161.1999914438873,1.0100230908685321,0.004847957752645016,0.000510063604451716,0.9048037379169948,0.00011840875231428072,0.0
1,3,client_3,0.2,"fc1,fc2",353,71,0.20113314447592068,,,6.518851196361397e-05,1.6537060480042177e-06,2.372430026298389e-05,2.2379813202633159e-07,1.081072878150735e-05,0.0005606126505881548,0.0,1.0764731086965185e-05,1.081072878150735e-05,39.4196251641347,106.00711472014356,1.0042729065777551,0.004628384485840797,0.00046634514001198113,0.9084651835979641,0.00011212719255127013,0.0
1,4,client_4,0.2,"fc1,fc2",353,71,0.20113314447592068,,,8.674873096821665e-05,2.116346618107336e-06,3.1511735869571567e-05,2.1364009228364012e-07,1.3978331480757333e-05,0.0010129386791959405,0.0,1.3806795323034748e-05,1.3978331480757333e-05,40.989830888838874,147.49847762309267,1.0124239652493752,0.006159159820526838,0.0005968097248114645,0.9116618685566852,0.00015181771595962346,0.0
1,5,client_5,0.2,"fc1,fc2",353,71,0.20113314447592068,,,4.051867501761413e-05,1.3467382889167835e-06,2.122030855389312e-05,5.284433157726198e-08,1.0605684110487346e-05,0.00019920789054594934,0.0,9.718959518068004e-06,1.0605684110487346e-05,30.086502525818734,401.5550271052455,1.0912364641023986,0.0028768256306648254,0.0003797802492044866,0.8833815745296423,6.518943700939417e-05,0.0
1,6,client_6,0.2,"fc1,fc2",353,71,0.20113314447592068,,,7.378919772364356e-05,1.7059910898487275e-06,3.112128979410045e-05,2.3705305807197874e-07,1.2727641660603695e-05,0.001356343855150044,0.0,1.2446056643966585e-05,1.2727641660603695e-05,43.2529541975699,131.28351417907737,1.0226243542085482,0.0052390331402421,0.00048108946066349745,0.9158952534508215,0.00012633939331863075,0.0
1,7,client_7,0.2,"fc1,fc2",353,71,0.20113314447592068,,,5.9911352482359547e-05,1.4929647489098868e-06,2.213945845142007e-05,1.8042446470190043e-07,9.563862477079965e-06,0.000958977616392076,0.0,9.440866961085703e-06,9.563862477079965e-06,40.12908703773331,122.70694986430523,1.0130278822351115,0.004253706429153681,0.00042101606959477067,0.909937740557343,0.00010475636372575536,0.0
1,8,client_8,0.2,"fc1,fc2",353,71,0.20113314447592068,,,3.9573527483042483e-05,1.5289536651933578e-06,2.1327177819330245e-05,1.7221793058297408e-07,9.100484930968378e-06,0.0001852584391599521,0.0,8.997547411127016e-06,9.100484930968378e-06,25.882734383126955,123.83759292393779,1.0114405074735762,0.0028097203467041254,0.0004311649245209992,0.8669607563044124,6.441693403758109e-05,0.0
1,9,client_9,0.2,"fc1,fc2",353,71,0.20113314447592068,,,2.9905812829076215e-05,1.0950438043030351e-06,1.5683295714552514e-05,4.477439219385815e-08,7.894406735431403e-06,0.0002204439224442467,0.0,7.628330422448926e-06,7.894406735431403e-06,27.310127139601757,350.26595962913296,1.0348798837186677,0.0021233127918094397,0.0003088023513555527,0.8730313599270102,4.775393972522579e-05,0.0
2,1,client_1,0.2,"fc1,fc2",353,71,0.20113314447592068,0.25663716814159293,0.2379603385925293,3.7359730589434523e-05,4.092791354396166e-07,1.5703144526924007e-05,0.0,3.732622872121283e-06,0.0003311295295134187,0.0,3.729514219230623e-06,3.732622872121283e-06,91.2815632972405,15703144.526924007,1.0008332592060856,0.0026525408029556274,0.00011541671847226098,0.9583025683967057,6.605093221878633e-05,0.0
2,2,client_2,0.2,"fc1,fc2",353,71,0.20113314447592068,0.5268817204301075,0.1246458888053894,2.3567233836114558e-05,9.233240118286205e-08,6.261157068365719e-06,0.0,1.028332121677522e-06,0.00023941801919136196,0.0,1.001785335574823e-06,1.028332121677522e-06,255.2406121100287,6261157.068365719,1.0264984509770412,0.0016732736257836223,2.6037738280138e-05,0.9846774759379303,4.389929381432012e-05,0.0
2,3,client_3,0.2,"fc1,fc2",353,71,0.20113314447592068,0.5604395604395604,0.11331444978713989,1.3202123997717523e-05,7.82644395744592e-08,4.942971827404108e-06,0.0,8.350626217179524e-07,8.402244566241279e-05,0.0,8.144079401972704e-07,8.350626217179524e-07,168.6839564116605,4942971.827404108,1.0253603325077438,0.0009373507928103209,2.2070573322707787e-05,0.9769959528953793,2.366418812016491e-05,0.0
2,4,client_4,0.2,"fc1,fc2",353,71,0.20113314447592068,0.5434782608695652,0.11898016929626465,3.1877499621477396e-05,7.510993674551223e-08,7.454062142642215e-06,0.0,1.1530885331012541e-06,0.0005360078066587448,0.0,1.1029937923012767e-06,1.1530885331012541e-06,424.40556598945665,7454062.142642215,1.0454161172379268,0.0022633024491369724,2.1181002011871897e-05,0.9907283184774447,5.989148485241458e-05,0.0
2,5,client_5,0.2,"fc1,fc2",353,71,0.20113314447592068,0.27927927927927926,0.22662889957427979,2.9291195021510823e-05,1.5358461974547518e-07,1.1706395525834523e-05,0.0,1.9197700567019638e-06,0.00017044050036929548,0.0,1.8157261365558952e-06,1.9197700567019638e-06,190.7157393384401,11706395.525834523,1.057300966676865,0.0020796749740839005,4.3310861656209454e-05,0.979599080734936,5.350862193154171e-05,0.0
2,6,client_6,0.2,"fc1,fc2",353,71,0.20113314447592068,0.5268817204301075,0.1246458888053894,1.6863475766641244e-05,7.535465735924966e-08,9.285406122216955e-06,0.0,7.421992904710351e-07,9.443127055419609e-05,0.0,7.403063477795513e-07,7.421992904710351e-07,223.78513249836718,9285406.122216955,1.0025556178756814,0.0011973067885264754,2.1250014469842426e-05,0.9825613254957406,3.0290168069768697e-05,0.0
2,7,client_7,0.2,"fc1,fc2",353,71,0.20113314447592068,0.42,0.16430595517158508,1.9476272198734873e-05,1.1234105368537558e-07,6.1103073676349595e-06,0.0,1.3951430446468294e-06,0.00013248619507066905,0.0,1.38943119054602e-06,1.3951430446468294e-06,173.3658194755812,6110307.3676349595,1.0041102071332932,0.001382815302349627,3.168017792631872e-05,0.9776031953826098,3.577859388315119e-05,0.0
2,8,client_8,0.2,"fc1,fc2",353,71,0.20113314447592068,0.4489795918367347,0.15297450125217438,2.559711286484741e-05,1.1152189687286992e-07,5.859243628947297e-06,0.0,1.420565354237624e-06,0.000225772091653198,0.0,1.2051195881213062e-06,1.420565354237624e-06,229.52338562391128,5859243.628947297,1.1787744465076149,0.0018173950957134366,3.144917354802601e-05,0.9829898196111572,4.730953514808789e-05,0.0
2,9,client_9,0.2,"fc1,fc2",353,71,0.20113314447592068,0.32710280373831774,0.20396600663661957,3.717392433814817e-05,1.679637798784246e-07,9.626021892472636e-06,0.0,2.2168544546730118e-06,0.00024657047470100224,0.0,2.2055075987736927e-06,2.2168544546730118e-06,221.31975742209295,9626021.892472636,1.0051443263044306,0.002639348851516843,4.7365781938424334e-05,0.98237037073793,6.89583903294988e-05,0.0
3,1,client_1,0.2,"fc1,fc2",353,71,0.20113314447592068,0.6904761904761905,0.07365439087152481,6.95643904185692e-06,4.5917881599760895e-08,1.0648371926436084e-06,0.0,4.2199710037493787e-07,9.966248762793839e-05,0.0,4.135101789870532e-07,4.2199710037493787e-07,151.49408695296148,1064837.1926436084,1.0205216250952924,0.0004939071368426085,1.2948842595505994e-05,0.9744526175180703,1.3057988326181658e-05,0.0
