round,client_id,client_name,tau,layer_name,num_layer_params,num_selected_params,selected_ratio,mask_jaccard_with_prev_round_layer,mask_hamming_change_rate_layer,selected_importance_mean,unselected_importance_mean,selected_importance_median,unselected_importance_median,selected_importance_min,selected_importance_max,unselected_importance_min,unselected_importance_max,importance_gap_mean_ratio,importance_gap_boundary_ratio,importance_selected_share
1,1,client_1,0.2,fc1,336,67,0.19940476190476192,,,4.954847531395777e-05,2.251868050181534e-06,3.1335723178926855e-05,2.251178585765956e-07,1.3778455468127504e-05,0.0003201432409696281,0.0,1.3718052287003957e-05,22.0032667130282,1.0044031160879636,0.8456878254139789
1,1,client_1,0.2,fc2,17,4,0.23529411764705882,,,9.551062976242974e-05,2.20496496439182e-06,6.709681838401593e-05,6.886464234412415e-07,1.9790568330790848e-05,0.00022805831395089626,0.0,1.0015744919655845e-05,43.316146963190775,1.9759455251307814,0.9302068409394065
1,2,client_2,0.2,fc1,336,68,0.20238095238095238,,,6.722502035593018e-05,1.7270716774545852e-06,2.4201603991969023e-05,1.4477366505616374e-07,1.2130435607105028e-05,0.0009902139427140355,0.0,1.182885534944944e-05,38.924256768978914,1.0254952168448326,0.9080570439805342
1,2,client_2,0.2,fc2,17,3,0.17647058823529413,,,9.221883010468446e-05,3.372028220332319e-06,0.00010864117939490825,2.0163173815035407e-06,1.8425798771204427e-05,0.0001495895121479407,0.0,1.2010056707367767e-05,27.348170516623266,1.534197355263399,0.8542342902815152
1,3,client_3,0.2,fc1,336,66,0.19642857142857142,,,6.605190807904089e-05,1.6220632744562144e-06,2.4220417799369898e-05,1.891310361656906e-07,1.081072878150735e-05,0.0005606126505881548,0.0,1.0764731086965185e-05,40.720894430144774,1.0042729065777551,0.9087091738151823
1,3,client_3,0.2,fc2,17,5,0.29411764705882354,,,5.379168323997874e-05,2.3656684528342944e-06,2.1863304937141947e-05,2.0383213268360123e-06,1.1764493137889076e-05,0.00012071293167537078,0.0,5.82465918341768e-06,22.73846127383995,2.019773303064375,0.9045287970279996
1,4,client_4,0.2,fc1,336,66,0.19642857142857142,,,8.70566471238624e-05,2.064215779261917e-06,3.150890734104905e-05,1.9009611662568204e-07,1.3978331480757333e-05,0.0010129386791959405,0.0,1.3806795323034748e-05,42.17417860298106,1.0124239652493752,0.9115767932792367
1,4,client_4,0.2,fc2,17,5,0.29411764705882354,,,8.268423771369271e-05,3.2892904921292634e-06,3.421419023652561e-05,2.2621058235472447e-06,2.105089333781507e-05,0.00020231470989529043,0.0,1.0864424439205322e-05,25.137400534900166,1.9375983990695818,0.9128458301512193
1,5,client_5,0.2,fc1,336,67,0.19940476190476192,,,3.9766056739717354e-05,1.336953509061944e-06,2.243605922558345e-05,4.754723192945676e-08,1.0605684110487346e-05,0.00019920789054594934,0.0,9.718959518068004e-06,29.743762012978785,1.0912364641023986,0.8810699315843187
1,5,client_5,0.2,fc2,17,4,0.23529411764705882,,,5.3125031172385206e-05,1.5492079643746156e-06,1.655823325563688e-05,3.910071484369837e-07,1.1888378139701672e-05,0.0001674952800385654,0.0,5.44417980563594e-06,34.291714283896304,2.1836853999034256,0.9134296712818194
1,6,client_6,0.2,fc1,336,66,0.19642857142857142,,,7.337951473979929e-05,1.6477286507668237e-06,3.1937763196765445e-05,2.1421668350285472e-07,1.3060827768640593e-05,0.001356343855150044,0.0,1.2446056643966585e-05,44.533710190655235,1.0493947675850614,0.9158675781371071
1,6,client_6,0.2,fc2,17,5,0.29411764705882354,,,7.919701311038807e-05,3.016895969191561e-06,2.6015450202976353e-05,7.141223647977313e-07,1.2727641660603695e-05,0.00016812914691399783,0.0,1.1891166650457308e-05,26.251149415821953,1.070344144051675,0.9162337459066435
1,7,client_7,0.2,fc1,336,67,0.19940476190476192,,,5.9552435449228116e-05,1.4780344311770485e-06,1.9359598809387535e-05,1.5141620224312646e-07,9.563862477079965e-06,0.000958977616392076,0.0,9.440866961085703e-06,40.29161560883756,1.0130278822351115,0.9093830733008023
1,7,client_7,0.2,fc2,17,4,0.23529411764705882,,,6.592321278731106e-05,1.801907477381694e-06,6.06278426857898e-05,3.475848586731445e-07,1.590215106261894e-05,0.0001265350147150457,0.0,8.798428098089062e-06,36.585217071125804,1.8073852599520004,0.9184139462776232
1,8,client_8,0.2,fc1,336,66,0.19642857142857142,,,3.959344354425963e-05,1.4776570715621149e-06,2.187239169870736e-05,1.5230277483624377e-07,9.100484930968378e-06,0.0001852584391599521,0.0,8.997547411127016e-06,26.79472626735845,1.0114405074735762,0.8675466114932594
1,8,client_8,0.2,fc2,17,5,0.29411764705882354,,,3.931063547497615e-05,2.6831270218963255e-06,1.9833756596199237e-05,1.0897782090069086e-06,1.5409395928145386e-05,0.00010490408021723852,0.0,8.679232450958807e-06,14.651047268028977,1.7754328207916898,0.8592462427557679
1,9,client_9,0.2,fc1,336,68,0.20238095238095238,,,2.8790169554828454e-05,1.0662862501459666e-06,1.5513392099819612e-05,3.79314695209132e-08,7.894406735431403e-06,0.0002204439224442467,0.0,7.507247573812492e-06,27.00038807637182,1.051571245818266,0.8726252752044076
1,9,client_9,0.2,fc2,17,3,0.17647058823529413,,,5.519372704535878e-05,1.6455455553097766e-06,2.360321013838984e-05,2.826607428119132e-07,1.6494870578753762e-05,0.00012548310041893274,0.0,7.628330422448926e-06,33.541273485859215,2.1623169819565087,0.8778614004640872
2,1,client_1,0.2,fc1,336,67,0.19940476190476192,0.2641509433962264,0.2321428507566452,3.82317238827047e-05,4.0213836023314863e-07,2.3132215574150905e-05,0.0,3.732622872121283e-06,0.0003311295295134187,0.0,3.729514219230623e-06,95.07083280915121,1.0008332592060856,0.959480395936629
2,1,client_1,0.2,fc2,17,4,0.23529411764705882,0.14285714285714285,0.3529411852359772,2.2753842927158985e-05,5.570382531734535e-07,1.07250075416232e-05,0.0,6.269094683375442e-06,6.32962619420141e-05,0.0,3.5310195016791113e-06,40.847826786945994,1.7754342350587573,0.9263003389856643
2,2,client_2,0.2,fc1,336,69,0.20535714285714285,0.5222222222222223,0.127976194024086,2.2897877169521383e-05,8.596634047341696e-08,6.261157068365719e-06,0.0,1.028332121677522e-06,0.00023941801919136196,0.0,1.001785335574823e-06,266.355537386921,1.0264984509770412,0.9856803800533942
2,2,client_2,0.2,fc2,17,2,0.11764705882352941,0.6666666666666666,0.05882352963089943,4.6660038833579165e-05,2.0564828181098468e-07,4.6660038833579165e-05,9.038138415462527e-08,4.587482635542983e-06,8.873259503161535e-05,0.0,9.545578905090224e-07,226.89132888129947,4.805866543337823,0.9680023694521682
