epoch,train_loss,val_loss,val_MAE,val_MSE,val_RMSE,val_MAPE_percent,val_R2,best_val_RMSE
1,0.003242248012870231,0.0015657488709121096,1.0869994163513184,2.175374984741211,1.4749152466298567,16.451436281204224,0.7174465656280518,1.4749152466298567
2,0.0012745547569245647,0.0011488913195229174,0.9344562888145447,1.5962133407592773,1.263413368917425,14.175806939601898,0.7926722764968872,1.263413368917425
3,0.0010285418532404401,0.0010386943080735761,0.9326435327529907,1.4431110620498657,1.2012955764714468,14.35626745223999,0.8125582933425903,1.2012955764714468
4,0.0009146516173321345,0.0011748479575150505,1.0021802186965942,1.632276177406311,1.277605642366341,15.960124135017395,0.7879881262779236,1.2012955764714468
5,0.0008556334437666617,0.0007090652484901696,0.7306122779846191,0.9851406216621399,0.9925425037055793,10.989570617675781,0.8720427751541138,0.9925425037055793
6,0.0008289546262712856,0.0007467190834290181,0.7251457571983337,1.0374549627304077,1.0185553312071012,10.194497555494308,0.8652478456497192,0.9925425037055793
7,0.0007784068828904058,0.0006367496333547086,0.6882532835006714,0.88466876745224,0.9405683215228121,10.189530998468399,0.8850927948951721,0.9405683215228121
8,0.0007782669084124864,0.0006483312581412597,0.6772585511207581,0.900759756565094,0.9490836404475077,9.717684239149094,0.8830028176307678,0.9405683215228121
9,0.0007540752209799969,0.0006448853879518944,0.7113096117973328,0.8959722518920898,0.9465581080377949,10.885615646839142,0.8836246132850647,0.9405683215228121
10,0.0007473747345620478,0.000611068221748293,0.6822093725204468,0.8489883542060852,0.9214056404245012,10.22597998380661,0.8897272348403931,0.9214056404245012
11,0.0007477833961515981,0.0007030615145297643,0.7646633982658386,0.9767992496490479,0.9883315484436627,11.82209923863411,0.8731262683868408,0.9214056404245012
12,0.0007333323110917005,0.000607762352070598,0.6887328028678894,0.8443953394889832,0.9189098647250356,10.43843924999237,0.89032381772995,0.9189098647250356
13,0.0007339431314522108,0.00066760198761081,0.6900986433029175,0.9275335669517517,0.9630854411482668,9.573648124933243,0.8795252442359924,0.9189098647250356
14,0.0007452007387309092,0.0006521112195605243,0.7110438942909241,0.9060114026069641,0.9518463124932324,10.84199771285057,0.8823207020759583,0.9189098647250356
15,0.000727431193645824,0.0008282895363937382,0.8545471429824829,1.150784969329834,1.072746460879659,13.646699488162994,0.8505277037620544,0.9189098647250356
16,0.0007269061354758806,0.0005800502530167511,0.6466580033302307,0.8058933615684509,0.8977156351364561,9.269517660140991,0.89532470703125,0.8977156351364561
17,0.0007120284706109408,0.0006410558266313418,0.7078326940536499,0.8906516432762146,0.9437434202558524,10.596232861280441,0.8843157291412354,0.8977156351364561
18,0.0007079676036684882,0.0005819000851487406,0.6662015318870544,0.8084635138511658,0.8991459914002652,10.032150894403458,0.8949909210205078,0.8977156351364561
19,0.0007209173928179901,0.0006189962544838988,0.6874520778656006,0.8600031733512878,0.9273635605043407,10.02914011478424,0.8882965445518494,0.8977156351364561
20,0.0007073952928812986,0.0007559271653064065,0.7344486713409424,1.050248146057129,1.0248161523205657,10.027247667312622,0.8635861873626709,0.8977156351364561
