experiment,rc_lambda,head_prefixes,tau,warmup_rounds,head_mask_update_interval,save_dir,regional_MAE,regional_MSE,regional_RMSE,regional_MAPE_percent,regional_R2,avg_client_MAE,avg_client_MSE,avg_client_RMSE,avg_client_MAPE_percent,avg_client_R2
fedavg_gc_rc_fc1_head_tau0p10_warmup5_maskint2_lambda1p0,1.0,fc1,0.1,5,2,runs/codex_gc_fc1_warmup_maskint2_smoke\results\fedavg_gc_rc_fc1_head_tau0p10_warmup5_maskint2_lambda1p0,3.8167552947998047,25.913562774658203,5.090536590051996,4.843713715672493,0.9732794165611267,1.0021627412901983,1.8060014247894287,1.3279178242806315,11.945067677232954,0.8712286684248183
