method,MAE,RMSE,MAPE_percent,R2
direct_net_load,1.1597760915756226,1.5916646141851216,69.37000751495361,0.9390839338302612
indirect_gc_minus_gg,1.1218022108078003,1.5357474627665582,71.89810276031494,0.9432526230812073
