client_id,client_name,loss_gcml,MAE_gcml,RMSE_gcml,MAPE_percent_gcml,R2_gcml,loss_fedavg,MAE_fedavg,RMSE_fedavg,MAPE_percent_fedavg,R2_fedavg,loss_diff_gcml_minus_fedavg,loss_gcml_relative_improvement_percent,loss_winner,MAE_diff_gcml_minus_fedavg,MAE_gcml_relative_improvement_percent,MAE_winner,RMSE_diff_gcml_minus_fedavg,RMSE_gcml_relative_improvement_percent,RMSE_winner,MAPE_percent_diff_gcml_minus_fedavg,MAPE_percent_gcml_relative_improvement_percent,MAPE_percent_winner,R2_diff_gcml_minus_fedavg,R2_gcml_relative_improvement_percent,R2_winner
1,client_1,,1.0587645059934758,1.4495856684501045,58.45033576520663,0.9508438114715764,,1.15117347240448,1.500534757024093,71.03695273399353,0.9473276734352112,,,FedAvg baseline,-0.09240896641100416,8.02737108057117,GCML all-client,-0.0509490885739885,3.395395430561856,GCML all-client,-12.586616968786899,17.718407792517525,GCML all-client,0.0035161380363651906,0.37116386810647345,GCML all-client
2,client_2,,1.0900055616224456,1.506006783989958,57.92965249930528,0.9454814997442612,,1.0920960903167725,1.4922863992401652,63.18008899688721,0.9464703798294068,,,FedAvg baseline,-0.0020905286943269097,0.19142351235050503,GCML all-client,0.013720384749792869,-0.9194203442971097,FedAvg baseline,-5.25043649758193,8.31027081623866,GCML all-client,-0.000988880085145638,-0.10448082752720432,FedAvg baseline
3,client_3,,1.081365716443135,1.448653774505458,63.97032661899601,0.9299482815849466,,1.098016619682312,1.496904357749686,70.72691321372986,0.92520409822464,,,FedAvg baseline,-0.01665090323917706,1.516452751324898,GCML all-client,-0.04825058324422815,3.2233577913263494,GCML all-client,-6.756586594733847,9.553063024701924,GCML all-client,0.004744183360306575,0.512771546236135,GCML all-client
4,client_4,,1.23753039828235,1.677110388171018,51.10038489333522,0.927805207868007,,1.236221432685852,1.6776857024871958,53.40535044670105,0.9277556538581848,,,FedAvg baseline,0.0013089655964979574,-0.10588439594143415,FedAvg baseline,-0.0005753143161777441,0.03429213918464176,GCML all-client,-2.3049655533658324,4.315982451357951,GCML all-client,4.9554009822205813e-05,0.005341278128150384,GCML all-client
5,client_5,,1.252315933357596,1.737263330453337,180.257770636764,0.9582298673698249,,1.2744427919387815,1.7470220705198385,177.27175951004028,0.9577592611312866,,,FedAvg baseline,-0.02212685858118557,1.7361986525518711,GCML all-client,-0.00975874006650157,0.5585928324075373,GCML all-client,2.9860111267237244,-1.6844257285970037,FedAvg baseline,0.00047060623853822925,0.04913617206711824,GCML all-client
6,client_6,,0.8984866962986812,1.2088015897974944,55.55170133830105,0.948265303300583,,0.8529307246208191,1.186041387900467,59.89607572555542,0.9501951336860656,,,FedAvg baseline,0.04555597167786207,-5.341110404730061,FedAvg baseline,0.022760201897027432,-1.919005704962589,FedAvg baseline,-4.344374387254369,7.25318701539037,GCML all-client,-0.001929830385482556,-0.20309832339345063,FedAvg baseline
7,client_7,,0.8343568413573466,1.1477639228145566,325841.0299696362,0.9446182240439824,,0.8257335424423218,1.1195553315814328,1229904.00390625,0.947306990623474,,,FedAvg baseline,0.00862329891502478,-1.0443198043668094,FedAvg baseline,0.028208591233123803,-2.5196245721305828,FedAvg baseline,-904062.9739366139,73.5067916735985,GCML all-client,-0.002688766579491575,-0.2838326546837739,FedAvg baseline
8,client_8,,1.008912547634223,1.3917007653308708,855936.5366064745,0.946896252421886,,1.0093169212341309,1.410251307783922,3546752.734375,0.9454711079597472,,,FedAvg baseline,-0.00040437359990797006,0.04006408605668939,GCML all-client,-0.01855054245305121,1.315406860512092,GCML all-client,-2690816.197768525,75.86703667524469,GCML all-client,0.0014251444621388165,0.1507337929356897,GCML all-client
