component,MAE,RMSE,MAPE_percent,R2
existing_gc_model_avg_client,0.919710403062008,1.2323234134298826,11.03389850034701,0.8990124367225993
new_gg_model_avg_client,0.32378862239420414,0.7140498323620261,181245353.125,0.9722931310534477
net_load_from_existing_gc_and_new_gg_avg_client,1.0577172751236565,1.4458607779390997,147780.60334348283,0.9440110559756334
