,client_1,client_2,client_3,client_4,client_5,client_6,client_7,client_8,client_9
client_1,1.0,-0.0049830317,2.2670915,0.65055454,0.0,0.0,0.0,0.0,0.0
client_2,-0.029061893,1.0,2.2710013,0.59294236,0.0,0.0,0.0,0.0,0.0
client_3,-0.6973279,-0.5622877,1.0,-0.15920413,-0.49277696,-0.1001118,-0.6645192,-0.65964735,-0.6285847
client_4,-0.04583776,-0.050548267,0.2897869,1.0,-0.04937573,0.15645,-0.18738504,-0.17737913,-0.11133237
client_5,-0.032934897,-0.049114607,1.5750365,-0.028381485,1.0,-0.022277167,-0.20259115,0.0,0.0
client_6,-0.4993676,-0.31399602,0.37329078,-0.09661367,-0.09279445,1.0,-0.20116377,-0.22341974,-0.2659787
client_7,0.2096689,-0.049655743,2.8319073,0.0,0.0,0.0,1.0,0.0,0.0
client_8,-0.03717286,-0.038652778,2.672331,0.81655544,0.0,0.0,0.0,1.0,0.0
client_9,-0.024142751,-0.0057451306,2.2499218,0.5088326,0.0,0.0,0.0,0.0,1.0
