receiver_id,sender_id,num_events,num_selected_receiver_loc,num_selected_local_continue,num_selected_teacher_guided,num_selected_same_origin_merge,rollback_rate,local_continue_accept_rate,teacher_guided_accept_rate,same_origin_merge_accept_rate,mean_best_alpha,mean_selected_val_loss,mean_delta_local_continue_vs_loc,mean_delta_teacher_guided_vs_loc,mean_delta_teacher_guided_vs_local_continue,mean_delta_same_origin_merge_vs_loc,mean_delta_same_origin_merge_vs_local_continue,mean_delta_same_origin_merge_vs_teacher_guided,mean_teacher_better_ratio_avg,mean_teacher_worse_ratio_avg,mean_positive_active_ratio_avg,mean_repulsion_active_ratio_avg,mean_positive_loss_avg,mean_repulsion_loss_avg
4,1,3,3,0,0,0,1.0,0.0,0.0,0.0,0.6833333333333332,0.0006886285329725494,4.735290150632373e-05,4.5981488627657025e-05,-1.3714128786667052e-06,1.4846518192726684e-05,-3.2506383313597047e-05,-3.113497043493034e-05,0.38585038979848224,0.6141495903333029,0.3824942509333293,0.611173411210378,0.0006088505829925026,0.0009068246268347287
4,2,3,2,0,0,1,0.6666666666666666,0.0,0.0,0.3333333333333333,0.5,0.0006782203118842512,3.103229769498469e-05,3.953625017088765e-05,8.503952475902963e-06,1.0407926944691325e-05,-2.062437075029336e-05,-2.9128323226196323e-05,0.4197465678056081,0.5802534222602844,0.4148390293121338,0.5752645134925842,0.0003920200944331192,0.0012117970081018063
4,3,3,2,0,0,1,0.6666666666666666,0.0,0.0,0.3333333333333333,0.9166666666666666,0.0007035019954107154,0.00015656246963151118,-3.4206938758997354e-06,-0.00015998316350741091,-5.5187668519445406e-06,-0.00016208123648345574,-2.0980729760448047e-06,0.37230997284253436,0.627682089805603,0.36821548144022626,0.6233263810475668,0.0005070867345515682,0.0010232685836514793
4,5,3,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,0.5833333333333334,0.0007195419246848377,-1.0506113226685918e-05,8.116343577327972e-06,1.862245680401389e-05,-6.752858101388816e-05,-5.7022467787202234e-05,-7.564492459121613e-05,0.44916162888209027,0.5508383711179098,0.4438934127489726,0.5458041826883951,0.0004873795534356135,0.0011447473300799295
4,6,3,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,0.21666666666666667,0.0006886285329725494,1.453617723663563e-05,0.00011018135126452918,9.564517402789355e-05,-1.022141306357658e-05,-2.475759030021221e-05,-0.00012040276432810576,0.4145847161610921,0.5854152838389078,0.4094770352045695,0.580806295077006,0.00037050349187389074,0.0012280319026546362
4,7,2,0,0,1,1,0.0,0.0,0.5,0.5,0.75,0.0006839694374103677,7.467704136887885e-05,3.9469109882947885e-05,-3.520793148593097e-05,-4.247724736696303e-06,-7.892476610557516e-05,-4.371683461964419e-05,0.4505942165851593,0.5494057834148407,0.44532257318496704,0.5443716049194336,0.00038321581012173826,0.0012511868129453014
4,8,3,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,0.31666666666666665,0.00070039856733714,3.699613119827809e-05,0.00012334252269849823,8.634639150022014e-05,-2.382443642016995e-06,-3.937857484029508e-05,-0.00012572496634051522,0.41256160537401837,0.5874384045600891,0.40784748395284015,0.5826055407524109,0.0003621616140933762,0.0012288923274117707
5,1,3,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,0.43333333333333335,0.0006425960793731575,3.0284689973681413e-05,4.099580928450524e-05,1.0711119310823826e-05,-5.948271441452626e-06,-3.6232961415134036e-05,-4.694408072595786e-05,0.44944048921267193,0.5505595207214355,0.4445307155450185,0.546235462029775,0.00030181498042099593,0.0013451514557204956
5,2,3,1,0,2,0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.9333333333333332,0.0006903429649820778,0.00012420606263442575,-6.93869069446808e-06,-0.00013114475332889384,-1.0708754800063748e-05,-0.0001349148174344895,-3.7700641055956685e-06,0.3454258342583974,0.6545741756757101,0.3418084879716237,0.6504898269971212,0.00048081120392099575,0.0009996341969377939
5,3,3,2,0,0,1,0.6666666666666666,0.0,0.0,0.3333333333333333,0.4166666666666667,0.0006403996592835496,2.6563274003268018e-05,5.896202833031e-05,3.239875432704198e-05,6.821942494671346e-06,-1.9741331508596673e-05,-5.214008583563865e-05,0.25052404403686523,0.7494759559631348,0.2481969098250071,0.7470855116844177,0.0007073684505337071,0.0006660563969879831
5,4,3,2,0,0,1,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6,0.0007133899296583619,8.463443034315834e-06,-1.1481579738469938e-05,-1.9945022772785773e-05,-3.938143705578455e-05,-4.7844880090100384e-05,-2.7899857317314608e-05,0.3696514268716176,0.6303486029307047,0.3654404282569885,0.6262088418006897,0.000387332186198039,0.0011606162047849793
5,6,2,1,0,0,1,0.5,0.0,0.0,0.5,0.5249999999999999,0.000631887473121219,7.43927556221239e-05,9.430359711424993e-05,1.9910841492126025e-05,-2.554453520407741e-06,-7.694720914253164e-05,-9.685805063465767e-05,0.27226631343364716,0.7277336716651917,0.26999521255493164,0.7254540622234344,0.000646291629430805,0.0007841074421746785
5,7,3,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,0.4833333333333334,0.0006752829232876222,2.09194473235035e-05,4.1109233327185625e-05,2.0189786003682126e-05,-9.783614249141647e-06,-3.070306157264515e-05,-5.089284757632727e-05,0.42240169644355774,0.5775982936223348,0.4176366329193115,0.5731273293495178,0.00029713596991015194,0.001328010992407767
5,8,3,2,0,0,1,0.6666666666666666,0.0,0.0,0.3333333333333333,0.8666666666666667,0.0006285344705810482,0.00027410056576540734,6.821500758545983e-05,-0.0002058855581799475,6.558764764795662e-05,-0.0002085129181174507,-2.6273599375032154e-06,0.2734523018201192,0.7265476783116659,0.27058693766593933,0.7240622440973917,0.0006365318619268543,0.0007435345439175283
6,1,3,0,0,0,3,0.0,0.0,0.0,1.0,0.5833333333333334,0.0009366293752524039,0.00011328376186759597,1.2211304348371302e-05,-0.00010107245751922467,-5.8279017995139106e-05,-0.00017156277986273507,-7.049032234351042e-05,0.3561306893825531,0.6438693006833395,0.35335807005564374,0.6412176291147867,0.0011750502175730234,0.0006483782692300981
6,2,3,2,0,0,1,0.6666666666666666,0.0,0.0,0.3333333333333333,0.31666666666666665,0.0009140601049429407,9.004471856398456e-06,0.00019079981961276295,0.0001817953477563645,-1.6195684753495144e-05,-2.5200156609893598e-05,-0.00020699550436625812,0.46652982632319134,0.5334622661272684,0.4612502455711365,0.5278423428535461,0.0005081232819465934,0.001177078512683032
6,3,3,1,1,0,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.15,0.0010159371642148383,-0.00017207964652578408,1.0776731227853145e-05,0.00018285637775363722,-0.000183233651111835,-1.1154004586050922e-05,-0.00019401038233968814,0.43302292625109357,0.5669770836830139,0.42797067761421204,0.5621486703554789,0.0005829237226420602,0.0010763534693977804
6,4,3,3,0,0,0,1.0,0.0,0.0,0.0,0.45,0.0009366293752524039,4.9238243599715945e-05,5.231736087304796e-05,3.0791172733320117e-06,2.1525571145225005e-05,-2.771267245449094e-05,-3.079178972782295e-05,0.4739792247613271,0.5260207653045654,0.4682700037956238,0.5207570195198059,0.0004926214604954273,0.0011940552370565442
6,5,2,2,0,0,0,1.0,0.0,0.0,0.0,0.375,0.0009297917253759406,8.035833291270472e-05,0.000163038220519557,8.267988760685227e-05,5.4271611979031466e-05,-2.6086720933673254e-05,-0.00010876660854052553,0.45060117542743683,0.549398809671402,0.4455399066209793,0.5450888872146606,0.0006509606192616663,0.0010515000817110003
6,7,3,2,0,1,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.9500000000000001,0.0009092005964500003,0.0003019579574180391,0.0001931087233467285,-0.00010884923407131061,0.00019160000800123468,-0.00011035794941680441,-1.5087153454938138e-06,0.44841595490773517,0.5515840450922648,0.4435400664806366,0.5472758412361145,0.0006267976346004899,0.0010433819777431231
